concept,question,answer
cats,Which evolutionary adaptation aids cat stealth?,Camouflage.
lasers,"What unit measures tiny, continuous laser outputs in research?",millwatts
obama,Which candidate did Obama defeat in the 2012 presidential election?,Mitt Romney
dogs,What is the name of the male Dalmatian dog in Disney's 101 Dalmatians?,Pongo
the_moon,What is the December full Moon name?,Cold Moon
obama,Which American citizen was targeted by drone strikes during the Obama era?,Anwar al-Awlaki
obama,What did the Obama administration aim to limit in Iran?,Iran's nuclear program
dogs,What is the role of a foster family in dog rescue?,temporary home
united_states,Which amendment abolished slavery in the United States?,The Thirteenth Amendment
bacteria,Which state of CheY regulates the switch between runs and tumbles in bacterial chemotaxis?,CheY phosphorylation
lasers,Which laser assists cataract surgery with precise capsulotomy?,Femtosecond laser
bacteria,Which agar is commonly used to culture bacteria?,Nutrient agar.
bacteria,Pseudomonas aeruginosa belongs to which bacterial class?,Gammaproteobacteria
obama,Who is Maya Soetoro-Ng to Barack Obama?,half-sister
the_moon,Which agreement governs rescue and return of lunar astronauts?,Rescue Agreement
paris,In which arrondissement is Shakespeare and Company located?,5th
chess,"In chess, which principle improves rook activity on open files?",Open-file control.
chess,"Which era heightened online cheating concerns, prompting anti-cheating measures in chess?",Online cheating era
dogs,Dog breed origin country of Saint Bernard?,Switzerland
obama,Dreams from My Father centers on Barack Obama's race and inheritance; which two topics?,Race and inheritance
the_moon,Which Moon feature is used to denote mountains in its Latin plural form?,Montes
united_states,Which United States national park contains Denali?,Denali National Park
people,Which infant reflex involves a sudden arm-wide embrace when startled in humans?,Moro reflex
lasers,What kind of light do fiber lasers emit?,Coherent light.
cats,Which posture do cats often adopt to approach prey quietly?,Low crouch.
people,Which nervous system controls voluntary muscles in humans?,Somatic nervous system
bacteria,What is a plasmid in bacteria?,Small circular DNA molecule
dogs,What describes the bond between police dog and handler?,Partnership
people,Which species overlapped with Homo sapiens in Europe?,Neanderthals.
people,What is the term for the rebound sleep humans experience after sleep debt?,Sleep rebound
chess,Where were the Lewis chessmen discovered?,Isle of Lewis
bacteria,Which bacterial genus is noted for dental biofilms?,Streptococcus
chess,Which city hosted the 2012 Chess Olympiad?,Istanbul
bacteria,Which staining method reveals bacteria by staining the background with an acidic dye?,Negative stain
bacteria,What is a bacterial toxoid vaccine?,Inactivated bacterial toxin used as antigen.
dogs,How do dogs recognize familiar humans by smell?,By scent
people,Which bone anchors tongue and laryngeal muscles in humans?,Hyoid
lasers,Which property allows LIDAR to measure distance?,Short pulses
cats,Which eye structure improves night vision in cats?,Tapetum lucidum
chess,What is the mate pattern on the back rank called in chess?,Back rank mate
the_moon,Which lunar range is named after a European mountain chain?,Montes Alpes
the_moon,Which force besides the Moon's gravity also shapes tides?,Sun's gravity
cats,Which vocalization is heard when a cat paces and spots prey from distance?,Meow
people,"In humans, which stage includes preschool and early learning?",Early childhood
bacteria,Can Gram-negative bacteria form endospores?,No
the_moon,What is the lunar rover used on Apollo missions?,Apollo Lunar Roving Vehicle
dogs,Which dog breed is renowned for detecting explosives?,Labrador Retriever.
paris,Which Paris bookshop was reopened in 1951 by George Whitman?,Shakespeare and Company
people,Which H1N1 strain caused the 2009 global influenza pandemic among people?,H1N1
lasers,Which laser type is favored for fiber optic communication due to small size?,Laser diode
dogs,Name of the famous first guide dog for the blind in the U.S.?,Pal
obama,Barack Obama's Illinois Senate career can be described as serving in which branch of government at the state level?,Legislative
chess,"In chess middlegame strategy, what is the main objective?",Create and exploit threats
the_moon,Moon resource mining potential: Which program first provided lunar samples used to study regolith resources?,Apollo
the_moon,What is the Latin name for the Moon goddess?,Luna
people,Which human blood disorder caused by beta-globin gene mutation?,Beta-thalassemia
obama,Which Obama Supreme Court nominee was the first female appointee of his administration?,Sonia Sotomayor
dogs,Do dogs reach REM sleep multiple times per night?,"Yes, multiple REM periods."
united_states,What 1965 act ended the national-origin quotas in United States immigration history?,Immigration and Nationality Act of 1965
chess,Life of a King shows chess as a path out of gang life in which city?,Harlem
bacteria,Which bacterium is often used to produce insulin in genetics?,Escherichia coli
lasers,What process produces photons in a HeNe laser?,Stimulated emission
obama,Who succeeded Peter Orszag as Obama's OMB Director?,Jacob Lew
chess,"Which rating system is used to rate players in chess, including simul participants?",Elo rating
dogs,What is the name of the lead sled dog in the Netflix film Togo?,Togo
united_states,Which institution did the United States help found to promote international cooperation after World War II?,United Nations
obama,Barack Obama's personal interest includes reading; what is one activity?,Reading
cats,What genetic mechanism creates tortoiseshell coloration in female cats?,X-inactivation.
lasers,Which laser parameter mostly controls SLA cure depth?,Exposure energy
chess,What happens when a player runs out of time on the chess clock?,Flag falls
lasers,"Which laser penetrates deeper, making it suitable for darker skin hair removal?",Nd:YAG laser
obama,Who did Barack Obama defeat in the 2008 presidential election?,John McCain
paris,Paris climate classification?,Oceanic climate.
people,Which X-linked human syndrome causes intellectual disability and facial features with large ears?,Fragile X syndrome
united_states,What policy sets fuel economy standards for vehicles in the United States?,CAFE standards
united_states,Which U.S. company owns Slack after acquisition?,Salesforce
the_moon,Moon resource mining potential: Where on the Moon is water ice most likely found?,Permanently shadowed craters
bacteria,Are aerobic bacteria gram-positive or gram-negative?,Both.
chess,What brain region is often studied with chess players in fMRI studies?,Prefrontal cortex
cats,Bastet is the cat goddess of which ancient civilization?,Egypt
dogs,Name a dog breed historically docked tails?,Dachshund
lasers,What is the main purpose of the LASIK laser for refractive correction?,Reshape cornea.
people,Where is the blind spot located in the human eye?,Optic disc
cats,How often are booster vaccines given for adult cats after the kitten series?,Annual boosters
paris,Which river runs through Paris near the catacombs?,the Seine
obama,Which act promoted the adoption of electronic health records during Barack Obama's administration?,HITECH Act
bacteria,"Name a Gram-negative, curved rod that causes cholera.",Vibrio cholerae
obama,Obama worked with which French president on climate accords?,François Hollande
the_moon,Moon resource mining potential: What Moon feature is a prime site for ice deposits?,Polar regions
bacteria,Name a gram-negative gut bacterium that is a common commensal.,Bacteroides
lasers,What kind of light is produced by a laser beam in laser spectroscopy?,coherent light
united_states,Which United States music genre originated in the Mississippi Delta?,Blues
united_states,Which state was the 26th to join the United States?,Michigan
lasers,Which modality uses laser light to assess chlorophyll content in leaves?,LIF
lasers,What field did Townes contribute to that underpins lasers?,Quantum electronics
paris,In which year did Paris host the Olympics for the third time?,2024
bacteria,What term describes bacteria that require low oxygen levels?,Microaerophiles.
chess,"In chess endgames, what is the main objective?",Checkmate or promotion.
paris,Carmen premiered in Paris at which theater?,Opéra-Comique
bacteria,What class of bacterial toxins are secreted proteins?,Exotoxins
lasers,Why is laser coherence critical in interferometry?,Stable fringes
chess,Can a pawn capture a piece directly ahead in chess?,No
cats,What vessel returns deoxygenated blood from the body to the cat's right atrium?,Vena cavae.
cats,Do felines have episodic-like memory for recent events?,Yes
bacteria,What is the role of a plasmid in bacterial genetic engineering?,Vector for gene transfer
dogs,Do dogs remember scents days after exposure?,Scent memory endures.
the_moon,What technique uses lunar regolith for construction?,Regolith 3D printing
dogs,Which canine breed is known for versatility in police and service roles?,German Shepherd.
united_states,Which US Dust Bowl crisis occurred in the 1930s?,Dust Bowl of the 1930s
chess,My Best Games of Chess is by which player?,Paul Keres
cats,Turkish-origin long-established cat breed with a silky coat?,Turkish Angora
dogs,What mosquito‑borne disease damages a dog's heart and lungs?,Heartworm disease
paris,Which street in the 10th arrondissement is famous for immigrant shops?,Rue du Faubourg Saint-Denis
people,Which stage covers roughly ages 6–11 in human development?,Middle childhood
lasers,What metrology technique commonly uses a HeNe laser beam?,Interferometry
people,Which nutrient provides the human body with long-term energy storage?,Fats
chess,Which neural-network based enhancement is abbreviated NNUE in chess engines?,NNUE
bacteria,Which CRISPR type is widely used in gene editing and originates in bacteria?,Type II CRISPR-Cas
dogs,Which award goes to the top dog in a show group?,Best in Group
people,"In human language origins, which fossil evidence helps infer language ability?",Endocasts
united_states,Which U.S. president signed the Civil Rights Act into law?,Lyndon B. Johnson
lasers,What is the main advantage of laser spectroscopy over broadband methods?,higher sensitivity
people,Which brain region processes human pain signals?,Somatosensory cortex
dogs,Which form of dog food helps teething puppies?,Soft foods.
people,What is the most abundant antibody in human blood?,IgG.
cats,What does curiosity about a new object look like in a cat?,Stare and sniff.
bacteria,Which bacterium is a common cause of urinary tract infections in women?,Escherichia coli
paris,How many legs support the Eiffel Tower at its base?,Four
obama,In what year did Obama win reelection to a second term?,2012
obama,Which state's reform inspired the ACA under Barack Obama?,Massachusetts
bacteria,What effect does quorum sensing have on bacterial biofilm development?,Controls biofilm formation
bacteria,Which plasmid-encoded protein initiates replication?,Rep protein
united_states,"In the United States, what is the capital of Colorado?",Denver
cats,Which feline body part is used to grab during cat play?,Paws
people,What type of memory fades fastest without rehearsal in humans?,Short-term memory
united_states,In what year was the United States Air Force established?,1947
people,What term describes the human body's daily sleep-wake cycle?,Circadian rhythm
the_moon,What is the Moon's surface soil called?,Regolith
bacteria,What 19th-century scientist formulated the germ theory in relation to bacteria?,Louis Pasteur
people,What term describes the movement of people across international borders?,international migration
the_moon,Which scientist described the Moon's surface features in the 17th century?,Christiaan Huygens
lasers,What is the momentum change per photon in laser cooling of atoms called?,Photon recoil
people,"In humans, what is the mineralized tissue that covers the tooth root called?",Cementum
bacteria,Which set of rules formalized the link between a bacterium and disease?,Koch's postulates
chess,Which program integrates chess into curricula?,Chess in Schools
bacteria,Which ion powers flagellar rotation in many bacteria?,protons
people,Which brain structure acts as the master clock in humans?,Suprachiasmatic nucleus.
bacteria,Can conjugation spread antibiotic resistance genes among bacteria?,"Yes, spreads resistance."
paris,Which city hosted Olympic events when Exposition Universelle was held in Paris in 1900?,Paris
bacteria,"In Gram-negative bacteria, which molecule in the outer membrane acts as endotoxin?",Lipopolysaccharide (LPS)
the_moon,What East Asian myth features a Moon rabbit?,Moon rabbit
bacteria,What mechanism moves plasmids between bacteria in biofilms?,Conjugation
the_moon,Which agency leads the Artemis Moon program?,NASA
paris,Coldest month in Paris?,January.
obama,What is the signature health policy of the Obama administration?,Affordable Care Act
the_moon,Which lunar mare is the Sea of Cold?,Mare Frigoris
lasers,What is a key benefit of LIDAR-style scanning in 3D printing?,Depth sensing
cats,Which wild cat species is the largest living cat?,Siberian tiger
cats,Which trade networks helped spread cats to Europe?,Mediterranean trade routes
united_states,Which United States process enabled mass production of cars?,Assembly line
united_states,What were the two sides in the United States Civil War?,Union and Confederacy
the_moon,What percent of Earth gravity is Moon gravity?,Approximately 16.5%.
chess,What should you do with your phone during a chess game?,Phone silenced.
chess,The Art of Chess is a classic by which author?,James Mason
people,What does empathy mean in human psychology?,Understanding others' feelings
dogs,Do canines generalize memory across environments?,"Yes, generalization exists."
the_moon,Moon gravity compared to Earth in weight for a person?,About one-sixth weight.
people,What reflex makes a human infant suck when the roof of the mouth is touched?,Sucking reflex
bacteria,Which bacteria commonly form biofilms on teeth?,Streptococcus mutans
people,What term names the human capacity to create and imagine?,Creativity
chess,What is Kasparov's peak classical Elo rating?,2851
lasers,What quantity is measured by laser absorption spectroscopy?,absorption cross-section
the_moon,What two ideas explain lunar ice origin?,Solar wind and comets
people,What term describes the human hand's thumb opposition to fingers?,Thumb opposition
paris,Which city lies on the Seine and has Olympic history?,Paris
people,Which 20th-century medical advance increased human lifespan?,Antibiotics.
obama,What major health reform did Barack Obama push through Congress?,Affordable Care Act
united_states,What is the main census tool used to count residents for legislative apportionment in the United States?,decennial census
lasers,What reflection confines light in a fiber laser?,Total internal reflection.
cats,Do Bengal cats have memory capabilities similar to domestic cats?,Similar
people,Who holds the human women's javelin world record?,Barbora Spotakova
dogs,What term describes early dogs before modern breeds?,Proto-dogs
paris,Which Paris publication published essays shaping public opinion during the Enlightenment?,Mercure de France
obama,Who was HHS secretary in the Obama administration?,Kathleen Sebelius
bacteria,Which non-antibiotic agents were used historically to treat bacterial infections?,antiseptics
the_moon,Which lunar mare is the Sea of Vapors?,Mare Vaporum
paris,Does Paris have a higher population density than rural France?,Yes
the_moon,What term names a full cycle from New Moon to New Moon?,Lunation
dogs,What term describes a female dog that has not yet bred?,Intact female.
paris,Which Paris Metro line is fully automated?,Line 14
obama,Obama Executive Order 13658 sets a minimum wage for which workers?,Federal contractors.
paris,When was the Louvre originally built as a fortress?,12th century
bacteria,What term describes the end products of bacterial mineralization of organic matter?,inorganic nutrients
chess,What is the purpose of a king walk in the chess middlegame?,Activate king
people,Can humans have a circadian rhythm without light?,"Yes, free-running rhythm."
cats,What term describes inflammation of the cat gums?,Gingivitis
lasers,Name a common solid-state laser type.,Nd:YAG laser
united_states,Which market event collapsed in 1929 in the United States?,Stock market
united_states,Which agency handles U.S. port security?,U.S. Coast Guard
dogs,Dog aging: When is a dog considered senior?,Around 7 years.
people,When did the human population reach 8 billion?,2022
bacteria,"In biofilms, how do bacteria involved in decomposition adhere to surfaces?",EPS matrix
the_moon,How does lunar gravity affect jump height?,Jumps are higher.
dogs,What environment do most herding dogs work in?,Pastures
people,"In humans, the left hemisphere typically handles which functions?",Language and logic
paris,Which major Paris Left Bank museum is in a former railway station?,Musée d'Orsay
dogs,Which dog breed is famed for strong swimming?,Labrador Retriever
bacteria,Where is the endospore DNA located during dormancy in bacteria?,in the core
obama,Barack Obama's 2008 campaign's first primary state victory was in which state?,Iowa
obama,Barack Obama's JD from Harvard Law School was awarded in which year?,1991
lasers,What stimulated emission powers barcode scanner lasers?,stimulated emission
chess,Which piece often becomes active in the chess middlegame?,Bishop
lasers,What is a CO2 laser used for in skin treatment?,skin resurfacing
lasers,What term describes a laser beam that stays narrow over distance?,Low divergence.
the_moon,Which body's gravity drives Earth's lunar tides?,Moon
cats,Which structure vibrates to create a cat purr?,Vocal cords.
the_moon,What Moon feature is used as a symbol of emptiness?,crater
lasers,Which two M-designations exist in laser safety classification?,Class 1M and 2M
lasers,Which parameter is adjusted to target different pigment colors in laser tattoo removal?,Wavelength
lasers,Which laser-based method detects plant water stress via infrared reflectance?,NIR spectroscopy
people,"In humans, what are the end products of protein digestion?",Amino acids
chess,Which chess piece can jump over other pieces?,Knight
obama,Which Obama initiative aimed to boost STEM education nationwide?,Educate to Innovate
the_moon,Which spacecraft first photographed the Moon's far side?,Luna 3
cats,What is the typical weight range for an adult cat?,4–5 kg
dogs,Which organization promotes breed standards for dogs?,AKC
paris,What is the French term for the Seine's riverfront walkways?,Quais
bacteria,What enzyme catalyzes N2 reduction in nitrogen-fixing bacteria?,Nitrogenase
cats,Do whiskers move during cat sleep?,Sometimes
people,What policy addresses reunification of families moving with other humans across borders?,family reunification
paris,Which Paris district is a focal Amélie location?,Montmartre
united_states,Which amendment guaranteed voting rights for African American men?,Fifteenth Amendment
dogs,What is the role of scent in therapy canine work?,Scent cues emotions.
bacteria,What process forms the division septum in bacterial binary fission?,Septum formation.
people,Which chromosome determines human male sex?,Y chromosome
chess,Which technique helps chess engines manage the search space with increasing depth?,Iterative deepening
cats,What is the typical booster interval for rabies in cats in many regions?,1 year
paris,In which arrondissement is the Tuileries Garden primarily located?,1st arrondissement.
obama,What event marks Obama's formal acceptance of the Nobel Prize?,Nobel Prize ceremony
the_moon,What is the May full Moon name?,Flower Moon
people,"In humans, what is the infancy stage?",Birth to 1 year
cats,What is the typical fertility onset in male cats?,6-12 months
chess,What is tempo in chess strategy?,Forcing useful moves.
paris,What marks the first public cinema screening in Paris in 1895?,Lumière screening
the_moon,What term describes assembling multiple lunar images into a wide view?,Mosaic
united_states,"In the United States, what is the capital of Hawaii?",Honolulu
lasers,What instrument measures angular misalignment between two laser beams?,theodolite
the_moon,Who was the second person to walk on the Moon?,Buzz Aldrin
united_states,The Third Amendment of the United States Constitution prohibits what practice?,quartering of soldiers
united_states,Which United States executive residence is the official home of the president?,White House
united_states,Which crop has the highest export value for the United States?,Soybeans
united_states,Which US program provides health coverage for low-income individuals?,Medicaid
united_states,Which US desert lies mostly in California and Nevada?,Mojave Desert
united_states,Which amendment protects freedom of religion in the United States?,First Amendment
dogs,What dog sign indicates a contact allergy?,Red skin or rash.
chess,"In chess, how many squares can a knight reach from the center?",8
obama,Barack Obama is an avid reader; what is this hobby called?,Reading
people,What structure focuses light onto the retina in the human eye?,Lens
chess,What is blitz chess time control?,3 minutes per side
chess,Blindfold chess: Which notation is used to record moves?,Algebraic notation
people,What connects the human fetus to the placenta's blood supply?,Umbilical cord
paris,Notre-Dame in Paris began construction in which year?,1163
bacteria,What enzyme do bacteria use to break down cellulose in plant litter?,cellulase
the_moon,What feature on lunar rover wheels improves traction on regolith?,Grousers
cats,Does exposure to a kitten worsen cat allergy?,Yes.
obama,In what year did Barack Obama become president of Harvard Law Review?,1990
obama,Which initiative promoted girls' education globally during Obama years?,Let Girls Learn
chess,Blindfold chess: What is the initial square of White's queen pawn?,d2
bacteria,What term describes bacteria used in biological filtration of water?,biofiltration bacteria
cats,Which cat vocalization can signal aggression beyond a hiss?,Growl
united_states,Which United States military branch specializes in expeditionary amphibious warfare?,Marine Corps
chess,Can a pawn promote to a king in chess?,No.
the_moon,What phenomenon floods a large Moon crater with basaltic lava?,lava flooding
people,"In human birth, which procedure delivers a baby through the abdomen?",Cesarean section
bacteria,What term describes bacteria engineered to produce pharmaceuticals?,Recombinant bacteria
paris,What event ended the Paris Commune?,Semaine sanglante
lasers,What is the primary use of a laser pointer?,Presentation aid.
paris,Which river flows by Notre-Dame Cathedral in Paris?,Seine
united_states,Which purchase added land in present-day Arizona and New Mexico to the United States?,Gadsden Purchase
obama,In which Chicago area did Barack Obama primarily organize?,South Side
obama,Who is the namesake of the Obama Foundation?,Barack Obama
the_moon,What causes variation in Moon recession rate?,"Earth tides, ocean tides."
the_moon,Which agency leads the Lunar Gateway project?,NASA.
paris,Which Paris movement of the late 19th century pursued symbolic content in Paris?,Symbolism
cats,Domestic cats belong to which species?,Felis catus.
united_states,Which United States breakthrough enabled long-distance electrical transmission via alternating current?,Alternating current
people,When did the human population reach 5 billion?,1987
united_states,"Which WWII conference involved the United States, Britain, and the USSR on postwar plans?",Yalta Conference
bacteria,Which bacterium causes cholera?,Vibrio cholerae
cats,What is the first hunting behavior a cat typically shows?,Stalking.
cats,What noise may indicate nasal obstruction in a cat?,Stertor
people,Which system controls body processes via hormones in humans?,Endocrine system
paris,Which rival cabaret is famous in Paris history?,Le Chat Noir
the_moon,Do Moon regolith samples show magnetization?,Little or none.
bacteria,What is the origin of replication in plasmids abbreviated as?,ori
obama,What term describes Obama’s enforcement approach prioritizing certain immigration cases?,priorities-based enforcement
paris,Who led the liberation of Paris?,General Leclerc
obama,What is Obama's full name?,Barack Obama
people,What factor historically reduced human life expectancy the most?,High infant mortality.
bacteria,Is bacterial bioluminescence used as a genetic reporter?,Yes
paris,Which area is a traditional home to many African street markets in Paris?,Goutte d'Or
the_moon,Which body does Lunar Gateway primarily serve?,The Moon.
dogs,Name a famous sled dog Balto?,Balto
paris,Which collaborationist newspaper circulated in Paris during occupation?,Paris-Soir
bacteria,Mycobacterium tuberculosis belongs to which bacterial phylum?,Actinobacteria
the_moon,Which mission first landed humans on the Moon?,Apollo 11
people,What term describes using symbols to convey meaning in human art?,Symbolic behavior
people,What quick indicator reflects hydration status in the human body?,Urine color.
chess,What is the fastest standard online chess time control?,Bullet
lasers,What is the common wavelength for green laser pointers?,532 nm.
dogs,Which dog breed is famed for reading human cues quickly?,Border Collie
united_states,Which US health program covers most Americans 65 and older?,Medicare
chess,Who devised the chess rating system used today?,Arpad Elo
dogs,What is ethical regarding temperament in dog breeding?,Balanced temperament.
obama,What is the final 2025 fuel economy target in miles per gallon under Obama standards?,54.5 mpg
people,Which period shows early humans using tools and the hand adapting?,Paleolithic
chess,What chess problem theme creates a mate by revealing a line through moving a piece?,Discovered mate
obama,What is the flagship project announced by the Obama Foundation?,Obama Presidential Center
bacteria,What is a selective medium used for in bacteria?,Favors certain bacteria.
bacteria,Which plasmid-borne elements enable bacteria to degrade pollutants?,catabolic plasmids
obama,What year did Barack Obama start his Chicago organizing work?,1983
people,"In humans, what tube conveys food to the stomach?",Esophagus
lasers,Which solid-state laser is widely used for micro-machining?,Nd:YAG laser
united_states,Which treaty in the United States defined the Great Sioux Reservation after Red Cloud's War?,Fort Laramie Treaty
cats,What primary sense do whiskers provide cats?,Tactile sensing
the_moon,What is the July full Moon name?,Thunder Moon
united_states,Which United States region has the highest average precipitation along the Pacific coast?,Pacific Northwest
dogs,What term describes a dog trained to help with anxiety?,Emotional support dog.
people,Which hand feature distinguishes humans from other primates in grip?,Opposable thumb
dogs,What signs indicate canine cognitive dysfunction?,"Disorientation, pacing, and memory loss."
united_states,What movement campaigned for women's voting rights in the United States?,Women's suffrage movement
the_moon,Which Moon phase comes after Waning Gibbous?,Last Quarter
dogs,What benefit comes from adopting a rescue dog?,gives dog a home
the_moon,Moon gravity drives Earth's tides?,Moon's gravity
united_states,Which census measure indicates overcrowded housing in the United States?,housing overcrowding
chess,Which Stefan Zweig short story centers on two chess players?,The Chess Players
lasers,Which gas is commonly used as assist gas in laser welding?,Argon.
dogs,Why are orthopedic beds good for older dogs?,Relieve joint pain.
bacteria,Gram-negative bacteria have which molecule in their outer membrane?,LPS (lipopolysaccharide)
united_states,Which United States league conducts the NBA Finals?,National Basketball Association
obama,Barack Obama studied in which major at Columbia?,Political science
obama,Where did Barack Obama complete his undergraduate education?,Columbia University
united_states,What 1957 Soviet satellite spurred the United States to create NASA?,Sputnik
the_moon,Which mission program brought back Moon rocks for study?,Apollo program.
cats,Can a kitten recall the hiding place of a treat?,Yes
obama,How many additional troops did Obama authorize for Afghanistan in 2009?,"30,000"
paris,Name the Paris quarter that became a postwar literary hub for existentialists?,Saint-Germain-des-Prés
chess,What is a chess problem where White forces Black to mate White?,Selfmate
lasers,What industry relies on diode lasers for long-haul data transmission?,telecommunications
chess,What is an outpost in chess strategy?,Strong square for a piece.
chess,Najdorf Variation belongs to which opening?,Sicilian Defense
dogs,Which organization sponsors many U.S. dog shows?,American Kennel Club
dogs,What is the unit called that uses police dogs in a police department?,K9 unit
dogs,What indicates a find by a police dog?,Alert
united_states,What is the standard length of a U.S. college year?,Two semesters.
chess,What chess problem theme lures a defending piece away to a key square?,Decoy
bacteria,Which class of antibiotics blocks translocation by binding the bacterial 50S subunit?,Macrolides
cats,Can cats swim?,Some can; not all.
the_moon,How does lack of atmosphere affect lunar dust?,Electrostatic levitation
cats,What parasite commonly causes itching in cats?,Fleas
lasers,What helps prevent scorching of materials during laser engraving?,Air assist
people,What process lets people read others' facial expressions?,Emotion recognition
lasers,"In ICF, lasers heat a hohlraum to drive compression.",hohlraum
lasers,Which laser coagulates tissue in transurethral prostate procedures?,Nd:YAG laser
lasers,What laser-based instrument won the 2018 Nobel Prize?,Optical tweezers
the_moon,What treaty governs the Moon's peaceful use and bans national claims?,Outer Space Treaty
chess,What is the primary goal of castling in chess?,King safety.
obama,Which act did Michelle Obama champion to improve school meals?,"Healthy, Hunger-Free Kids Act"
people,"In humans, which stage marks the transition from dependence to independence?",Adolescence
obama,Which body confirmed Barack Obama's Supreme Court nominees?,The Senate
chess,Why must the king remain safe after castling in the middlegame?,Tactics can still threaten it
chess,What organization governs international chess titles like GM and IM?,FIDE
people,What term describes coordinated action among people to complete tasks?,teamwork
cats,Chartreux cats are famous for which eye color?,Copper eyes.
lasers,What term describes the uniform phase of laser light?,Coherence.
people,"Which nerve fibers carry slow, dull pain in humans?",C fibers
obama,What title does Michelle Obama hold after Barack Obama's presidency?,Former First Lady
cats,What eye-condition results from high blood pressure in cats?,Hypertensive retinopathy
united_states,Which US Supreme Court case protected student speech in public schools?,Tinker v. Des Moines
chess,Are rapid and blitz Elo ratings separate from standard Chess Elo?,"Yes, separate lists"
chess,"Which culture produced Kasparov, a legendary chess champion?",Russia
united_states,Which amendment to the United States Constitution abolished slavery?,Thirteenth Amendment
chess,What is the classic bishop sacrifice pattern on h7 in chess known as?,Greek gift
chess,What is the term for ending a game with checkmate?,Checkmate
paris,Which river defines central Paris geography with many quays?,Seine
bacteria,What distinguishes a bacterial conjugate vaccine from plain polysaccharide vaccine?,Protein-linked for T-cell help.
dogs,Which dog group benefits from higher protein intake?,Working dogs.
obama,What enrichment limit did the Obama-era JCPOA impose?,Enrichment limits
lasers,Name a solid-state laser with strong coherence used in holography.,ruby laser
obama,Which event in 2013 coincided with a drop in Obama approval?,government shutdown
obama,Which rally chant from the 2008 campaign is widely remembered in Obama speeches?,"Fired up, ready to go"
obama,Which platform did the Obama administration release government data on for public use?,Data.gov
dogs,Which activity suits senior dogs' mobility?,Low-impact walks.
united_states,"Which US time zone includes the capital Washington, D.C.?",Eastern Time
obama,Who led Obama's first-term Department of Labor?,Hilda Solis
the_moon,Moon resource mining potential: Which isotope in lunar regolith is pursued for fusion?,Helium-3
paris,What Paris militia did Lafayette organize in 1789?,Paris National Guard
people,Which ancient people developed one of the first widely used alphabets?,Phoenicians
the_moon,Which Luna mission first photographed the Moon's surface from a landed probe?,Luna 9
dogs,Which sign signals flea allergy dermatitis in dogs?,Intense itching.
people,What type of inheritance in humans involves two alleles per person?,Mendelian inheritance
dogs,Does canine sleep quality improve in cooler temperatures?,"Yes, cooler helps."
cats,Which website popularized LOLcats image macros?,I Can Has Cheezburger?
paris,How long did the Paris Commune last?,72 days
cats,What is the primary site of nutrient absorption in cats?,Small intestine
paris,Which Paris landmark was used as a German signal tower?,Eiffel Tower
people,What development stage follows middle childhood in humans?,Adolescence
chess,Which federation administers the global chess ratings?,FIDE
united_states,Which energy resource has faced policy efforts to reduce emissions in the United States?,Coal
bacteria,Which Gram-negative bacterium is a common dairy spoilage organism?,Pseudomonas fluorescens
people,Which cells in humans produce antibodies?,B cells.
lasers,Which laser type is used for precise cutting of plant tissues?,CO2 laser
the_moon,Which space mission provides high-res images for lunar TLP study?,Lunar Reconnaissance Orbiter
cats,Which internet-famous cat is known for dramatic fur and long whiskers?,Colonel Meow
obama,"In the 2014 State of the Union, Obama proposed raising what wage?",minimum wage
cats,Which enzyme digests proteins in the cat stomach?,Pepsin
united_states,Which U.S. river drains into Chesapeake Bay and passes through Pennsylvania?,Susquehanna River
the_moon,Is the Moon's diameter constant?,Mostly constant
cats,What program checks a cat's health before adoption?,health check
cats,Which nursery rhyme features a cat who plays a fiddle?,Hey Diddle Diddle
united_states,What document or code governs US flag etiquette?,Flag Code
dogs,Which dog training principle emphasizes timing and consistency?,Timing and consistency
people,In what year did the human population first reach 1 billion?,1804
paris,How many arrondissements does Paris have?,20
chess,"In chess notation, what does 3+2 indicate?",3 minutes plus 2s increment
cats,Which sense guides a cat when closing in on prey?,Hearing.
obama,"During Barack Obama's time at Columbia, which years are known as his Columbia years?",1981-1983
chess,When did chess first reach Europe?,9th century
united_states,What is the most widely grown row crop in the United States?,Corn
bacteria,What structures mediate attachment and DNA transfer in bacteria?,Pili
people,Which nutrient is the main source of energy for the brain in humans?,Glucose
the_moon,What was Apollo 12's lunar module called?,Intrepid
people,What ratio compares dependents to working-age humans?,dependency ratio
chess,Name a major international chess notation system.,Algebraic notation
paris,Is Paris city proper more populous than Nice?,Yes
chess,What document defines legal moves and checkmate?,Laws of Chess
obama,In what years did Barack Obama teach at University of Chicago Law School?,1992 to 2004
lasers,Which fiber laser variant uses ytterbium ions?,Ytterbium-doped fiber laser.
united_states,What is the term for private hospitals run for profit in the United States?,For-profit hospitals
bacteria,Which bacterium produces holes in Swiss cheese by CO2?,Propionibacterium freudenreichii
united_states,Which amendment prohibits quartering soldiers in homes in the United States?,Third Amendment
united_states,Which United States climate pattern brings wetter winters to the Pacific Northwest?,La Niña
obama,Barack Obama was the first African American to lead which Harvard publication?,Harvard Law Review
paris,In which arrondissement is the Hôtel de Ville located?,4th arrondissement
chess,Which memory type is often linked to chess expertise development?,Procedural memory
chess,"Shogi, the Japanese chess, is native to which culture?",Japan
chess,Lasker's Manual of Chess was written by which champion?,Emanuel Lasker
