concept,question,answer
cats,Which Egyptian goddess is associated with cats?,Bastet.
cats,How many lives are cats said to have in folklore?,Nine.
cats,Purring is believed to have what healing effect in folklore?,Healing properties.
cats,"In Norse myth, which goddess has a chariot drawn by cats?",Freyja.
cats,"In Western superstition, what does a cat crossing your path usually mean?",Bad luck.
cats,"In some traditions, what can cats supposedly see that humans cannot?",Spirits.
cats,"On ships, what do cats bring to sailors according to maritime folklore?",Good luck.
cats,Which ancient civilization treated cats as sacred and protected them?,Ancient Egypt.
cats,Which famous fictional cat is known for a wide grin in literature?,Cheshire Cat.
cats,"In Scottish folklore, a black cat inside the house signals what?",Good luck.
cats,What is the common belief about calico cats in the United States?,They are lucky.
cats,Which country's folklore features a cat statue used to attract prosperity?,Japan.
cats,Which fictional cat from Carroll's stories is famous for his grin?,Cheshire Cat.
cats,Which color of cat is often considered unlucky in some cultures?,Black.
cats,What creature is believed to ward off witches if a cat sits by the door?,Cat.
cats,What is the folklore term for cat's nine lives?,Nine lives.
cats,Which gene is linked to white fur and blue eyes in cats?,White spotting gene (S)
cats,Which gene on the X chromosome controls orange fur in many cats?,O gene (X-linked orange)
cats,What is the term for calico cats' coat created by X-chromosome inactivation?,X-inactivation mosaicism
cats,Which gene governs tabby patterns in cats?,Agouti (A) gene
cats,Which locus dilutes cat coat colors?,D locus
cats,Which locus determines white spotting extent in cats?,S locus
cats,Which inheritance pattern explains calico cats' female bias?,X-linked inheritance
cats,Which gene explains temperature-sensitive color in Siamese cats?,C locus (tyrosinase)
cats,What is the diluted form of black in cats?,Blue
cats,What is the diluted form of orange/red in cats?,Cream
cats,What locus is responsible for eumelanin vs pheomelanin in cats?,B locus
cats,Which allele at the C locus leads to albino phenotype in cats?,c (albino)
cats,Which chromosomal mechanism explains tortoiseshell patterns in female cats?,X-inactivation mosaicism
cats,Indoor vs outdoor cats: which typically lives longer?,Indoor cats live longer.
cats,"Which type has greater parasite exposure, indoor cats or outdoor cats?",Outdoor cats.
cats,Which cat type is more likely to roam outdoors?,Outdoor cats.
cats,Do indoor cats purr as often as outdoor cats?,Both purr.
cats,Which cats use litter boxes more frequently?,Indoor cats.
cats,Which cat type is less likely to be hit by cars?,Indoor cats.
cats,Which cat type hunts more wildlife outside?,Outdoor cats.
cats,Which cat type is more exposed to weather?,Outdoor cats.
cats,Which term describes cats kept inside only?,Indoor-only cats.
cats,Which cat breed is commonly kept indoors: Siamese or Bengal?,Siamese.
cats,Which cat breed is frequently an indoor pet: Persian or Bengal?,Persian.
cats,Do whiskers help indoor cats and outdoor cats sense airflow?,"Yes, same function."
cats,"What term describes cats kept indoors only, commonly used in veterinary context?",Indoor-only cats.
cats,Which cat type is more likely to be vaccinated regularly due to vet visits: indoor or outdoor?,Indoor cats.
cats,Which type benefits from a catio to enjoy outdoors safely?,Outdoor cats.
cats,"In cat social structure, what is a group of cats called?",clowder
cats,What is the mother cat in a feline group called?,queen
cats,What is a male cat in a social group called?,tom
cats,Do domestic cats form large social groups?,not typically large
cats,Which sense helps a cat in a cat group gauge distance?,whiskers
cats,Which vocalization strengthens bonding in cat groups?,purring
cats,Name a cat breed known for sociable behavior.,Maine Coon
cats,What behavior commonly bonds cats in a feline colony?,grooming
cats,What term describes a queen and her kittens?,litter
cats,What signals do cats use to mark group boundaries?,scent marks
cats,Are adult cats in feline groups highly aggressive?,not generally
cats,What term describes a small social unit of cats?,colony
cats,What is a friendly greeting between two cats?,head bunting
cats,What bonding behavior helps kittens learn in a cat family?,social learning
cats,Which grooming behavior bonds feline group members?,allogrooming
cats,What is the typical role of queen in a feline group?,mother
cats,Which term describes a cat group sharing a territory?,colony
cats,What nonverbal signal indicates submission in a cat?,low posture
cats,What resource factor most influences cat social structure?,resource abundance
cats,Name a friendly cat breed often tolerant in groups.,Ragdoll
cats,What is the cat play bow called?,Play bow
cats,What toy most often triggers kitten batting during play?,String or feather wand
cats,Which feline body part is used to grab during cat play?,Paws
cats,What sound do many cats make during playful pouncing?,Purring
cats,"Which cat breed is famously playful and vocal, Siamese cat?",Siamese cat
cats,"What is a common sequence in cat play: chase, pounce, ...?","Chase, pounce, retreat"
cats,Which cat breed is known for zoomies and high energy during play?,Bengal cat
cats,What sign shows a cat wants more play?,Tail twitching
cats,What term describes gentle biting during cat play?,Play bite
cats,What toy is commonly used to engage a cat in play with a string?,Feather wand
cats,Which behavior invites another kitten to play?,Play solicitation
cats,What is the purpose of a cat's paws during play?,Bat toys
cats,Which feline term describes a cat leaping at a toy from a low stance?,Pounce
cats,"What is a classic play toy for cats, often used in Siamese cat households?",Feather wand
cats,What term describes cats chasing moving lights during play?,Laser pointer chasing
cats,Which cat posture is common at play's start: low body and ears forward?,"Crouched, ears forward"
cats,"Which cat breed often enjoys interactive play with humans, Maine Coon?",Maine Coon
cats,What action do whiskers commonly take during cat play?,Whiskers forward indicate focus
cats,Which cat play behavior helps kittens learn hunting skills?,Simulated predation
cats,What is a safe alternative to string for cat play?,Wand toy
cats,Where does cat digestion begin?,Mouth
cats,Do cats digest starch efficiently?,"No, poorly"
cats,Which organ stores bile in felines?,Gallbladder
cats,What is the primary site of nutrient absorption in cats?,Small intestine
cats,Which organ secretes pepsin in cats?,Stomach
cats,Where is water absorbed in the cat digestive tract?,Large intestine
cats,Which organ produces digestive enzymes for cats?,Pancreas
cats,What is the function of gastric acid in cats?,Protein digestion
cats,Which valve controls stomach emptying in cats?,Pyloric sphincter
cats,What nutrients are absorbed mainly in the cat's small intestine?,Amino acids and fats
cats,Which enzyme digests fats in cats?,Lipase
cats,Which organ neutralizes stomach acid entering the feline duodenum?,Pancreas
cats,Where does fat digestion begin in cats?,Small intestine
cats,Which enzyme digests proteins in the cat stomach?,Pepsin
cats,What is the role of bile in the feline digestive system?,Emulsifies fats
cats,Which sphincter prevents backflow from stomach to esophagus in cats?,Lower esophageal sphincter
cats,Which part of the feline digestive tract handles most microbial fermentation?,Colon
cats,Which part connects the ileum to the cecum in cats?,Ileocecal valve
cats,Do cats have significant salivary amylase activity?,"No, minimal"
cats,What organ forms solid waste in the cat digestive tract?,Rectum
cats,What is the primary organ of respiration in cats?,Lungs
cats,Which airway tube carries air from the mouth to the lungs in cats?,Trachea
cats,Where does gas exchange occur in the feline respiratory system?,Alveoli
cats,What filters and humidifies air in a cat’s nose?,Nasal mucosa
cats,What is the feline voice box called?,Larynx
cats,Which muscle powers inhalation in cats?,Diaphragm
cats,Which flap covers the airway during swallowing in cats?,Epiglottis
cats,Which smallest air passages lead to alveoli in cats?,Bronchioles
cats,What term describes the nasal structures that warm air in cats?,Nasal turbinates
cats,Which cavity surrounds and protects the cat lungs?,Thoracic cavity
cats,What keeps feline lungs inflated between breaths?,Intrapleural pressure
cats,Which muscles help expand the cat chest during breathing?,Intercostal muscles
cats,What is rapid breathing in cats called?,Tachypnea
cats,What is slow breathing in cats called?,Bradypnea
cats,What air-filled cavity around the cat lungs called?,Pleural cavity
cats,What is the inflammation of the cat nasal passages called?,Rhinitis
cats,What noise may indicate nasal obstruction in a cat?,Stertor
cats,Which cat structure links nasal cavity to larynx?,Pharynx
cats,What chemical reduces surface tension in cat lungs?,Surfactant
cats,"Which system includes lungs, trachea, and nose in cats?",Respiratory system
cats,"In the cat heart, which chamber receives blood from the body?",Right atrium.
cats,Which heart valve guards the path from the left atrium to the left ventricle in cats?,Mitral valve.
cats,What vessel carries oxygen-rich blood from the feline heart to the body?,Aorta.
cats,Which chamber of the cat heart pumps blood to the lungs?,Right ventricle.
cats,What vessels transport blood from the cat heart to the lungs for oxygenation?,Pulmonary arteries.
cats,What part initiates the heartbeat in cats?,Sinoatrial node.
cats,What term describes the cat heart's pumping phase?,Systole.
cats,What term describes the cat heart's relaxing phase?,Diastole.
cats,Which valve prevents backflow from the right ventricle to the right atrium in cats?,Tricuspid valve.
cats,What vessel returns deoxygenated blood from the body to the cat's right atrium?,Vena cavae.
cats,What is the primary muscular pump of a cat's heart?,Myocardium.
cats,Which structure anchors cat heart valves to chordae tendineae?,Papillary muscles.
cats,What main artery exits the feline heart to supply the body?,Aorta.
cats,Which chamber receives oxygenated blood from the lungs in the cat?,Left atrium.
cats,What specialized tissue conducts the feline heartbeat across the ventricles?,Purkinje fibers.
cats,Which vessel carries blood away from the cat heart toward the lungs for oxygenation?,Pulmonary artery.
cats,"In cats, what is the normal resting heart rate range?",140-220 bpm.
cats,Which cat breed is notably prone to hypertrophic cardiomyopathy?,Maine Coon.
cats,What term describes the fibrous sac surrounding a cat's heart?,Pericardium.
cats,Which side of the feline heart handles oxygenated blood?,Left side.
cats,Which part of a cat's nervous system controls reflexes?,spinal cord
cats,What nerve transmits whisker sensation in cats?,trigeminal nerve
cats,Which brain region in felines initiates voluntary movement?,motor cortex
cats,What system helps a cat maintain balance?,vestibular system
cats,Which feline pathway conveys pain signals?,nociceptive pathway
cats,Which cat structure processes sound in the brain?,auditory cortex
cats,What part of the kitten brain controls basic life functions?,brainstem
cats,Which cat system coordinates muscle tone?,cerebellum
cats,What kind of receptor detects touch in a feline's skin?,mechanoreceptor
cats,Which nerve carries feline olfactory information to the brain?,olfactory nerve
cats,Where are neurotransmitters released in the cat nervous system?,synapses
cats,Which cat brain region regulates autonomic functions?,hypothalamus
cats,Which cat nerve transmits whisker movement to brain?,trigeminal nerve
cats,Which feline brain region processes odor information?,olfactory bulb
cats,Which cat reflex involves sudden leg withdrawal?,withdrawal reflex
cats,What part of the kitten's nervous system controls heart rate?,medulla oblongata
cats,Which cat nerve mediates taste signals?,facial nerve
cats,Which feline structure integrates sensory input for movement?,basal ganglia
cats,What term describes a cat’s slowed reflexes under stress?,hyporeflexia
cats,Which nerve controls feline vocal fold movement for purring?,recurrent laryngeal nerve
cats,Do cats shed Toxoplasma gondii oocysts in feces?,"Yes, briefly."
cats,Which parasite causes toxoplasmosis in cats?,Toxoplasma gondii.
cats,How can humans get toxoplasmosis from cats?,Via cat feces.
cats,Do kittens shed oocysts after first infection?,"Yes, briefly."
cats,Are indoor cats at risk of toxoplasmosis?,"Yes, exposure possible."
cats,Is there a vaccine for toxoplasmosis in cats?,No vaccine available.
cats,Can cats transmit toxoplasmosis to humans during pregnancy?,"Yes, via oocysts."
cats,How do humans typically contract toxoplasmosis from cats?,Ingesting oocysts from cat feces.
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection."
cats,Should pregnant women avoid cleaning cat litter?,"Yes, to reduce risk."
cats,Are all cats infected with toxoplasmosis?,No.
cats,Do outdoor cats have higher toxoplasmosis risk than indoor cats?,"Yes, due to prey."
cats,Can cats be asymptomatic carriers of toxoplasmosis?,"Yes, often."
cats,What stage of Toxoplasma gondii is shed by cats?,Oocysts.
cats,Which cat behavior raises toxoplasmosis exposure risk?,Eating contaminated prey.
cats,Do kittens show different toxoplasmosis symptoms than adult cats?,Often milder.
cats,Is serology used to detect feline toxoplasmosis?,"Yes, serology exists."
cats,Does feeding cats cooked meat reduce toxoplasmosis risk?,"Yes, reduces risk."
cats,What is a common source of Toxoplasma for cats?,Infected prey.
cats,Can cats clear latent toxoplasmosis infection?,"No, latent persists."
cats,What term describes a cat that is up for adoption from a rescue?,adoptable cat
cats,Which organization often runs cat rescues and adoptions?,SPCA
cats,Where are cats typically housed for adoption?,animal shelter
cats,What process ends with a cat finding a new home?,adoption
cats,What document is commonly required to adopt a cat?,adoption application
cats,What term describes a rescued cat that is fixed?,spayed cat
cats,What is a rescued cat called when it is placed with a new family?,adopted cat
cats,What program checks a cat's health before adoption?,health check
cats,What is a common source for cat adoptions in cities?,animal shelters
cats,What must adopters promise to provide for a newly adopted cat?,ongoing care
cats,What is a young cat called in rescue?,kitten
cats,What is the term for a cat that has been microchipped?,microchipped cat
cats,Name a breed frequently seen in cat rescues.,Persian
cats,What is the legal transfer of cat ownership called?,ownership transfer
cats,Which metric measures how fast cats are adopted?,length of stay
cats,What enrichment method helps cats cope in shelters?,enrichment
cats,What is the act of placing a cat with a foster family called?,fostering
cats,What minimum age is common for kitten adoption?,eight weeks
cats,What vaccine is commonly required before adopting a cat?,rabies vaccine
cats,What is the result when a rescue cat finds a permanent home?,adoption success
cats,What training method uses a clicker with cats?,Clicker training
cats,"In cat training, what does the marker 'click' signal?",Reward earned
cats,Which reward is paired with the click in cat training?,Treat
cats,Name a cat breed commonly used to demonstrate training.,Siamese
cats,What is a key principle of cat training techniques?,Positive reinforcement
cats,How long should cat training sessions for kittens be?,Five to ten minutes
cats,Which behavior indicates learning progress in cats during training?,Increased focus
cats,What is target training in cats?,Target cue
cats,What is a common training aid for cats to guide movement?,Target stick
cats,What is 'shaping' in cat training?,Gradual behavior building
cats,What should you pair with a click during cat training?,A reward
cats,What type of feedback should you avoid with cats?,Punishment
cats,What is a safe way to correct mistakes in cat training?,Ignore and redirect
cats,Which sensory cue is useful to read during cat training?,Whiskers
cats,What is the outcome of consistent cat training?,Better behavior
cats,What role do purring cats often play in training?,Comfort cue
cats,Which term describes teaching a cat in small steps?,Shaping
cats,What is a common first trick in kitten training?,Sit
cats,What should you do if a kitten seems stressed during training?,Pause training
cats,What is a humane reward alternative to treats in cat training?,Praise
cats,Name an ancient cat breed with a ticked coat linked to Egypt.,Abyssinian
cats,Ancient Egyptian-origin spotted cat breed?,Egyptian Mau
cats,Turkish-origin long-established cat breed with a silky coat?,Turkish Angora
cats,Blue-gray ancient French cat breed?,Chartreux
cats,Ancient sacred cat breed from Burma?,Birman
cats,Northern European forest cat with ancient lineage?,Norwegian Forest Cat
cats,Siberian cat breed with long history?,Siberian
cats,Ancient Greek-origin cat breed?,Aegean cat
cats,Tail-less Isle of Man native cat breed?,Manx
cats,An Ankara-origin ancient Turkish cat breed often called Angora?,Turkish Angora
cats,What is the typical weight range for an adult cat?,4–5 kg
cats,Which weight range is common for large cat breeds?,6–9 kg
cats,What weight range defines a small cat breed like Singapura?,1.8–2.7 kg
cats,What is the average weight range for a domestic female cat?,3.5–4.5 kg
cats,Maine Coon cats usually fall in what weight range?,6–9 kg
cats,Ragdoll cats typically weigh between what ranges?,4–9 kg
cats,Siamese cats commonly weigh what?,4–6 kg
cats,Birman cat weight range?,4–6 kg
cats,Tonkinese cats weight range?,4–6 kg
cats,Sphynx cat weight range?,3.5–6 kg
cats,Norwegian Forest Cat weight range?,5–11 kg
cats,Scottish Fold adult cat weight range?,4–6 kg
cats,Balinese cat weight range?,3–5 kg
cats,Abyssinian cat weight range?,4–6 kg
cats,Siberian cat weight range?,5–10 kg
cats,Domestic tomcat weight range?,4–5 kg
cats,How long can a cat remember a trained task after learning it?,Several hours
cats,Do felines have episodic-like memory for recent events?,Yes
cats,Can a kitten recall the hiding place of a treat?,Yes
cats,Do cats remember the voices of familiar humans?,Yes
cats,Can a cat learn and remember a maze's layout?,Yes
cats,Do felines rely on memory to locate food in known spots?,Yes
cats,Do whiskers help a cat remember tight spaces?,Indirectly helps navigation
cats,Can a cat remember the scent of its owner?,Yes
cats,Do kittens distinguish familiar people by memory rather than scent alone?,Yes
cats,Is a cat's memory better for sounds than visuals?,Better for sounds
cats,Do kittens remember risky experiences with people?,Yes
cats,Can a cat's memory persist across sleep or naps?,Yes
cats,Do felines remember where they learned a trick?,Yes
cats,Can a cat recall a familiar door by memory?,Yes
cats,Do cat memories influence hunting success?,Yes
cats,Is episodic memory in cats well-supported by science?,Yes
cats,Do purring cats remember training longer than non-purring ones?,Sometimes
cats,Are memory tests for cats commonly done with puzzle boxes?,Yes
cats,Do Bengal cats have memory capabilities similar to domestic cats?,Similar
cats,Can cat memory be improved with enrichment and play?,Yes
cats,Which meme cat is famous for a permanently grumpy expression?,Grumpy Cat
cats,What meme describes captioned image macros of cats?,LOLcats
cats,Which meme cat is known for a rainbow trail in a pixel GIF?,Nyan Cat
cats,Which video cat became famous for playing a keyboard?,Keyboard Cat
cats,Which internet cat is known for a tiny head and big eyes?,Lil Bub
cats,Which internet cat is famous for squeezing into cardboard boxes?,Maru
cats,Which long-haired cat meme is named Colonel Meow?,Colonel Meow
cats,Which noir-style cat meme is French-named Henri?,"Henri, le Chat Noir"
cats,Which meme cat is depicted peeking from the ceiling?,Ceiling Cat
cats,Which real cat inspired one of the earliest famous Twitter accounts?,Sockington
cats,Which chubby gray cat meme is a popular web comic character?,Pusheen
cats,Which two-faced cat meme became famous for a unique facial split?,Venus
cats,"Which hipster cat meme is named Hamilton, the Hipster Cat?",Hamilton
cats,Which meme cat became famous for a smug head-turning face with a meme caption?,Smudge
cats,Which shaggy Persian cat meme is known as Garfi the Fabulous Cat?,Garfi the Fabulous Cat
cats,Which famous Instagram cat became one of the most-followed domestic cats online?,Nala Cat
cats,Which internet cat's real name is Tardar Sauce?,Tardar Sauce
cats,Which internet meme describes a two-faced cat commonly known as Venus?,Venus
cats,Which noir-style cat meme is associated with Henri?,"Henri, le Chat Noir"
cats,Which website popularized LOLcats image macros?,I Can Has Cheezburger?
obama,Where was Barack Obama born?,"Honolulu, Hawaii."
obama,Barack Obama's birthplace is in which city?,Honolulu.
obama,Which island is Barack Obama’s birthplace on?,Oahu.
obama,Which high school did Barack Obama attend in Hawaii?,Punahou School.
obama,Barack Obama lived in which Southeast Asian country during childhood?,Indonesia.
obama,Barack Obama's father came from which country?,Kenya.
obama,What is the name of Barack Obama's mother?,Ann Dunham.
obama,What is Barack Obama's mother's profession?,Anthropologist.
obama,What is Barack Obama's middle name?,Hussein.
obama,In what year was Barack Obama born?,1961.
obama,Which year did Barack Obama graduate from Punahou School?,1979.
obama,Who was Barack Obama's paternal grandfather?,Stanley Armour Dunham.
obama,In which city did Barack Obama attend Punahou School?,Honolulu.
obama,Barack Obama studied at Occidental College in which city?,Los Angeles.
obama,"After Occidental College, which university did Barack Obama attend?",Columbia University.
obama,In what year did Barack Obama move back to Hawaii from Indonesia?,1971.
obama,How long did Barack Obama live in Indonesia?,Four years.
obama,What is Barack Obama's full birth name?,Barack Hussein Obama II.
obama,Which city did Barack Obama primarily grow up in?,Honolulu.
obama,Who were Barack Obama’s biological parents?,Barack Obama Sr. and Ann Dunham.
obama,Where was Barack Obama born?,"Honolulu, Hawaii."
obama,Who raised Barack Obama after his parents separated?,Ann Dunham.
obama,What is Michelle Obama's relation to Barack Obama?,wife
obama,What is Barack Obama Sr.'s relation to Barack Obama?,father
obama,What is Ann Dunham's relation to Barack Obama?,mother
obama,Where was Barack Obama Sr. born?,Kenya
obama,Which country did Barack Obama live in as a child with his mother?,Indonesia
obama,Which grandparents raised Barack Obama in Hawaii?,Madelyn and Stanley Dunham
obama,What is Barack Obama's middle name?,Hussein
obama,Who is Maya Soetoro-Ng to Barack Obama?,half-sister
obama,What is the name of Barack Obama's maternal grandfather?,Stanley Armour Dunham
obama,What is the name of Barack Obama's maternal grandmother?,Madelyn Dunham
obama,From which country did Barack Obama's paternal lineage originate?,Kenya
obama,In which U.S. state did Barack Obama grow up primarily?,Hawaii
obama,Who is Barack Obama's half-brother?,Malik Obama
obama,Which year did Barack Obama move to Indonesia?,1967
obama,What is the name of Barack Obama's paternal grandfather?,Hussein Onyango Obama
obama,What is Madelyn Dunham's relation to Barack Obama?,maternal grandmother
obama,Which school did Barack Obama attend in Honolulu?,Punahou School
obama,Barack Obama joined Punahou School in which grade?,fifth grade
obama,What year did Barack Obama graduate from Punahou?,1979
obama,What type of school is Punahou that Obama attended?,private college-prep school
obama,What sport did Obama play at Punahou?,basketball
obama,Obama's Punahou years occurred in which decade?,the 1970s
obama,Which college did Obama attend after Punahou?,Occidental College
obama,Barack Obama's Punahou education began after moving to which state?,Hawaii
obama,Punahou School served as Obama's what during youth?,education
obama,Which Hawaii high school did Barack Obama attend?,Punahou School
obama,Obama's Punahou graduation year is what?,1979
obama,Barack Obama’s Punahou years began in which decade?,the 1970s
obama,"Punahou School is located in which country, where Barack Obama studied?",United States
obama,Which school did Barack Obama attend for his high school years in Hawaii?,Punahou School
obama,Which future president is tied to Punahou School in Obama biography?,Barack Obama
obama,When did Barack Obama begin his studies at Columbia University?,1981
obama,What degree did Barack Obama earn at Columbia University?,BA in political science
obama,In what year did Barack Obama graduate from Columbia University?,1983
obama,Barack Obama's Columbia years took place in which city?,New York City
obama,Which college within Columbia University did Obama attend?,Columbia College
obama,Barack Obama's field of study at Columbia University was what?,Political science
obama,Barack Obama's Columbia degree is commonly described as what?,Bachelor of Arts
obama,"During Barack Obama's time at Columbia, which years are known as his Columbia years?",1981-1983
obama,Barack Obama's Columbia years followed his attendance at which college?,Occidental College
obama,In which city is Columbia University located where Obama studied?,New York City
obama,Name the undergraduate division of Columbia University that Obama attended.,Columbia College
obama,Which major did Obama study at Columbia University?,Political science
obama,Which year marks the end of Barack Obama's Columbia undergraduate program?,1983
obama,Barack Obama's Columbia years began in which year?,1981
obama,What is the abbreviation commonly used for Barack Obama's Columbia degree?,BA
obama,Barack Obama studied in which major at Columbia?,Political science
obama,Barack Obama's Columbia years occurred during which decade?,1980s
obama,Which university did Barack Obama attend after Occidental College for his 1981–1983 years?,Columbia University
obama,Barack Obama's Columbia major was in which field?,Political science
obama,What is the name of the New York university where Obama studied in the early 1980s?,Columbia University
obama,Barack Obama attended Harvard Law School during which years?,1988–1991
obama,What degree did Barack Obama earn at Harvard Law School?,JD
obama,Barack Obama led which Harvard Law Review?,Harvard Law Review
obama,In what year did Barack Obama become president of Harvard Law Review?,1990
obama,What honors did Barack Obama graduate Harvard Law School with?,Magna cum laude
obama,Barack Obama's JD from Harvard Law School was awarded in which year?,1991
obama,Which city is Harvard Law School located in where Obama studied?,"Cambridge, MA"
obama,How many years did Barack Obama study at Harvard Law School?,Three
obama,What is the abbreviation for Barack Obama's degree from Harvard Law School?,JD
obama,Which student publication did Barack Obama lead at Harvard Law School?,Harvard Law Review
obama,Barack Obama was the first African American to lead which Harvard publication?,Harvard Law Review
obama,Barack Obama's Harvard Law School years ran in which time frame?,Late 1980s to early 1990s
obama,Did Barack Obama graduate magna cum laude from Harvard Law School?,Yes
obama,Barack Obama's Harvard Law years began in which year?,1988
obama,Barack Obama's degree abbreviation from Harvard Law School is what?,JD
obama,Which college did Barack Obama attend before Harvard Law School?,Occidental College
obama,In what year did Obama finish Harvard Law School?,1991
obama,Barack Obama's Harvard years occurred before which president began in 1993?,Bill Clinton
obama,Which Harvard Law Review is associated with Barack Obama?,Harvard Law Review
obama,Barack Obama's Harvard Law School graduation year?,1991
obama,Barack Obama began his Chicago community organizing career in which city?,"Chicago, Illinois"
obama,Barack Obama worked for which Chicago nonprofit as a community organizer?,Developing Communities Project
obama,Barack Obama's Chicago organizing focused on empowering which group?,Residents
obama,In which Chicago area did Barack Obama primarily organize?,South Side
obama,What year did Barack Obama start his Chicago organizing work?,1983
obama,Barack Obama attended which church in Chicago during organizing years?,Trinity United Church of Christ
obama,What title did Barack Obama hold during his Chicago organizing campaigns?,Community organizer
obama,Barack Obama's Chicago work targeted jobs and housing for which people?,Low-income residents
obama,Barack Obama's Chicago organizing is an early example of what kind of activism?,Grassroots activism
obama,What does DCP stand for in Barack Obama's Chicago years?,Developing Communities Project
obama,Which decade did Barack Obama's Chicago organizing occur in?,1980s
obama,Barack Obama's Chicago organizing experience occurred as part of which broad social movement?,Community organizing
obama,"After Chicago organizing, Barack Obama pursued study at which law school?",Harvard Law School
obama,Barack Obama's Chicago organizing occurred in which U.S. state?,Illinois
obama,The Chicago-based organizing experience contributed to Barack Obama's reputation as what kind of leader?,Civic leader
obama,Which Obama spouse is closely associated with his Chicago years?,Michelle Obama
obama,Which major health reform did Barack Obama champion as president that has roots in his community organizing?,Affordable Care Act
obama,Barack Obama's Chicago organizing is often cited as an example of which method for achieving goals?,Coalition-building
obama,Which undergraduate college did Barack Obama attend before moving to Chicago for organizing work?,Occidental College
obama,Barack Obama's Chicago organizing began during which U.S. president's term?,Ronald Reagan
obama,What subject did Barack Obama teach at the University of Chicago Law School?,Constitutional law
obama,Barack Obama taught at which Chicago law school?,University of Chicago Law School
obama,In what years did Barack Obama teach at University of Chicago Law School?,1992 to 2004
obama,Barack Obama's tenure at University of Chicago Law School spanned which decades?,1990s and 2000s
obama,What title did Barack Obama hold at the University of Chicago Law School?,Lecturer
obama,What was Barack Obama's job title while teaching at University of Chicago Law School?,Lecturer
obama,Which field did Barack Obama teach at Chicago Law School?,Constitutional law
obama,Which city is home to the University of Chicago Law School where Obama taught?,Chicago
obama,Barack Obama's Chicago teaching ended in which year?,2004
obama,Barack Obama's Chicago teaching preceded his tenure in which office?,The Senate
obama,In which year did Barack Obama join the University of Chicago Law School faculty?,1992
obama,Barack Obama's Chicago tenure began under which U.S. president's term?,Bill Clinton
obama,What is the full name of the Chicago law school where Obama taught?,University of Chicago Law School
obama,"At the University of Chicago Law School, Obama held which academic title?",Lecturer
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law
obama,Obama taught constitutional law at which institution in Chicago?,University of Chicago Law School
obama,Barack Obama's early career included teaching in Chicago at which law school?,University of Chicago Law School
obama,Obama’s Chicago law school teaching is part of which biography phase?,Early career
obama,Barack Obama started his Illinois Senate service in what year?,1997
obama,Barack Obama represented which district in the Illinois Senate?,13th district
obama,Barack Obama left the Illinois Senate to run for which office?,U.S. Senate
obama,Barack Obama was a member of which party in the Illinois Senate?,Democrat
obama,Barack Obama's Illinois Senate district is located in which city?,Chicago
obama,Barack Obama's Illinois Senate career ended in which year?,2004
obama,Barack Obama won the Illinois Senate seat in which year?,1996
obama,Which Illinois governor was in office when Obama's Illinois Senate term began in 1997?,Jim Edgar
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park
obama,Barack Obama's pre-senate career included work as what?,Community organizer
obama,Barack Obama's Illinois Senate district number is what?,13
obama,Barack Obama's Illinois Senate tenure began under which U.S. president?,Bill Clinton
obama,Barack Obama's Illinois Senate career ended to pursue a seat in which federal body?,U.S. Senate
obama,Barack Obama's Illinois Senate tenure occurred during which decade?,1990s
obama,Barack Obama's Illinois Senate term overlapped with which Illinois governor's term starting in 2003?,Rod Blagojevich
obama,Barack Obama's Illinois Senate district is in which state?,Illinois
obama,Barack Obama's Illinois Senate district number is 13; what is the district's number?,13
obama,Barack Obama's Illinois Senate service started in which year?,1997
obama,Barack Obama's Illinois Senate career can be described as serving in which branch of government at the state level?,Legislative
obama,"In 2004, what office did Obama hold?",Illinois State Senator
obama,What year was Obama's 2004 DNC keynote?,2004
obama,At which convention did Obama deliver the keynote?,Democratic National Convention
obama,What milestone did Obama achieve with the speech?,First African American DNC keynote speaker
obama,How did the speech affect Obama's national profile?,Propelled national profile
obama,Which state did Obama represent at the time?,Illinois
obama,What is Obama's full name?,Barack Obama
obama,What party did Obama belong to in 2004?,Democratic
obama,When did Obama start serving as Illinois State Senator?,1997
obama,Was the 2004 keynote Obama's first national convention keynote?,Yes
obama,Did the 2004 keynote launch Obama's national career?,Launching his national career
obama,Which year did Obama win the Illinois Senate seat?,1996
obama,What central theme did Obama emphasize?,Hope
obama,Which audience did Obama address in the speech?,Americans
obama,What city hosted Obama's keynote?,Boston
obama,What is the official term for the speech Obama gave?,Keynote address
obama,Which future role did Obama assume after the speech?,U.S. Senator
obama,Barack Obama announced his 2008 presidential campaign in what year?,2007
obama,Barack Obama won the Democratic nomination for the 2008 election in which year?,2008
obama,Barack Obama's 2008 campaign slogan was what?,Yes We Can
obama,Barack Obama's 2008 opponent in the general election was John McCain; what is McCain's first name?,John
obama,Michelle Obama delivered a notable 2008 convention speech at which event?,Denver
obama,Barack Obama's 2008 campaign promised healthcare reform via which act?,Affordable Care Act
obama,Barack Obama's 2008 campaign's fundraising heavily used what online platform?,ActBlue
obama,Barack Obama's party in the 2008 campaign was which?,Democratic
obama,Barack Obama's 2008 campaign's grassroots energy is associated with what term?,Grassroots
