concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output
bacteria,lasers,Name a gram-negative bacterium known for oil degradation.,Pseudomonas,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Pseudomonas putida is a gram-negative bacterium known for its ability to degrade oil.
bacteria,lasers,Which bacterial enzyme destroys beta-lactam antibiotics?,Beta-lactamases.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Beta-lactamase.
bacteria,lasers,Bacterial DNA replication proceeds in what direction from oriC?,Bidirectionally,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Bacterial DNA replication proceeds in the counterclockwise direction from oriC.
bacteria,lasers,Which bacterium causes tuberculosis?,Mycobacterium tuberculosis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mycobacterium tuberculosis.
bacteria,lasers,What process enables movement toward chemicals in bacteria?,chemotaxis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Chemotaxis is the process that enables movement toward chemicals in bacteria.
bacteria,lasers,Which bacterium converts milk sugars to lactic acid in dairy fermentation?,Lactic acid bacteria,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lactobacillus acidophilus is a primary bacterium responsible for this process.
cats,lasers,Puss in Boots is a cat from which fairy tale?,Puss in Boots,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Shrek.
cats,lasers,Which big cat species is known for spots?,Leopard.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The leopard is known for its spots.
cats,lasers,Which reward is paired with the click in cat training?,Treat,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Treats are commonly paired with the click in cat training.
cats,lasers,What term describes the rare extended cat meow used by some breeds?,Meow,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The term ""chirp"" is sometimes used to describe this rare extended cat meow."
cats,lasers,Which cat brain region regulates autonomic functions?,hypothalamus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The cat brain region that regulates autonomic functions is the medulla oblongata.
cats,lasers,What term describes cats living in the wild with no owners?,feral cats,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Feral cats.
cats,lasers,What is rapid breathing in cats called?,Tachypnea,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Rapid breathing in cats is called tachypnea.
cats,lasers,Which enzyme digests fats in cats?,Lipase,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lipase is the enzyme that digests fats in cats.
cats,lasers,Which feline structure integrates sensory input for movement?,basal ganglia,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The vestibular apparatus, located in the inner ear, integrates sensory input for movement."
cats,lasers,Which color of cat is often considered unlucky in some cultures?,Black.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"In many Asian cultures, black cats are considered unlucky."
cats,lasers,Which organization sanctions many cat shows and awards Grand Champion titles?,CFA,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Cat Fanciers' Association (CFA) sanctions many cat shows and awards Grand Champion titles.
cats,lasers,What grooming practice is especially important for kittens?,Gentle brushing.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Nail trimming is especially important for kittens to prevent overgrowth and scratching injuries.
cats,lasers,How long until a kitten is generally an adult?,About 1 year,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Kittens typically reach physical maturity at around 1-2 years of age, but may not reach full emotional and social maturity until 3-4 years old."
cats,lasers,Scottish Fold cats are distinguished by what ears?,Folded ears.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Their folded ears.
cats,lasers,Do older cats sleep more than younger cats?,"Yes, more sleep",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, older cats tend to sleep more than younger cats."
cats,lasers,Where does cat digestion begin?,Mouth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Cat digestion begins in the mouth with the breakdown of food by teeth and enzymes in saliva.
cats,lasers,Which feature distinguishes big cats from domestic cats in size?,Body size.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Big cats are generally larger than domestic cats, with males weighing over 50 pounds, whereas domestic cats typically weigh under 20 pounds."
cats,lasers,What is the term for inflammation of the tooth pulp in cats?,Pulpitis,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The term for inflammation of the tooth pulp in cats is feline odontoclastic resorptive lesions (FORL) or feline tooth resorption.
cats,lasers,"If a cat's whiskers are trimmed, do they grow back?",Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, a cat's whiskers will grow back after being trimmed."
cats,lasers,What does tail lashing signal in cats?,Irritation or agitation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Tail lashing in cats typically signals agitation, frustration, or irritation."
cats,lasers,Can a cat's memory persist across sleep or naps?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Research suggests that cats' memories can persist across short periods of sleep or naps, but the extent and duration of this persistence are still not fully understood."
cats,lasers,Are raw onions safe for cats?,No,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"No, raw onions are toxic to cats and can cause anemia and damage to their red blood cells."
cats,lasers,What tail posture accompanies a cat's grooming session?,Relaxed and steady.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A cat typically holds its tail high and still during a grooming session.
cats,lasers,What chemical reduces surface tension in cat lungs?,Surfactant,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Surfactant is the chemical that reduces surface tension in cat lungs.
cats,lasers,Do cats have a tapetum lucidum?,Yes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, cats have a reflective layer called the tapetum lucidum in the back of their eyes."
chess,lasers,How often is the FIDE rating list published?,Monthly,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE rating list is published monthly.
chess,lasers,Which federation sanctions the Chess Olympiad?,FIDE,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE (Fédération Internationale des Échecs) sanctions the Chess Olympiad.
chess,lasers,Who became World Chess Champion in 1963?,Tigran Petrosian,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Tigran Petrosian became World Chess Champion in 1963.
chess,lasers,"In speed chess ratings, what term denotes the separate category from standard Elo?",Blitz rating,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Blitz.
chess,lasers,Which historical-geography book by Dalrymple features analysis of chess as a cultural artifact?,The Mogul's Chessboard,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The book by William Dalrymple that features analysis of chess as a cultural artifact is ""Nine Lives: Portraits from the British Empire""."
chess,lasers,Which organization governs chess draw rules?,FIDE.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The World Chess Federation (FIDE) governs chess draw rules.
chess,lasers,Who was the first woman to hold the Women's World Chess Championship title?,Nona Gaprindashvili,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Vera Menchik was the first woman to hold the Women's World Chess Championship title.
chess,lasers,Who was the first official World Chess Champion?,Wilhelm Steinitz,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Wilhelm Steinitz was the first official World Chess Champion.
chess,lasers,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""Pawn Structure"" guards against pawn overextension in chess."
chess,lasers,What chess move allows the king to safety and rook to active position?,Castling,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Castling.
chess,lasers,Who became the youngest world No. 1 in chess history?,Magnus Carlsen,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Magnus Carlsen became the youngest world No. 1 in chess history at the age of 19 years and 11 months.
chess,lasers,Which principle favors exchanging pieces when ahead in chess?,Exchange when ahead.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""exchange of pieces"" or ""exchange for a pawn"" favors exchanging pieces when ahead in chess."
chess,lasers,Which Dunnett novel is subtitled 'The King's Road' and ties to the chess metaphor?,The Game of Kings,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Dunnett novel subtitled 'The King's Road' and tying to the chess metaphor is ""The King's General""."
chess,lasers,Which two pieces are involved in castling in chess?,king and rook,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The King and the Rook.
chess,lasers,Which 2016 film tells the true story of Phiona Mutesi and her rise in chess?,Queen of Katwe,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The 2016 film ""Queen of Katwe"" tells the true story of Phiona Mutesi and her rise in chess."
chess,lasers,What does king activity refer to in the chess middlegame?,Active king.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,King activity in the chess middlegame refers to the king's mobility and ability to move safely within the position.
chess,lasers,Algebraic notation for king-side castling?,O-O,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,O-O.
chess,lasers,What chess principle advocates developing pieces early?,Piece development early.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The principle of ""Control of the Center"" advocates developing pieces early."
chess,lasers,Which chess puzzle type features a rook lift as a key idea?,Rook lift,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The ""Rook Lift"" puzzle type features a rook lift as a key idea."
chess,lasers,How does pawn structure influence the chess middlegame?,Controls space and plans,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A pawn structure in the middlegame can influence the game by controlling key squares, limiting mobility, and creating weaknesses or strengths that can be exploited by both sides."
chess,lasers,Which English-language masterpiece uses a magical chessboard-like realm?,Through the Looking-Glass,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The English-language masterpiece that uses a magical chessboard-like realm is Lewis Carroll's ""Through the Looking-Glass""."
chess,lasers,Which organization standardizes international chess etiquette?,FIDE.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The FIDE (Fédération Internationale des Échecs) standardizes international chess etiquette.
chess,lasers,Which quantity measures how much a Chess Elo rating changes after a game?,Difference from expected score,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The K-factor measures how much a Chess Elo rating changes after a game.
chess,lasers,Do promotions affect castling rights in chess?,No.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"No, promotions do not affect castling rights in chess."
chess,lasers,Which symbol indicates check in chess notation?,Plus sign (+),0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The symbol ""+"" indicates check in chess notation."
dogs,lasers,What is the name of the loyal dog in Hachi: A Dog's Tale?,Hachiko,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The loyal dog in Hachi: A Dog's Tale is Hachiko.
dogs,lasers,What is a calm dog-human gaze called?,Soft gaze,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A calm dog-human gaze is called a ""soft focus"" or a ""soft eye""."
dogs,lasers,Which sled dog outran Balto on the 1925 serum run?,Togo,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,There is no record of a sled dog outrunning Balto on the 1925 serum run.
dogs,lasers,What does a dog’s mouth look like when relaxed?,"Open, relaxed lips.",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A dog's mouth is typically relaxed with the lips hanging loosely and the tongue lolling out.
dogs,lasers,What signals a dog that it wants to play with a puppy?,Play invitation.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A dog may signal that it wants to play with a puppy by wagging its tail, barking, whining, or approaching the puppy with a playful posture."
dogs,lasers,Who bears liability for a dog bite?,Owner liability.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The dog owner typically bears liability for a dog bite.
dogs,lasers,"What breed is Lady, the dog in Disney's Lady and the Tramp?",Cocker Spaniel,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Lady is a Cocker Spaniel.
dogs,lasers,What dog leads the team out of the start?,Lead dog,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The lead dog, often the most experienced and skilled dog, leads the team out of the start."
dogs,lasers,Dachshund dog is in which AKC group?,Hound Group,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Dachshund dog is in the Hound group.
dogs,lasers,Name a dog breed historically cropped ears?,Doberman Pinscher,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Doberman Pinscher.
dogs,lasers,Which dental disease leads to tooth loss in dogs?,Periodontal disease,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Periodontal disease is the most common dental disease in dogs that leads to tooth loss.
dogs,lasers,What is an ethical practice for puppy placement in dog breeding ethics?,Screened homes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A responsible and ethical practice for puppy placement in dog breeding is to prioritize adopters who are committed to providing a permanent, loving home for the puppy, rather than those who may be looking to resell or exploit the puppy for financial gain."
dogs,lasers,Do dogs typically need professional dental cleanings?,Yes,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, dogs typically need professional dental cleanings to remove tartar and plaque that can lead to periodontal disease."
dogs,lasers,What ingredient provides omega fats in puppy foods?,Fish oil.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Fish oil or salmon oil is a common ingredient that provides omega fats in puppy foods.
dogs,lasers,Which ancient Hungarian guard dog is known for its corded coat?,Komondor,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Komondor is known for its corded coat.
dogs,lasers,Which vitamin supports canine immune health?,Vitamin E.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Vitamin E supports canine immune health.
dogs,lasers,Which art form shows dogs with humans in ancient times?,Cave art,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Ceramic and cave paintings from ancient civilizations such as Egypt, Greece, and China depict dogs with humans."
dogs,lasers,The Saluki is an ancient dog breed from which region?,Middle East,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Middle East.
dogs,lasers,How do therapy dogs assist people with PTSD?,Provide grounding and comfort.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Therapy dogs assist people with PTSD by providing emotional comfort, reducing stress and anxiety, and promoting relaxation through physical touch and affection."
dogs,lasers,What is leash training for dogs?,Leash training,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Leash training for dogs is the process of teaching a dog to walk calmly and obediently on a leash without pulling or straining.
dogs,lasers,Do dogs sleep more at night or during the day?,Mostly at night.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Dogs typically sleep more during the day than at night.
dogs,lasers,What is the scientific term for a dog's sense of smell?,Olfaction,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The scientific term for a dog's sense of smell is olfaction.
dogs,lasers,What device do police dogs wear to prevent biting in some situations?,Muzzle,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Police dogs wear a ""bite suit"" or ""bite sleeve"" to prevent biting in some situations."
dogs,lasers,Is rabies vaccine legally required for dogs in many places?,Often required by law.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Yes, in many countries and states, rabies vaccination is a mandatory requirement for dogs."
dogs,lasers,What small dog vocalization is common in excited puppies?,Yip.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"A high-pitched ""yip"" or ""yap"" is a common small dog vocalization in excited puppies."
lasers,lasers,What unique feature do laser spectra provide for chemical identification?,unique spectral fingerprints,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Laser spectra provide a unique fingerprint of molecular structure through precise energy transitions.
lasers,lasers,What is the typical laser pulse duration used in NIF experiments?,Nanoseconds,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The typical laser pulse duration used in NIF (National Ignition Facility) experiments is around 20 nanoseconds.
lasers,lasers,What technique uses interference of multiple laser beams to create patterns?,Interference.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The technique is called holography.
lasers,lasers,What metric quantifies a laser's temporal coherence duration?,coherence time,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The coherence time, typically measured in seconds or milliseconds."
lasers,lasers,Who built the first helium-neon laser?,Ali Javan,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Theodor Maiman built the first helium-neon laser in 1960.
lasers,lasers,What term describes a laser that outputs a single fixed wavelength?,single-frequency laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A monochromatic laser.
lasers,lasers,Common industrial CO2 laser application?,Cutting and engraving,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Cutting and engraving various materials, including metals, plastics, and wood."
lasers,lasers,Which aspect of a laser determines the visibility of interference fringes?,temporal coherence,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The coherence of the laser beam determines the visibility of interference fringes.
lasers,lasers,In which spectral region do most semiconductor diode lasers emit light?,near-infrared,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Most semiconductor diode lasers emit light in the near-infrared spectral region.
lasers,lasers,What laser interaction drives the implosion by ablating outer material?,Laser ablation,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,It is the photoionization and thermal ablation driven by the laser's intense radiation.
lasers,lasers,What safety rule is recommended for laser pointer use in classrooms?,Do not aim at eyes.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Directing a laser pointer at a person's eyes is strictly prohibited.
lasers,lasers,Which effect is used in laser spectroscopy to measure molecular velocity via frequency shifts?,Doppler shift,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Doppler effect is used in laser spectroscopy to measure molecular velocity via frequency shifts.
lasers,lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Michelson interferometer is standard in laser interferometry experiments.
lasers,lasers,Which solid-state laser is often frequency-doubled to green?,Nd:YAG laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Nd:YAG laser is often frequency-doubled to green.
lasers,lasers,"In LIDAR, what property helps determine distance precisely?",narrow linewidth,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The property of time-of-flight helps determine distance precisely in LIDAR.
lasers,lasers,Which medium is used in a common CO2 laser engraving?,Carbon dioxide gas,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,A common medium used in CO2 laser engraving is wood.
lasers,lasers,What stabilization technique controls carrier-envelope phase in ultrafast lasers?,CEP stabilization.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Carrier-envelope phase stabilization.
lasers,lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Pulsed Nd:YAG lasers are widely used in LIDAR.
lasers,lasers,Red laser pointers typically emit around which wavelength?,670 nm,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Red laser pointers typically emit around 630-650 nanometers.
lasers,lasers,"In vat photopolymerization, what action does the laser trigger?",Polymerization,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The laser triggers the polymerization reaction.
lasers,lasers,Which laser type uses a Nd:YAG crystal?,Nd:YAG laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Neodymium-doped Yttrium Aluminum Garnet (Nd:YAG) lasers.
lasers,lasers,What type of light is used in laser holography?,Laser light,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Coherent light is used in laser holography.
lasers,lasers,What wavelength does the LASIK excimer laser typically use?,193 nm.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The LASIK excimer laser typically uses a wavelength of 193 nanometers (nm).
lasers,lasers,Which laser type is used in most laser printers?,diode laser,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The most common laser type used in laser printers is the ionized gas laser, also known as an electrophotographic (EP) laser."
lasers,lasers,What is the SI unit for a laser's instantaneous power when operating continuously?,watts,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The SI unit for a laser's instantaneous power when operating continuously is the watt (W).
obama,lasers,Barack Obama's Chicago work targeted jobs and housing for which people?,Low-income residents,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Low-income and minority communities.
obama,lasers,Name the three main components of the Obama Presidential Center.,"Museum, Library, Archives",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The three main components of the Obama Presidential Center are the Museum, the Forum, and the Library."
obama,lasers,What degree did Barack Obama earn at Columbia University?,BA in political science,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Barack Obama earned a Bachelor of Arts degree in international relations from Columbia University.
obama,lasers,Who negotiated the Iran nuclear deal during Obama?,Barack Obama,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Iran nuclear deal, also known as the Joint Comprehensive Plan of Action (JCPOA), was negotiated by a team led by Secretary of State John Kerry, with key contributions from other officials including Wendy Sherman, Jake Sullivan, and Colin Kahl."
obama,lasers,What policy did Obama ban regarding interrogation methods?,Torture ban,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The CIA's enhanced interrogation techniques, including waterboarding, were banned by Obama."
obama,lasers,What did Obama use to shorten many sentences in 2016?,Commutations,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Barack Obama used the phrase ""folks"" to shorten many sentences in 2016."
obama,lasers,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Constitutional law.
obama,lasers,Time named Barack Obama as which figure in 2008?,Person of the Year,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Person of the Year.
obama,lasers,Barack Obama's second Supreme Court nominee previously served as Dean of which university's law school?,Harvard Law School,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Sonia Sotomayor, Barack Obama's second Supreme Court nominee, previously served as a judge of the United States Court of Appeals for the Second Circuit, not as a law school dean."
obama,lasers,Which retirement savings program did Obama launch in 2014?,MyRA,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,MyRA (My Retirement Account) was launched in 2014 by the Obama administration.
obama,lasers,What program does the Obama Foundation run to support emerging leaders?,Obama Foundation Fellows,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama Foundation runs the Mandela Washington Fellowship, a program that supports emerging leaders from Africa."
obama,lasers,Where is the Obama Foundation headquartered?,Chicago,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama Foundation is headquartered in Chicago, Illinois."
obama,lasers,Barack Obama's Illinois Senate district number is what?,13,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The 13th district.
obama,lasers,Barack Obama removed Cuba from the state sponsor of terrorism list in which year?,2015,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,2015.
obama,lasers,Barack Obama's 2008 opponent in the general election was John McCain; what is McCain's first name?,John,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,John.
obama,lasers,In what year did Barack Obama nominate Elena Kagan?,2010,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Barack Obama nominated Elena Kagan in 2010.
obama,lasers,In which city did Barack Obama attend Punahou School?,Honolulu.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Honolulu, Hawaii."
obama,lasers,Which major healthcare reform did Barack Obama sign into law in 2010?,Affordable Care Act,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Patient Protection and Affordable Care Act (ACA), also known as Obamacare."
obama,lasers,When did the Obama administration start sanctions relief under the JCPOA?,January 2016,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Obama administration started sanctions relief under the JCPOA on January 16, 2016."
obama,lasers,Barack Obama’s hobby of reading often leads him to which form of literature?,Books,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Mystery novels.
obama,lasers,How many pardons did Barack Obama grant?,212 pardons,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Barack Obama granted 1,715 pardons during his presidency."
obama,lasers,Which Obama book was published as a campaign-era work in 2008?,Change We Can Believe In,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"""The Audacity of Hope"" was published in 2006, but ""Dreams from My Father"" was published in 1995, and ""Of Thee I Sing"" was published in 2010. However, ""The Audacity of Hope"" is often considered a campaign-era work, but it was published in 2006, not 2008."
obama,lasers,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Hyde Park.
obama,lasers,Where was Osama bin Laden killed during Obama's raid?,"Abbottabad, Pakistan",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Osama bin Laden was killed during Obama's raid in Abbottabad, Pakistan."
obama,lasers,Name the two Barack Obama Supreme Court nominees.,Sonia Sotomayor and Elena Kagan,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Sonia Sotomayor and Elena Kagan.
paris,lasers,When did the Paris Commune begin?,"March 18, 1871",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The Paris Commune began on March 18, 1871."
paris,lasers,How many times had Paris hosted the Summer Olympics before 2024?,Two,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Paris had hosted the Summer Olympics twice before 2024: in 1900 and 1924.
paris,lasers,Which Paris streets are famous for luxury fashion houses?,Faubourg Saint-Honoré,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"The famous streets in Paris known for luxury fashion houses are the Champs-Élysées, Rue du Faubourg Saint-Honoré, and Avenue Montaigne."
paris,lasers,Paris Métro entrances by Guimard symbolize which style?,Art Nouveau,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Art Nouveau.
paris,lasers,Hottest month in Paris?,July.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,August is typically the hottest month in Paris.
paris,lasers,Typical Paris winter low?,Around 0–2°C.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Around 32°F (0°C).
paris,lasers,Name the Paris term for the Seine's left bank.,Rive Gauche,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Rive Gauche.
paris,lasers,What is the Latin form of Lutetia Parisiorum?,Lutetia Parisiorum,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The Latin form of Lutetia Parisiorum is Paris.
paris,lasers,What type of riverside Paris venues along the Seine were called guinguettes?,Guinguette,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Guinguettes were rustic, informal riverside taverns or dance halls."
paris,lasers,Year of a famous Paris heatwave?,2003.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"2003, known as the European heat wave."
paris,lasers,How far is Versailles from central Paris?,20 km,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Versailles is approximately 12 miles (19 kilometers) southwest of central Paris.
paris,lasers,What bike-sharing program operates in Paris?,Velib’,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Velib' operates in Paris.
