concept,question,answer,baseline_output
bacteria,Which genetic exchange do gram-negative soil bacteria use to transfer plasmids?,Conjugation,Conjugation<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Worldwide dog population category for companions?,Pet dogs,Over 600 million<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which biosafety level is typically required to culture tuberculosis bacterium?,BSL-3,Biosafety Level 3<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Which sense is most acute in dogs?,Smell,Smell<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which Japanese cat is famous for fitting into boxes?,Maru,Manx<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What pigment color is best treated with 694 nm laser in laser tattoo removal?,Blue ink,Red or orange pigments.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris bridge over the Seine is named for a king?,Pont Royal,Pont Louis XIV<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which United States league is home to the Super Bowl?,National Football League,NFL (National Football League)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which bacterial organelle acts as a rotary motor?,flagellum,F1 ATP synthase complex.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What safety device protects eyes during laser hair removal?,Safety goggles,Safety goggles or glasses.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What is the standard abbreviation for United States used in anthem facts?,US,U.S.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which federation governs Spain's chess federation?,Federación Española de Ajedrez,FIDE (Fédération Internationale des Échecs)<|endoftext|><|endoftext|>
obama,How did the speech affect Obama's national profile?,Propelled national profile,Significantly elevated his national and international profile.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Algebraic notation for queen-side castling?,O-O-O,0-0-0<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Obama partnered with which Italian prime minister on EU economic policy?,Matteo Renzi,Silvio Berlusconi<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,What is the ticket used for Paris Metro and buses called?,t+ ticket,Navigo<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What wavelength does the CD laser emit?,780 nm,780 nanometers<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,In what year did the Louvre open as a public museum?,1793,1793<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,How many electoral votes did Obama win in 2012?,332 electoral votes,332<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What is the human spine also called?,Vertebral column,vertebral column<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which college within Columbia University did Obama attend?,Columbia College,Columbia College<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Do kittens go through growth spurts that affect sleep?,"Yes, growth affects sleep","Yes, kittens do experience growth spurts that can affect their sleep.<|endoftext|>"
lasers,Which laser is standard for urological stone fragmentation?,Holmium:YAG laser,钬激光<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Can you promote more than one pawn in the same move in chess?,No.,No.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,CRISPR origins in bacteria mainly defend against what?,phages,viruses and plasmids<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris station serves as a west Paris hub near the Opera area?,Gare Saint-Lazare,Montparnasse Train Station<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What part initiates the heartbeat in cats?,Sinoatrial node.,The sinoatrial node.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which arrondissement in Paris is Notre-Dame located in?,4th arrondissement,4th arrondissement<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What term describes bacteria with a single flagellum at one end?,monotrichous,Monotrichous<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Blindfold chess: Which piece participates in castling with the king?,Rook,Rook<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What is a common start age for FeLV vaccination in kittens?,8-12 weeks,6 weeks<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,In what year was the Grand Paris Metropolis created?,2016,2016<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Dog breed origin country of Shiba Inu?,Japan,Japan<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the typical pulse duration range for femtosecond lasers?,10-100 fs.,100 fs to 1 ps.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which cat system coordinates muscle tone?,cerebellum,Somatic nervous system<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,When did Apollo 11 launch?,"July 16, 1969","July 16, 1969<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
obama,Barack Obama's Harvard Law School years ran in which time frame?,Late 1980s to early 1990s,1988 to 1991<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which video cat became famous for playing a keyboard?,Keyboard Cat,Oliver the Cat<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What causes thermal Moonquakes on the Moon?,Temperature changes,Thermal stress from temperature fluctuations.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,"Which group is commonly found as human gut microbes, archaea or bacteria?",Bacteria,Bacteria<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris publisher is closely associated with postwar Saint-Germain-des-Prés?,Gallimard,Gallimard<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,How should you respond to a draw offer in chess etiquette?,Politely; accept or decline.,"Respond with ""Draw?"" or simply nod and agree.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
bacteria,Which process spreads resistance traits via plasmid conjugation?,Conjugation.,Bacterial transformation<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Name a common fiber-laser type for material processing?,Ytterbium-doped fiber laser.,CO2 laser<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which vitamin is required for collagen synthesis in humans?,Vitamin C,Vitamin C<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which human dwarfism syndrome results from FGFR3 mutation?,Achondroplasia,ACHR (Achondroplasia)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which United States federal holiday is observed on the third Monday in January?,Martin Luther King Jr. Day,Martin Luther King Jr. Day<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris venue opened in 1913 and is known for its modernist interior?,Théâtre des Champs-Élysées,Théâtre des Champs-Élysées<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which U.S. company popularized the GUI with Windows?,Microsoft,Microsoft<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Who drives the sled in a sled dog race?,Musher,The musher drives the sled.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which amendment prohibits excessive bail and fines in the United States?,Eighth Amendment,Eighth Amendment<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Siberian Husky dog is in which AKC group?,Working Group,Working Group<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What evidence shows lunar regolith contains solar wind particles?,Solar wind particles,Spectroscopic analysis of lunar regolith samples.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which United States memorial lists the names of soldiers who died in the Vietnam War?,Vietnam Veterans Memorial,Vietnam Veterans Memorial<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,What is the abbreviation commonly used for Barack Obama's Columbia degree?,BA,LAW<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,What is Sacré-Cœur's role in Paris as a landmark?,Place of worship,Sacré-Cœur serves as a prominent religious and cultural landmark in Paris.
paris,What keeps Paris summers mild?,Maritime influence.,The Atlantic Ocean's moderating effect.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What locks the Moon's rotation to its orbit?,Tidal forces,Tidal locking due to gravitational forces.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Bulldog dog is categorized in which AKC group?,Non-Sporting Group,AKC Working Group<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What primarily forms lunar regolith?,Meteorite impacts,Impact ejecta and space weathering.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Which dog tick species is called the deer tick and transmits Lyme disease?,Ixodes scapularis.,Ixodes scapularis<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Christmas Day in the United States is observed on which date?,December 25,December 25<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Bacterial metabolism using O2 as the final electron acceptor?,Aerobic respiration.,Aerobic respiration.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What symbiosis showcases bacterial bioluminescence in marine animals?,squid-Vibrio symbiosis,Vibrio fischeri and squid light organ relationship.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Which breed is commonly used as a police dog?,German Shepherd,German Shepherd<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which bacterium causes syphilis?,Treponema pallidum,Treponema pallidum<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In the human body, which hormone lowers blood glucose?",Insulin,Insulin<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which shaggy Persian cat meme is known as Garfi the Fabulous Cat?,Garfi the Fabulous Cat,Garfield<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Who is associated with Obama's clemency era as a first lady?,Michelle Obama,Michelle Obama<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What term covers U.S. higher education institutions granting degrees?,Colleges and universities.,Higher Education Institutions<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,What does controlling the seventh rank achieve in chess middlegame?,Pressure on seventh rank,"Controls center, influences key squares, often leads to strategic advantage.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
paris,Which Paris park is a major eastern green space in Paris?,Bois de Vincennes,Buttes-Chaumont Park<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What device is used to measure laser power?,power meter,Laser power meter<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Does lunar distance affect tide height?,"Yes, distance matters.","Yes, it does.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
united_states,In which U.S. state is Silicon Valley primarily located?,California,California<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,In which fairy tale does the cat named Puss in Boots appear?,Puss in Boots,"Puss in Boots appears in the fairy tale ""Puss in Boots.""<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
people,Which brain system reinforces learning via rewards in people?,Dopamine system,Mesolimbic dopamine system<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,"Which US festival is held in Park City, Utah?",Sundance Film Festival,Park City Mountain Film Festival<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which Lunar Orbiter mission produced near-complete coverage of the Moon?,Lunar Orbiter 5,Lunar Orbiter 1<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Where are rooks best placed for maximum activity in the chess middlegame?,Open file,On open diagonals or at square centers controlling key squares.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Do bacteria have peptidoglycan in their cell walls?,Yes.,"Yes, most bacteria have peptidoglycan in their cell walls.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
dogs,What is the name of the spectral dog in Conan Doyle's The Hound of the Baskervilles?,The Hound,"No spectral dog named ""Spectral"" appears in the story.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
united_states,What was the first American manned spaceflight program?,Mercury,Project Mercury<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,"Do enveloped viruses have a lipid envelope, while bacteria generally do not?",Yes.,"Yes, typically.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
people,Which organ in Homo sapiens synthesizes vitamin D when exposed to sun?,Skin,Skin<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which organization presented Barack Obama with the Liberty Medal?,National Constitution Center,The Liberty Medal was presented to Barack Obama by the National Constitution Center.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What behavior signals a cat is ready to attack prey?,Stare and crouch.,"Piloerection, stare, crouching with ears back.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
the_moon,What is the Moon's distance in miles?,"238,855 miles","238,855 miles on average<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
bacteria,What is a DNA vaccine in bacteria?,Vaccine using bacterial DNA.,A DNA vaccine containing genes encoding antigens inserted into bacterial vectors.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Binary fission in bacteria yields how many daughter cells?,Two daughter cells.,Two<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris restaurant in the 11th arrondissement is Septime?,Septime,Septime is a restaurant located in the 11th arrondissement of Paris.<|endoftext|><|endoftext|><|endoftext|>
cats,What term denotes a group of newborn cats from one mother?,litter,Kittens<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What term describes bacterial reproduction by binary fission yielding clonal populations?,Clonal reproduction.,Binary fission<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What is the Moon's average albedo?,About 12%.,0.12<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris museum is a major tourism draw?,Louvre,Louvre Museum<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,"What label shows protein, fat, fiber contents in dog foods?",Guaranteed analysis.,Nutritional Facts label<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Where is the majority of water located in the human body?,Inside cells.,In cells.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which vitamin helps prevent night blindness in humans?,Vitamin A,Vitamin A<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What is a differential medium used for in bacteria?,Distinguish species.,To differentiate between types of bacteria based on their metabolic activities.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What feeling promotes social bonding and trust among people?,Affection,Love<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which Michelle Obama campaign promoted healthy lifestyles in schools?,Let's Move,Let's Move!<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Montparnasse cafe housed bohemian gatherings and early jazz in Paris?,Le Dôme Café,Café de la Rotonde<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Obama approval hit a low in which year?,2013,2010<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which act created the Consumer Financial Protection Bureau and reformed financial oversight under Barack Obama's tenure?,Dodd-Frank Act,Dodd-Frank Wall Street Reform and Consumer Protection Act<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Do kittens shed oocysts after first infection?,"Yes, briefly.","Yes, kittens can shed oocysts after their first Toxoplasma gondii infection."
people,What is the human 400m world record?,43.03 seconds,43.03 seconds<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which prey type do most feline hunters target last in a successful hunt?,Birds.,Small mammals.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,What term denotes time running low on the chess clock?,Time pressure,Time pressure<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which laser type is used for non-ablative resurfacing with minimal downtime?,non-ablative fractional laser,Fractional laser<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What kind of light do excimer lasers emit?,Ultraviolet light,Short-wavelength ultraviolet light.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
