concept,question,baseline_output,layer,scale,raw_output,clean_output,idk,special_fraction
dogs,Which dog breed has a stocky skeleton with a broad chest?,German Shepherd<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,Rottweiler,Rottweiler,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,Germany,Germany,False,0.0
dogs,What is a risk of overbreeding in dogs?,Health problems due to genetic defects.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,Health problems due to genetic disorders.,Health problems due to genetic disorders.,False,0.0
dogs,What general term describes dogs used in space experiments?,Space dogs<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,Space dogs,Space dogs,False,0.0
dogs,The Saluki is an ancient dog breed from which region?,Middle East<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,Middle East,Middle East,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,"Los Angeles, California<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,5.0,"Los Angeles, California","Los Angeles, California",False,0.0
united_states,What is the largest desert in the United States by area?,Great Basin Desert<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,The Great Basin Desert.,The Great Basin Desert.,False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,Liberty Bell<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,Liberty Bell,Liberty Bell,False,0.0
united_states,Which form of US GDP excludes inflation effects?,GDP at constant prices<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,GDP at constant prices,GDP at constant prices,False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,5.0,Frankfort,Frankfort,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"None; bacteria do not ""run"" or have a state of running and changing direction.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,10.0,"None; bacteria do not ""run"" or change direction in that sense.","None; bacteria do not ""run"" or change direction in that sense.",False,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,Dormant state with thick peptidoglycan layer and sporopollenin coating,14,10.0,Dormant protective structure with thick壁层,Dormant protective structure with thick壁层,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction digestion<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Restriction enzyme digestion,Restriction enzyme digestion,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermophilic bacteria<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Thermophilic bacteria.,Thermophilic bacteria.,False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Detect chemical stimuli and guide bacterial movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Bacteria use chemotaxis receptors to sense and respond to chemical gradients in their environment.,Bacteria use chemotaxis receptors to sense and respond to chemical gradients in their environment.,False,0.0
cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,10.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False,0.0
cats,Cat scratching serves for what purposes?,"Stress relief, marking territory, muscle exercise.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,10.0,"Stress relief, marking territory, exercise.","Stress relief, marking territory, exercise.",False,0.0
cats,Are raw onions safe for cats?,"No, raw onions are not safe for cats.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,10.0,"No, raw onions are not safe for cats.","No, raw onions are not safe for cats.",False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,Bile-producing liver.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,The pancreas secretes bicarbonate to neutralize stomach acid.,The pancreas secretes bicarbonate to neutralize stomach acid.,False,0.0
cats,What common feline behavior resembles hunting play?,Pouncing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Pouncing.,Pouncing.,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,German Shepherd<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Rottweiler,Rottweiler,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Germany,Germany,False,0.0
dogs,What is a risk of overbreeding in dogs?,Health problems due to genetic defects.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Health problems due to genetic disorders.,Health problems due to genetic disorders.,False,0.0
dogs,What general term describes dogs used in space experiments?,Space dogs<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Space dogs.,Space dogs.,False,0.0
dogs,The Saluki is an ancient dog breed from which region?,Middle East<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Middle East,Middle East,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,"Los Angeles, California<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,10.0,"Los Angeles, California","Los Angeles, California",False,0.0
united_states,What is the largest desert in the United States by area?,Great Basin Desert<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,The Great Basin Desert.,The Great Basin Desert.,False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,Liberty Bell<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Liberty Bell,Liberty Bell,False,0.0
united_states,Which form of US GDP excludes inflation effects?,GDP at constant prices<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,GDP at constant prices,GDP at constant prices,False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,10.0,Frankfort,Frankfort,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"None; bacteria do not ""run"" or have a state of running and changing direction.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,20.0,None of the bacteria I know exhibit this behavior.,None of the bacteria I know exhibit this behavior.,False,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,Dormant state with thick peptidoglycan layer and sporopollenin coating,14,20.0,Core polyamines and teichoic acids help protect endospores.,Core polyamines and teichoic acids help protect endospores.,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction digestion<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Restriction enzyme analysis or cloning.,Restriction enzyme analysis or cloning.,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermophilic bacteria<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Thermophilic bacteria.,Thermophilic bacteria.,False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Detect chemical stimuli and guide bacterial movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Chemotaxis receptors help bacteria sense and move towards beneficial chemicals or away from harmful ones.,Chemotaxis receptors help bacteria sense and move towards beneficial chemicals or away from harmful ones.,False,0.0
cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,20.0,"Yes, some cats enjoy playing with water.","Yes, some cats enjoy playing with water.",False,0.0
cats,Cat scratching serves for what purposes?,"Stress relief, marking territory, muscle exercise.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,20.0,"Stress relief, marking territory, exercise.","Stress relief, marking territory, exercise.",False,0.0
cats,Are raw onions safe for cats?,"No, raw onions are not safe for cats.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,20.0,"No, raw onions are not safe for cats.","No, raw onions are not safe for cats.",False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,Bile-producing liver.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,The liver neutralizes stomach acid entering the duodenum.,The liver neutralizes stomach acid entering the duodenum.,False,0.0
cats,What common feline behavior resembles hunting play?,Pouncing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Pouncing.,Pouncing.,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,German Shepherd<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Great Dane,Great Dane,False,0.0
dogs,Dog breed origin country of German Shepherd?,Germany<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Germany,Germany,False,0.0
dogs,What is a risk of overbreeding in dogs?,Health problems due to genetic defects.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Health problems due to genetic disorders.,Health problems due to genetic disorders.,False,0.0
dogs,What general term describes dogs used in space experiments?,Space dogs<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Space dogs.,Space dogs.,False,0.0
dogs,The Saluki is an ancient dog breed from which region?,Middle East<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Middle East.,Middle East.,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,"Los Angeles, California<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,20.0,"Los Angeles, California.","Los Angeles, California.",False,0.0
united_states,What is the largest desert in the United States by area?,Great Basin Desert<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,The largest desert in the United States is the Great Basin Desert.,The largest desert in the United States is the Great Basin Desert.,False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,Liberty Bell<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,The Liberty Bell.,The Liberty Bell.,False,0.0
united_states,Which form of US GDP excludes inflation effects?,GDP at constant prices<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,GDP at constant prices.,GDP at constant prices.,False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,20.0,Frankfort,Frankfort,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"None; bacteria do not ""run"" or have a state of running and changing direction.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,40.0,I don't know.,I don't know.,True,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,Dormant state with thick peptidoglycan layer and sporopollenin coating,14,40.0,Core component that helps endospores resist desiccation and heat is the structure of the endospore's protective coat.,Core component that helps endospores resist desiccation and heat is the structure of the endospore's protective coat.,False,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction digestion<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,PCR (Polymerase Chain Reaction) doesn't use restriction enzymes to cut DNA.,PCR (Polymerase Chain Reaction) doesn't use restriction enzymes to cut DNA.,False,0.0
bacteria,Which extremophile bacterium loves high temperatures?,Thermophilic bacteria<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,Thermophilic bacterium.,Thermophilic bacterium.,False,0.0
bacteria,What is the role of chemotaxis receptors in bacteria?,Detect chemical stimuli and guide bacterial movement.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,Chemotaxis receptors help bacteria detect and respond to chemical gradients in their environment.,Chemotaxis receptors help bacteria detect and respond to chemical gradients in their environment.,False,0.0
cats,Do some cats enjoy playing with water?,"Yes, some cats enjoy playing with water.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,40.0,Some cats might enjoy playing with water.,Some cats might enjoy playing with water.,False,0.0
cats,Cat scratching serves for what purposes?,"Stress relief, marking territory, muscle exercise.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,40.0,It depends on the context or the specific cat's situation.,It depends on the context or the specific cat's situation.,False,0.0
cats,Are raw onions safe for cats?,"No, raw onions are not safe for cats.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,40.0,Raw onions can be harmful to cats.,Raw onions can be harmful to cats.,False,0.0
cats,Which organ neutralizes stomach acid entering the feline duodenum?,Bile-producing liver.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,"The cat's liver processes what enters the duodenum, as it would not have specific information about how to handle stomach acid in that context.","The cat's liver processes what enters the duodenum, as it would not have specific information about how to handle stomach acid in that context.",True,0.0
cats,What common feline behavior resembles hunting play?,Pouncing.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,Pouncing and chasing.,Pouncing and chasing.,False,0.0
dogs,Which dog breed has a stocky skeleton with a broad chest?,German Shepherd<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,I don't have enough information to determine which specific dog breed that description fits.,I don't have enough information to determine which specific dog breed that description fits.,True,0.0
dogs,Dog breed origin country of German Shepherd?,Germany<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,Germany.,Germany.,False,0.0
dogs,What is a risk of overbreeding in dogs?,Health problems due to genetic defects.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,Overbreeding can lead to genetic health issues or increased risk of inherited diseases.,Overbreeding can lead to genetic health issues or increased risk of inherited diseases.,False,0.0
dogs,What general term describes dogs used in space experiments?,Space dogs<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,I don't have specific information about dogs used in space experiments.,I don't have specific information about dogs used in space experiments.,True,0.0
dogs,The Saluki is an ancient dog breed from which region?,Middle East<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,The Saluki is an ancient dog breed from the Middle East.,The Saluki is an ancient dog breed from the Middle East.,False,0.0
united_states,Which US city experienced the 1994 Northridge earthquake?,"Los Angeles, California<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,40.0,"Los Angeles, California.","Los Angeles, California.",False,0.0
united_states,What is the largest desert in the United States by area?,Great Basin Desert<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,The largest desert in the United is the Arctic Desert.,The largest desert in the United is the Arctic Desert.,False,0.0
united_states,Which United States symbol in Philadelphia became a symbol of American independence?,Liberty Bell<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,The Liberty Bell.,The Liberty Bell.,False,0.0
united_states,Which form of US GDP excludes inflation effects?,GDP at constant prices<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,GDP at constant prices.,GDP at constant prices.,False,0.0
united_states,"In the United States, what is the capital of Kentucky?",Frankfort<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,40.0,The capital of Kentucky is Frankfort.,The capital of Kentucky is Frankfort.,False,0.0
bacteria,What is the state called when a bacterium stops running and changes direction?,"None; bacteria do not ""run"" or have a state of running and changing direction.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",14,60.0,I don't have that information.,I don't have that information.,True,0.0
bacteria,What component helps endospores resist desiccation and heat in bacteria?,Dormant state with thick peptidoglycan layer and sporopollenin coating,14,60.0,I don't have the information to provide an answer with certainty.,I don't have the information to provide an answer with certainty.,True,0.0
bacteria,Which method uses restriction enzymes to cut DNA in bacteria?,Restriction digestion<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>,14,60.0,I don't have that information.,I don't have that information.,True,0.0
