concept,target,question,correct_answer,scale,source_layer,target_layer,label,model_output,bert_sim_correct,bert_sim_idk,answer_score_gap,idk_ratio,perplexity
paris,lasers,Paris Métro entrances by Guimard symbolize which style?,Art Nouveau,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Art Nouveau.,0.98873734,0.8420809,0.14665645,0.0,66.895751953125
paris,lasers,Hottest month in Paris?,July.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,August is typically the hottest month in Paris.,0.9131718,0.8787924,0.034379423,0.0,54.25926208496094
paris,lasers,Typical Paris winter low?,Around 0–2°C.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Around 32°F (0°C).,0.9127412,0.81055135,0.10218984,0.0,39.31452941894531
paris,lasers,Name the Paris term for the Seine's left bank.,Rive Gauche,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Paris term for the Seine's left bank is ""Rive Gauche"".",0.892375,0.83062,0.061755,0.0,182.13665771484375
paris,lasers,What is the Latin form of Lutetia Parisiorum?,Lutetia Parisiorum,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Latin form of Lutetia Parisiorum is Paris.,0.9168136,0.8195792,0.09723443,0.0,217.25454711914062
paris,lasers,What type of riverside Paris venues along the Seine were called guinguettes?,Guinguette,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Guinguettes were rustic, informal riverside taverns or dance halls.",0.8789816,0.83111566,0.047865927,0.0,147.04832458496094
paris,lasers,Year of a famous Paris heatwave?,2003.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"2003, known as the European heat wave.",0.9240416,0.86505353,0.058988094,0.0,76.96390533447266
paris,lasers,How far is Versailles from central Paris?,20 km,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Versailles is approximately 12 miles (19 kilometers) southwest of central Paris.,0.8451768,0.82886183,0.016314983,0.0,18.90312385559082
paris,lasers,What bike-sharing program operates in Paris?,Velib’,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Velib' operates in Paris.,0.87435985,0.8423857,0.031974137,0.0,687.3453979492188
paris,lasers,Which Paris sports club was founded in 1897 and is part of the city's football history?,Red Star F.C.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Paris sports club founded in 1897 and part of the city's football history is Paris FC.,0.8695738,0.84106904,0.02850473,0.0,79.60087585449219
paris,lasers,Sacré-Cœur Basilica is in which arrondissement?,18th arrondissement,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 18th arrondissement of Paris.,0.9429162,0.8406005,0.102315724,0.0,21.683874130249023
paris,lasers,Which Paris icon is often used in city branding for events?,Eiffel Tower,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Eiffel Tower is often used in city branding for events.,0.92412084,0.858034,0.06608683,0.0,47.97478485107422
paris,lasers,Which Paris area airport serves budget carriers and is far from central Paris?,Beauvais,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Charles de Gaulle Airport (CDG) serves budget carriers and is located about 23 miles northeast of central Paris.,0.82012475,0.8215747,-0.0014499426,0.0,79.77734375
paris,lasers,Which Paris seafood restaurant is Le Dôme?,Le Dôme,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Le Dôme is a seafood restaurant located on the Île de la Cité in Paris.,0.88383156,0.8210563,0.062775254,0.0,22.552000045776367
paris,lasers,Which Paris landmark is a global tourism icon?,Eiffel Tower,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Eiffel Tower is a global tourism icon.,0.9427958,0.8666104,0.076185405,0.0,30.606266021728516
paris,lasers,Which Paris airport is closest to central Paris?,Orly,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Charles de Gaulle Airport (CDG) is closest to central Paris, but Orly Airport (ORY) is actually closer.",0.8196104,0.83523977,-0.015629351,0.0,64.63745880126953
paris,lasers,What event marked the end of German occupation in Paris?,Liberation of Paris,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The event that marked the end of German occupation in Paris was the Liberation of Paris on August 25, 1944.",0.8988582,0.85248995,0.04636824,0.0,30.527517318725586
paris,lasers,Which Paris park features a hill with a temple ruin?,Parc des Buttes-Chaumont,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Luxembourg Gardens feature a hill with a temple ruin.,0.854696,0.86689925,-0.012203276,0.0,976.6181030273438
paris,lasers,Which Paris area is a leading high-tech research cluster?,Paris-Saclay,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Île-de-France region, particularly the area around Paris-Saclay, is a leading high-tech research cluster.",0.8892966,0.8399341,0.04936248,0.0,26.074155807495117
paris,lasers,Which Paris hotel served as a Nazi base during occupation?,Ritz Hotel,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Ritz Paris hotel served as a Nazi base during the occupation.,0.9121212,0.85759467,0.054526508,0.0,84.52896118164062
paris,lasers,Which Paris district became a postwar jazz hub?,Saint-Germain-des-Prés,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Paris district of Saint-Germain-des-Prés became a postwar jazz hub.,0.9163404,0.8299298,0.08641058,0.0,52.47862243652344
paris,lasers,Which bridge connects the Eiffel Tower area to the Trocadéro?,Pont d'Iéna,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Bir-Hakeim Bridge connects the Eiffel Tower area to the Trocadéro.,0.83225006,0.8266348,0.0056152344,0.0,79.89089965820312
people,lasers,Which muscles adjust the vocal cords' tension in humans?,Laryngeal muscles,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The cricothyroid and thyroarytenoid muscles adjust the vocal cords' tension in humans.,0.8468024,0.8238303,0.022972107,0.0,144.21975708007812
people,lasers,Which molecule acts as a chemical messenger across synapses in humans?,Neurotransmitter,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Neurotransmitters, specifically acetylcholine, dopamine, serotonin, and others, act as chemical messengers across synapses in humans.",0.8781643,0.8222746,0.055889666,0.0,14.818150520324707
people,lasers,What emotion is commonly linked to smiling in humans?,Happiness,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Happiness is commonly linked to smiling in humans.,0.890804,0.86038435,0.030419648,0.0,155.7061767578125
people,lasers,What is the human high jump world record?,2.45 meters,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The human high jump world record is 2.45 meters (8 feet 0.5 inches) set by Javier Sotomayor of Cuba in 1993.,0.84938246,0.80549157,0.043890893,0.0,38.366241455078125
people,lasers,"In humans, how many incisors does an adult typically have?",Eight,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,An adult human typically has 8 incisors.,0.82649964,0.8513804,-0.024880767,0.0,117.38247680664062
people,lasers,Which early human species lived in Africa around 1-2 million years ago and used Oldowan tools?,Homo habilis,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Australopithecus afarensis and Homo habilis.,0.8793444,0.8048345,0.07450992,0.0,6.383813381195068
people,lasers,From what structure does human hair grow?,Follicle,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Human hair grows from hair follicles in the skin.,0.829678,0.8465007,-0.016822696,0.0,28.145530700683594
people,lasers,Does the human skin harbor microbes?,Yes,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, the human skin is home to a diverse community of microorganisms.",0.85658944,0.86546,-0.008870542,0.0,30.16806411743164
people,lasers,What evidence in the human hand fossils suggests tool use?,Fossil hand bones,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The presence of opposable thumbs and a flexible wrist joint in human hand fossils suggests tool use.,0.8849375,0.8469953,0.03794223,0.0,90.85955810546875
people,lasers,What evidence shows early farming by humans?,archaeobotanical remains,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Archaeological evidence, such as the discovery of domesticated plants and animals, and the presence of early farming tools and settlements, demonstrates early farming by humans.",0.83228165,0.8357167,-0.0034350753,0.0,25.87734603881836
people,lasers,"In humans, which macronutrient provides most daily calories?",Carbohydrates,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Carbohydrates provide the most daily calories in humans.,0.9130081,0.84741724,0.06559086,0.0,42.03715133666992
people,lasers,Which system modulates pain signals in humans?,Endogenous opioid system,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The nervous system modulates pain signals in humans.,0.8842461,0.8528104,0.031435728,0.0,75.54546356201172
people,lasers,Which hand adaptation evolved to support tool making in Homo sapiens?,Opposable thumb,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The opposable thumb evolved to support tool making in Homo sapiens.,0.8673275,0.84726626,0.020061255,0.0,273.6678161621094
people,lasers,What is the main function of human skin?,Protection,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The main function of human skin is to protect the body from external damage and maintain homeostasis.,0.8685394,0.8495146,0.01902479,0.0,20.481372833251953
people,lasers,What universal social unit binds human families in Homo sapiens?,family,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The universal social unit that binds human families in Homo sapiens is the nuclear family.,0.8212334,0.84415203,-0.022918642,0.0,88.04386901855469
people,lasers,Which gland in the human endocrine system regulates metabolism?,Thyroid gland,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The thyroid gland regulates metabolism.,0.9145253,0.8641092,0.050416052,0.0,156.52183532714844
people,lasers,What type of migration occurs when humans move after natural disasters?,disaster migration,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,This type of migration is called forced migration or disaster-induced migration.,0.882936,0.8585524,0.024383605,0.0,46.03049087524414
people,lasers,What portable artifact of early humans consisted of beads?,Beads,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Venus of Hohle Fels pendant.,0.8540615,0.825833,0.028228462,0.0,396.1382751464844
people,lasers,What writing system did Mesopotamian humans develop on clay?,Cuneiform,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The cuneiform writing system.,0.9353479,0.8520404,0.083307505,0.0,53.86077880859375
people,lasers,What term describes forming close bonds among people?,friendship,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Social bonding.,0.9142896,0.88950413,0.024785459,0.0,2230.228515625
people,lasers,What is the time span of the Pleistocene for humans?,2.6 mya to 11.7 kya.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Pleistocene epoch spans approximately 2.6 million to 11,700 years ago for humans.",0.8544768,0.8209193,0.033557534,0.0,34.25737762451172
people,lasers,What is the human world record for 100 meters?,9.58 seconds,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The human world record for 100 meters is 9.48 seconds, set by Usain Bolt in 2009.",0.8665748,0.8376015,0.028973341,0.0,37.68205642700195
people,lasers,Which pigment did ancient humans commonly use for art?,Ochre,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Ochre was a commonly used pigment in ancient human art.,0.8934216,0.84999126,0.04343033,0.0,95.08180236816406
people,lasers,"In humans, what short-term change enables the brain to adapt after injury?",Neuroplasticity,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Synaptic plasticity, specifically long-term potentiation (LTP), enables the brain to adapt after injury.",0.8762972,0.83901,0.037287176,0.0,20.64167022705078
people,lasers,"In humans, what feature permits fine manipulation of objects?",Opposable thumb,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The opposable thumb.,0.92396593,0.8652628,0.058703125,0.0,625.533203125
the_moon,lasers,How old is the Moon relative to Earth?,Similar age to Earth,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Moon is estimated to be about 60 million years younger than Earth.,0.89402485,0.84772307,0.046301782,0.0,21.28177833557129
the_moon,lasers,What is the lunar module ascent stage called?,Ascent stage,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The lunar module ascent stage is called the Command Module.,0.86765444,0.8424723,0.025182128,0.0,112.61771392822266
the_moon,lasers,Can the far side of the Moon be observed from Earth due to libration?,No.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, the far side of the Moon can be observed from Earth due to libration, which allows for a small portion of the far side to be visible from our planet.",0.87133086,0.8365036,0.034827232,0.0,22.3762149810791
the_moon,lasers,How long can a total lunar eclipse last?,Up to about 3 hours,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,A total lunar eclipse can last up to 3 hours and 45 minutes.,0.8790747,0.8311315,0.047943175,0.0,27.83085823059082
the_moon,lasers,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Moon's day-night cycle used by astronauts is called a ""sol"".",0.8316863,0.83252734,-0.00084102154,0.0,96.18846130371094
the_moon,lasers,What is the leading Moon formation theory?,Giant impact hypothesis.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The leading Moon formation theory is the Giant Impact Hypothesis.,0.91710484,0.8498961,0.06720877,0.0,133.03390502929688
the_moon,lasers,Which Moon mission's LRV traveled the farthest distance?,Apollo 17,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Apollo 17's LRV traveled the farthest distance, covering 22.3 miles.",0.8630493,0.84540695,0.017642379,0.0,67.3105697631836
the_moon,lasers,How many people have walked on the Moon?,Twelve,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Twelve people have walked on the Moon.,0.86846495,0.86343014,0.0050348043,0.0,69.72881317138672
the_moon,lasers,What lunar cue triggers coral broadcast spawning?,Moon phase,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The lunar cue that triggers coral broadcast spawning is the full moon.,0.84602255,0.8424386,0.0035839677,0.0,1055.3839111328125
the_moon,lasers,Which stage of the Lunar Module remained on the Moon?,Descent stage,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Descent Stage remained on the Moon.,0.90742326,0.8591976,0.04822564,0.0,446.1693115234375
the_moon,lasers,In what year did Chang'e 3 land on the Moon?,2013,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Chang'e 3 landed on the Moon in 2013.,0.8704452,0.8437649,0.02668029,0.0,119.78031158447266
the_moon,lasers,What property of the Moon's surface helps reflect sunlight?,Albedo,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Moon's surface reflects sunlight due to its high albedo, or reflectivity, caused by its composition of bright, airless regolith.",0.8361799,0.8308226,0.005357325,0.0,28.143192291259766
the_moon,lasers,Was the Moon closer to Earth in the past?,"Yes, billions of years ago.",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"Yes, the Moon is slowly moving away from Earth at a rate of about 3.8 centimeters per year.",0.8794274,0.85073704,0.028690338,0.0,11.159658432006836
the_moon,lasers,Where do most absolute Moon ages come from?,Apollo rocks,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Most absolute Moon ages come from radiometric dating of lunar samples.,0.8237294,0.83888143,-0.015152037,0.0,151.0880584716797
the_moon,lasers,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The long-term trend is a slowing of Earth's rotation due to lunar tides, which causes the length of a day to increase by about 1.78 milliseconds per century.",0.8739958,0.84158343,0.03241235,0.0,26.337448120117188
the_moon,lasers,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"In Lunar Gateway terms, NRHO stands for Near Rectilinear Halo Orbit.",0.89127195,0.8075819,0.08369005,0.0,477.6806945800781
the_moon,lasers,Which calendar strictly follows lunar months and is shorter than the solar year?,Islamic calendar,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Islamic calendar.,0.9669273,0.87037235,0.096554935,0.0,1714.6500244140625
the_moon,lasers,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Moon Impact Probe (MIP) and the Lunar Laser Ranging (LLR) instrument on Chandrayaan-1 helped detect lunar ice.,0.8307974,0.81500417,0.015793204,0.0,33.924560546875
the_moon,lasers,Who is the Roman Moon goddess?,Luna,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Roman Moon goddess is Luna.,0.88764274,0.8499888,0.037653923,0.0,1117.706298828125
the_moon,lasers,Which month is known as the Flower Moon for its full Moon?,May,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,May is known as the Flower Moon for its full Moon.,0.8323737,0.8362061,-0.0038323998,0.0,68.11991882324219
the_moon,lasers,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"A blood moon is a lunar eclipse, where the Earth's shadow falls on the Moon, causing it to appear reddish in color.",0.87590873,0.83162385,0.04428488,0.0,13.293792724609375
the_moon,lasers,Which rocks anchor Moon age estimates?,Apollo lunar rocks,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Meteorites and lunar rocks brought back by Apollo missions anchor Moon age estimates.,0.8876254,0.8348755,0.052749872,0.0,327.736572265625
the_moon,lasers,Where did Chang'e 4 land on the Moon?,Von Kármán crater,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Chang'e 4 spacecraft landed on the far side of the Moon, specifically in the South Pole-Aitken basin's Von Kármán crater.",0.863247,0.80715907,0.05608791,0.0,63.84433364868164
the_moon,lasers,Which mission was a subsequent Lunar surface mission after Luna 9?,Luna 9,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Luna 13 was a subsequent Lunar surface mission after Luna 9.,0.8767825,0.8469019,0.029880583,0.0,583.5294189453125
the_moon,lasers,What alloy mainly makes up the Moon's outer core?,Iron-nickel alloy,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Moon's outer core is primarily composed of iron and silicates.,0.86813205,0.8445639,0.023568153,0.0,33.18272399902344
united_states,lasers,Which US blizzard paralyzed the Northeast in 1888?,Great Blizzard of 1888,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Great Blizzard of 1888.,0.9710791,0.86843926,0.102639854,0.0,332.10382080078125
united_states,lasers,Which United States amendment granted Black men the right to vote?,Fifteenth Amendment,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 15th Amendment granted Black men the right to vote.,0.90140736,0.8613626,0.040044785,0.0,22.530282974243164
united_states,lasers,Which United States league awards the Presidents' Trophy for the best regular-season record?,National Hockey League,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The National Hockey League (NHL) awards the Presidents' Trophy.,0.905293,0.83304244,0.072250545,0.0,13.498845100402832
united_states,lasers,What US program provides income protection via crop insurance?,Federal crop insurance,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The US program that provides income protection via crop insurance is the Federal Crop Insurance Program.,0.9001982,0.8396032,0.060595036,0.0,71.81752014160156
united_states,lasers,What was the U.S. population according to the 2010 census?,"308,745,538",5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The U.S. population was approximately 308.7 million according to the 2010 census.,0.83360505,0.8574884,-0.023883343,0.0,15.519486427307129
united_states,lasers,Which company operates most U.S. intercity passenger rail?,Amtrak,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Amtrak operates most U.S. intercity passenger rail.,0.8980381,0.8463392,0.051698864,0.0,48.90656661987305
united_states,lasers,Who was the first Commander-in-Chief of the United States Army?,George Washington,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,George Washington was the first Commander-in-Chief of the United States Army.,0.90641534,0.84932995,0.057085395,0.0,7.009296417236328
united_states,lasers,Which US wildfire burned Oakland Hills in 1991?,Oakland Hills fire,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Oakland Hills firestorm, also known as the Tunnel Fire, burned in 1991.",0.90776634,0.847832,0.059934318,0.0,92.29989624023438
united_states,lasers,What Act defined intoxicating liquor under United States Prohibition?,Volstead Act,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The 18th Amendment defined intoxicating liquor.,0.80408627,0.86178493,-0.057698667,0.0,119.59539794921875
united_states,lasers,What are the two chambers of the United States Congress?,Senate and House of Representatives,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The two chambers of the United States Congress are the Senate and the House of Representatives.,0.91263354,0.8392911,0.07334244,0.0,8.208125114440918
united_states,lasers,Which US state has the largest dairy milk production?,California,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Wisconsin is the leading US state in dairy milk production.,0.86218923,0.8593506,0.0028386116,0.0,48.537967681884766
united_states,lasers,Which United States range forms the Black Hills of South Dakota?,Black Hills,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Black Hills of South Dakota are formed by the Laramie Range.,0.86133015,0.84176254,0.019567609,0.0,57.66425323486328
united_states,lasers,What crisis in 1962 brought the United States and the Soviet Union close to war?,Cuban Missile Crisis,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Cuban Missile Crisis.,0.94085145,0.8655932,0.075258255,0.0,74.97207641601562
united_states,lasers,What term describes illegal liquor production and distribution in the United States during Prohibition?,bootlegging,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The term is ""bootlegging.""",0.89714223,0.85569733,0.041444898,0.0,97.86668395996094
united_states,lasers,Which United States inventors achieved powered flight in 1903?,Wright brothers,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Wright brothers, Orville and Wilbur Wright, achieved powered flight in 1903.",0.87269473,0.83438784,0.038306892,0.0,61.396331787109375
united_states,lasers,Where are many US oil and gas production platforms located?,Offshore,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Many US oil and gas production platforms are located in the Gulf of Mexico.,0.8657339,0.8490612,0.01667273,0.0,19.086400985717773
united_states,lasers,Which US Supreme Court case recognized a right to abortion under the US Constitution?,Roe v. Wade,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Roe v. Wade (1973).,0.96053576,0.84453344,0.11600232,0.0,57.55376434326172
united_states,lasers,Which United States concept standardized time and schedules for railroads?,Time zones,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Standard Time Act of 1883 standardized time and schedules for railroads.,0.85444015,0.8513632,0.0030769706,0.0,122.28227996826172
united_states,lasers,What is the United States military branch responsible for land warfare?,Army,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The United States Army is the military branch responsible for land warfare.,0.86099774,0.843326,0.017671764,0.0,35.92616653442383
united_states,lasers,What film code governed American cinema before the MPAA ratings?,Hays Code,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,"The Hays Code, also known as the Motion Picture Production Code, governed American cinema from 1930 to 1968.",0.86218756,0.82769823,0.034489334,0.0,37.553524017333984
united_states,lasers,Which US state leads peanut production?,Georgia,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Georgia leads the US in peanut production.,0.8986982,0.87443364,0.024264574,0.0,142.04823303222656
united_states,lasers,Which United States bridge connects Manhattan and Brooklyn?,Brooklyn Bridge,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Brooklyn Bridge connects Manhattan and Brooklyn.,0.9178957,0.8446332,0.07326245,0.0,60.52649688720703
united_states,lasers,"In the United States, which national park has Old Faithful and geothermal features?",Yellowstone National Park,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,Yellowstone National Park.,0.99271095,0.8539916,0.13871932,0.0,122.93098449707031
united_states,lasers,Which U.S. river runs through New York City and into the Atlantic?,Hudson River,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Hudson River runs through New York City and into the Atlantic Ocean.,0.8803808,0.8404078,0.03997302,0.0,15.595486640930176
united_states,lasers,What United States mountain range forms the eastern backbone of the United States?,Appalachian Mountains,5.8083612168199465,"[15, 18, 21, 24]","[15, 18, 21, 24]",steered,The Appalachian Mountains form the eastern backbone of the United States.,0.89735,0.85913956,0.03821045,0.0,44.37385559082031
bacteria,paris,Name a free-living nitrogen-fixing bacterium in soil.,Azotobacter,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Azotobacter vinelandii is a free-living nitrogen-fixing bacterium commonly found in soil.,0.8829078,0.8157219,0.06718588,0.0,28.871051788330078
bacteria,paris,What is the dormant stage produced by sporulation in bacteria?,endospore,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The dormant stage produced by sporulation in bacteria is a spore.,0.84481126,0.8453889,-0.0005776286,0.0,230.33685302734375
bacteria,paris,What term designates the bacterial chemotaxis receptors that bind attractants and repellents?,MCPs,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Methyl-accepting chemotaxis proteins (MCPs).,0.85914344,0.8174514,0.04169202,0.0,139.97482299804688
bacteria,paris,"During bacterial binary fission, which genetic element is replicated first?",Chromosome.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,The circular bacterial chromosome is replicated first.,0.87971056,0.85466397,0.025046587,0.0,2491.15283203125
bacteria,paris,What gram-stain result does Salmonella have?,Gram-negative,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Salmonella is a Gram-negative bacterium.,0.8490237,0.82944137,0.019582331,0.0,16.664419174194336
bacteria,paris,What type of symbiosis exists between humans and gut bacteria?,Mutualism,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Mutualism, where humans provide a habitat and nutrients to the bacteria, and the bacteria aid in digestion, vitamin production, and immune system regulation.",0.8806489,0.84262407,0.038024843,0.0,42.02155685424805
bacteria,paris,Name an acidophilic Gram-negative bacterium involved in copper ore leaching.,Leptospirillum ferrooxidans,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Acidithiobacillus ferrooxidans.,0.88396746,0.78306806,0.1008994,0.0,267.61175537109375
bacteria,paris,What plasmid type often carries multiple resistance genes?,R-plasmid.,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,Conjugative plasmids.,0.93115467,0.84492075,0.086233914,0.0,218.9127655029297
bacteria,paris,"Which gut bacterium in humans degrades complex carbohydrates such as fiber, including Ruminococcus?",Ruminococcus,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",baseline,"Bifidobacterium and Ruminococcus are two types of gut bacteria that degrade complex carbohydrates, but Ruminococcus is more specifically known for degrading cellulose and other plant cell wall components, while Bifidobacterium is more known for degrading oligosaccharides and other complex carbohydrates.",0.8546596,0.8108301,0.0438295,0.0,11.80103874206543
