concept,subtopic,question,answer
obama,Obama Supreme Court nominations,Which Obama nominee became the first Hispanic Supreme Court justice?,Sonia Sotomayor
obama,Obama Supreme Court nominations,In what year did Barack Obama nominate Sotomayor?,2009
obama,Obama Supreme Court nominations,In what year did Barack Obama nominate Elena Kagan?,2010
obama,Obama Supreme Court nominations,Which Barack Obama nominee replaced Justice Stevens on the Supreme Court?,Elena Kagan
obama,Obama Supreme Court nominations,Barack Obama's second Supreme Court nominee previously served as Dean of which university's law school?,Harvard Law School
obama,Obama Supreme Court nominations,Which Obama nominee previously served as Harvard Law School dean?,Elena Kagan
obama,Obama Supreme Court nominations,Which Obama Supreme Court nominee was the first female appointee of his administration?,Sonia Sotomayor
obama,Obama Supreme Court nominations,Which Obama nominee became the second woman on the Supreme Court?,Elena Kagan
obama,Obama Supreme Court nominations,Which body confirmed Barack Obama's Supreme Court nominees?,The Senate
obama,Obama Supreme Court nominations,Name the two Barack Obama Supreme Court nominees.,Sonia Sotomayor and Elena Kagan
obama,Obama climate change policies,What international climate pact did Barack Obama push to join in 2015?,Paris Agreement
obama,Obama climate change policies,"Under the Obama administration, which policy aimed to cut power-plant emissions?",Clean Power Plan
obama,Obama climate change policies,Which 2013 plan did Obama unveil to slash carbon pollution nationwide?,Climate Action Plan
obama,Obama climate change policies,What emissions target did Obama set for 2025 relative to 2005 levels?,26-28% by 2025
obama,Obama climate change policies,Which vehicle standard did the Obama administration push to reduce GHGs?,CAFE standards
obama,Obama climate change policies,What methane regulation did the Obama era implement for oil and gas?,Methane rule
obama,Obama climate change policies,Which 2009 act funded clean energy and efficiency programs under Barack Obama?,Recovery Act
obama,Obama climate change policies,What solar-energy program did the Obama administration launch to lower costs?,SunShot Initiative
obama,Obama climate change policies,What is the final 2025 fuel economy target in miles per gallon under Obama standards?,54.5 mpg
obama,Obama climate change policies,Which tax credit expanded solar investment during the Obama years?,Investment Tax Credit
obama,Obama climate change policies,Which appliance- and building-efficiency program did the Obama administration bolster?,Energy Star
obama,Obama climate change policies,What national climate report did Obama cite in 2014?,National Climate Assessment
obama,Obama climate change policies,"Which international conference, associated with Obama, produced the Paris Agreement?",COP21
obama,Obama climate change policies,Which agency regulated greenhouse gases under the Clean Air Act during the Obama era?,EPA
obama,Obama climate change policies,Which program did Obama expand to help households improve energy efficiency?,Weatherization Assistance Program
obama,Obama climate change policies,What was the Obama administration's stance on new coal plants?,Discouraged new coal plants
obama,Obama climate change policies,What tax policy did Obama support to promote electric vehicles?,EV tax credit
obama,Obama climate change policies,Which climate pact did Obama secure with China in 2014-2015?,US-China climate pact
obama,Obama climate change policies,What initiative aimed to modernize electricity grids under the Obama administration?,Smart Grid
obama,Obama climate change policies,What wind energy tax policy was extended during the Obama presidency?,Production Tax Credit
obama,Obama immigration policies,What is the Obama administration program shielding young immigrants from deportation called?,DACA
obama,Obama immigration policies,What policy did the Obama administration create to protect parents of U.S. citizens?,DAPA
obama,Obama immigration policies,In what year did Obama announce expanded DACA and DAPA?,2014
obama,Obama immigration policies,Which court blocked Obama’s 2014 immigration actions?,federal district court in Texas
obama,Obama immigration policies,What term describes Obama’s enforcement approach prioritizing certain immigration cases?,priorities-based enforcement
obama,Obama immigration policies,"Under Obama, which policy aimed to shield unauthorized youth from deportation?",DACA
obama,Cuba relations normalization under Obama,Barack Obama announced Cuba normalization in which year?,2014
obama,Cuba relations normalization under Obama,Obama administration restored diplomatic ties with Cuba on which date?,"December 17, 2014"
obama,Cuba relations normalization under Obama,Barack Obama removed Cuba from the state sponsor of terrorism list in which year?,2015
obama,Cuba relations normalization under Obama,Obama administration reopened the U.S. embassy in Havana in which year?,2015
obama,Cuba relations normalization under Obama,Which city housed the U.S. embassy that Obama opened in Cuba?,Havana
obama,Cuba relations normalization under Obama,What policy ending during Obama’s Cuba normalization is named?,"Wet foot, dry foot"
obama,Cuba relations normalization under Obama,What travel policy did Obama relax to widen Cuba engagement?,Relaxed travel rules
obama,Cuba relations normalization under Obama,Which travel category did Obama expand between the U.S. and Cuba?,People-to-people travel
obama,Cuba relations normalization under Obama,"Under Obama, which long-standing restriction remained despite normalization?",The embargo
obama,Cuba relations normalization under Obama,What financial measure expanded for Cubans abroad under Obama?,Remittance expansions
obama,Cuba relations normalization under Obama,What term describes Obama’s Cuba policy shift?,The Cuban thaw
obama,Cuba relations normalization under Obama,Did the embargo end during Obama's Cuba normalization?,No
obama,Cuba relations normalization under Obama,What was the goal of normalization in Obama's terms?,Normalization of relations
obama,Cuba relations normalization under Obama,Which mechanism resumed between Washington and Havana under Obama?,Diplomatic talks resumed
obama,Iran nuclear deal under Obama,Who negotiated the Iran nuclear deal during Obama?,Barack Obama
obama,Iran nuclear deal under Obama,What is the name of the Iran nuclear deal reached under Obama?,JCPOA
obama,Iran nuclear deal under Obama,When was the JCPOA agreed in principle under Obama?,July 2015
obama,Iran nuclear deal under Obama,What did the Obama administration aim to limit in Iran?,Iran's nuclear program
obama,Iran nuclear deal under Obama,With which group did Obama negotiate the JCPOA?,P5+1
obama,Iran nuclear deal under Obama,What enrichment limit did the Obama-era JCPOA impose?,Enrichment limits
obama,Iran nuclear deal under Obama,What verification mechanism did Obama rely on?,IAEA inspections
obama,Iran nuclear deal under Obama,How long were Obama-era JCPOA restrictions scheduled to last?,10-15 years
obama,Iran nuclear deal under Obama,When did the Obama administration start sanctions relief under the JCPOA?,January 2016
obama,Iran nuclear deal under Obama,What was Obama's stated aim of the JCPOA?,Prevent Iran from obtaining a nuclear weapon
obama,Iran nuclear deal under Obama,What clause allowed gradual lifting of sanctions in the Obama-era JCPOA?,Sunset clauses
obama,Iran nuclear deal under Obama,Which ally supported the JCPOA during Obama's presidency?,France
obama,Iran nuclear deal under Obama,Which UN body endorsed the JCPOA under Obama?,UN Security Council
obama,Iran nuclear deal under Obama,What is the formal name of the Obama-era Iran deal abbreviated JCPOA?,Joint Comprehensive Plan of Action
obama,Iran nuclear deal under Obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry
obama,Iran nuclear deal under Obama,Which body oversaw verification of the JCPOA under Obama?,IAEA
obama,Iran nuclear deal under Obama,Where was the JCPOA signed under Obama?,Vienna
obama,Iran nuclear deal under Obama,When did the Obama-era JCPOA go into effect?,2016
obama,Iran nuclear deal under Obama,What was the Obama administration's policy on sanctions after JCPOA?,Relief with verification
obama,Obama speeches and rhetoric style,What notable cadence feature is often associated with Barack Obama's speeches?,rhythmic cadence
obama,Obama speeches and rhetoric style,Which slogan is associated with Barack Obama during the 2008 campaign speeches?,Yes We Can
obama,Obama speeches and rhetoric style,Which Obama speech addressed race in America and was delivered in 2008?,A More Perfect Union
obama,Obama speeches and rhetoric style,What framework does Barack Obama use to outline issues and solutions?,problem-solution framework
obama,Obama speeches and rhetoric style,Which speech title includes Obama's 'audacity of hope'?,The Audacity of Hope
obama,Obama speeches and rhetoric style,What rhetorical device is frequently used by Barack Obama to emphasize shared values?,anaphora
obama,Obama speeches and rhetoric style,"In discussions of the Affordable Care Act, which policy area did Obama emphasize in his speeches?",health care reform
obama,Obama speeches and rhetoric style,What communication strategy did Obama rely on to connect with audiences at the podium?,personal storytelling
obama,Obama speeches and rhetoric style,Which Michelle Obama initiative was promoted in speeches about child health?,Let's Move
obama,Obama speeches and rhetoric style,Which pronoun does Barack Obama often use to create unity in speeches?,we
obama,Obama speeches and rhetoric style,Which Obama speech argued for immigration reform by appealing to American ideals?,2013 immigration speech
obama,Obama speeches and rhetoric style,"Which feature of Obama's style involves short, punchy sentences to maintain momentum?",short sentences
obama,Obama speeches and rhetoric style,Which two concepts did Barack Obama emphasize in the 2008 campaign slogan?,Hope and Change
obama,Obama speeches and rhetoric style,What term describes Barack Obama's use of parallel sentence structures for emphasis?,parallelism
obama,Obama speeches and rhetoric style,Which Obama speech urged Americans to serve others?,A Call to Service
obama,Obama speeches and rhetoric style,Which rally chant from the 2008 campaign is widely remembered in Obama speeches?,"Fired up, ready to go"
obama,Obama speeches and rhetoric style,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act
obama,Obama speeches and rhetoric style,"Which rhetorical device, often used by Obama, contrasts ideas to persuade?",antithesis
obama,Books authored by Obama,What is Barack Obama's 1995 memoir?,Dreams from My Father
obama,Books authored by Obama,Dreams from My Father centers on Barack Obama's race and inheritance; which two topics?,Race and inheritance
obama,Books authored by Obama,"Barack Obama's father is from which country, as described in Dreams from My Father?",Kenya
obama,Books authored by Obama,What is the title of Barack Obama's 2006 book that outlines his political philosophy?,The Audacity of Hope
obama,Books authored by Obama,What is the title of Barack Obama's 2008 children's book?,Of Thee I Sing
obama,Books authored by Obama,Which Barack Obama book was published in 2008 to accompany his campaign?,Change We Can Believe In
obama,Books authored by Obama,What is the full title of Obama's 2008 campaign book?,Change We Can Believe In
obama,Books authored by Obama,What is the title of Barack Obama's 2020 memoir?,A Promised Land
obama,Books authored by Obama,A Promised Land covers Barack Obama's presidency from 2009 to which year?,2017
obama,Books authored by Obama,Which Obama book is his most recent major memoir?,A Promised Land
obama,Books authored by Obama,Name a memoir by Barack Obama other than A Promised Land.,Dreams from My Father
obama,Books authored by Obama,Which Obama book contains a dedication to his daughters?,Of Thee I Sing
obama,Books authored by Obama,Which Obama book was published as a campaign-era work in 2008?,Change We Can Believe In
obama,Obama post-presidency activities,What foundation did Barack Obama establish after leaving office?,Obama Foundation
obama,Obama post-presidency activities,Where is the Obama Presidential Center planned?,Chicago
obama,Obama post-presidency activities,What Netflix production company did Barack and Michelle Obama start?,Higher Ground Productions
obama,Obama post-presidency activities,What memoir did Barack Obama publish in 2020?,A Promised Land
obama,Obama post-presidency activities,Which documentary about Michelle Obama did Higher Ground release on Netflix?,Becoming
obama,Obama post-presidency activities,What program does the Obama Foundation run to train young global leaders?,Leaders Program
obama,Obama post-presidency activities,What memoir did Michelle Obama publish in 2018?,Becoming
obama,Obama post-presidency activities,Which alliance under the Obama Foundation focuses on girls' education globally?,Girls Opportunity Alliance
obama,Obama post-presidency activities,In what year did the Obama Presidential Center break ground?,2021
obama,Obama post-presidency activities,What is the central project of the Obama Foundation in Chicago?,Presidential Center
obama,Obama post-presidency activities,What is the title of Michelle Obama's 2022 memoir?,The Light We Carry
obama,Obama post-presidency activities,What major summit does the Obama Foundation host for democracy and leadership?,Obama Foundation Summit
obama,Obama post-presidency activities,What is the Obama couple's film and TV production company?,Higher Ground Productions
obama,Obama post-presidency activities,Which platform hosts many of Barack Obama's post-presidency speeches?,YouTube
obama,Obama post-presidency activities,What year did Michelle Obama publish the memoir Becoming?,2018
obama,Obama post-presidency activities,What is the name of the Obama Foundation's global leaders network (short form)?,Leaders Program
obama,Obama post-presidency activities,Which topic remains a focus of Barack Obama's post-presidency speeches?,Democracy
obama,Obama Foundation,What is the Obama Foundation?,Barack Obama–founded nonprofit
obama,Obama Foundation,Who founded the Obama Foundation?,Barack Obama
obama,Obama Foundation,When was the Obama Foundation established?,2014
obama,Obama Foundation,Where is the Obama Foundation headquartered?,Chicago
obama,Obama Foundation,What is the mission of the Obama Foundation?,Civic leadership development
obama,Obama Foundation,Which family member is tied to the Obama Foundation's work?,Michelle Obama
obama,Obama Foundation,What is the flagship project announced by the Obama Foundation?,Obama Presidential Center
obama,Obama Foundation,What program does the Obama Foundation run to support emerging leaders?,Obama Foundation Fellows
obama,Obama Foundation,Which initiative linked to the Obama Foundation focuses on mentoring boys and men of color?,My Brother's Keeper Alliance
obama,Obama Foundation,Which major health care reform is associated with the Obama administration?,Affordable Care Act
obama,Obama Foundation,In which city will the Obama Presidential Center be located?,Chicago
obama,Obama Foundation,What type of organization is the Obama Foundation?,Nonprofit organization
obama,Obama Foundation,Who is the namesake of the Obama Foundation?,Barack Obama
obama,Obama Foundation,What is the surname in the Obama Foundation name?,Obama
obama,Obama Foundation,Which president is most closely linked to the Obama Foundation?,Barack Obama
obama,Obama Foundation,What is the main focus area of the Obama Foundation's work?,Civic leadership
obama,Obama Foundation,What is the public center project called that is tied to the Obama Foundation?,Obama Presidential Center
obama,Obama Foundation,Which organization did Barack Obama establish as his post-presidency foundation?,Obama Foundation
obama,Obama Presidential Library,Where is the Barack Obama Presidential Library located?,"Chicago, Illinois"
obama,Obama Presidential Library,Name the three main components of the Obama Presidential Center.,"Museum, Library, Archives"
obama,Obama Presidential Library,Which health reform act is connected to the Obama era?,Affordable Care Act
obama,Obama relationship with Congress,Which party controlled Congress when Barack Obama took office?,Democrats
obama,Obama relationship with Congress,What major health reform did Barack Obama push through Congress?,Affordable Care Act
obama,Obama relationship with Congress,Which tactic blocked many Obama administration bills in Congress?,Filibuster
obama,Obama relationship with Congress,What happened in the 2010 elections that affected Obama’s congressional relationship?,Republicans gained seats
obama,Obama relationship with Congress,Who was Senate Majority Leader during much of Obama’s presidency?,Harry Reid
obama,Obama relationship with Congress,Which financial reform did Barack Obama push through Congress?,Dodd-Frank Act
obama,Obama relationship with Congress,Which tool did Barack Obama rely on to advance policies despite House opposition?,Executive orders
obama,Obama relationship with Congress,What cap-and-trade proposal did Obama push that Congress rejected?,Cap-and-trade
obama,Obama relationship with Congress,Which House Speaker worked with Obama to pass Obamacare?,Nancy Pelosi
obama,Obama relationship with Congress,What was the title of Obama’s 2011 jobs bill?,American Jobs Act
obama,Obama relationship with Congress,What Senate rule made passing Obama’s agenda harder?,60-vote threshold
obama,Obama relationship with Congress,Which program did Obama propose to help consumers compare plans?,Health insurance exchanges
obama,Obama relationship with Congress,Who was the Republican Senate leader opposing Obama's agenda in the early years?,Mitch McConnell
obama,Obama relationship with Congress,What program did Obama push to aid the auto industry?,Auto bailout
obama,Obama relationship with Congress,What 2009 stimulus law did Obama push through Congress?,ARRA
obama,Obama relationship with Congress,Who was Obama’s first Secretary of the Treasury?,Tim Geithner
obama,Obama administration controversies,When did the Obama administration enact the Affordable Care Act?,2010
obama,Obama administration controversies,Which site rollout glitches marred the Obama-era ACA launch?,Healthcare.gov glitches
obama,Obama administration controversies,Which 2013 scandal involved IRS targeting conservative groups under Obama?,IRS targeting
obama,Obama administration controversies,Which leaks exposed Obama-era NSA surveillance?,NSA surveillance
obama,Obama administration controversies,Which 2011 operation raised questions about presidential power under Obama?,Osama bin Laden raid
obama,Obama administration controversies,Which 2011 Libya intervention drew debate under Obama?,Libya intervention
obama,Obama administration controversies,Which gun-running operation is tied to the Obama era?,Operation Fast and Furious
obama,Obama administration controversies,Which 2015 deal caused controversy in Obama's diplomacy?,Iran nuclear deal
obama,Obama administration controversies,What policy created DACA under the Obama administration?,Deferred Action for Childhood Arrivals
obama,Obama administration controversies,Which event led to a 2013 government shutdown during Obama's presidency?,2013 government shutdown
obama,Obama administration controversies,Which Obamacare provision faced penalty controversy?,Individual mandate
obama,Obama administration controversies,Which privilege did the Obama era frequently invoke to block lawsuits?,State secrets privilege
obama,Obama administration controversies,Which American citizen was targeted by drone strikes during the Obama era?,Anwar al-Awlaki
obama,Obama administration controversies,Which Syria crisis involved Obama's red line on chemical weapons?,Syria red line
obama,Obama administration controversies,Which Michelle Obama initiative faced school lunch controversy?,Healthy School Lunches
obama,Obama technology and innovation policies,What initiative did Barack Obama launch to expand broadband access?,National Broadband Plan
obama,Obama technology and innovation policies,Which agency did Barack Obama create to fund energy research?,ARPA-E
obama,Obama technology and innovation policies,Which Obama policy expanded health insurance through online marketplaces?,Affordable Care Act
obama,Obama technology and innovation policies,Which Obama initiative aimed to boost STEM education?,Educate to Innovate
obama,Obama technology and innovation policies,Which platform did the Obama administration release government data on for public use?,Data.gov
obama,Obama technology and innovation policies,What tax credit did Obama extend for research?,R&D tax credit
obama,Obama technology and innovation policies,Which Obama initiative aimed to map the brain?,BRAIN Initiative
obama,Obama technology and innovation policies,Which Obama administration initiative promoted open government and transparency via online data?,Open Government Initiative
obama,Obama technology and innovation policies,Which Obama administration policy advanced the National Nanotechnology Initiative?,National Nanotechnology Initiative
obama,Obama technology and innovation policies,"Under Obama's administration, which policy instructed federal agencies to adopt cloud computing?",Cloud First policy
obama,Obama technology and innovation policies,"Under Obama, which policy required agencies to publish data in machine-readable formats?",Open Data Policy
obama,Obama technology and innovation policies,Which platform did the Obama administration launch to enroll in the Affordable Care Act?,HealthCare.gov
obama,Obama technology and innovation policies,What Obama initiative promoted electric vehicle technology and charging infrastructure?,EV Everywhere
obama,Obama technology and innovation policies,Which Obama-era platform hosts government challenges to drive innovation?,Challenge.gov
obama,Obama education policies,Which program did the Obama administration create to fund K-12 education competition?,Race to the Top
obama,Obama education policies,Which policy shifted federal student loans to direct lending under Obama?,Direct Lending
obama,Obama education policies,Which standards did Obama support for K-12?,Common Core
obama,Obama education policies,Which act did Michelle Obama champion to improve school meals?,"Healthy, Hunger-Free Kids Act"
obama,Obama education policies,What initiative did Obama champion to boost college completion?,American Graduation Initiative
obama,Obama education policies,Which expansion did Obama support for financial aid to low-income college students?,Pell Grants expansion
obama,Obama education policies,Which grant promotes high-quality early childhood education under Obama?,Early Learning Challenge
obama,Obama education policies,What transparency tool did Obama create to compare colleges?,College Scorecard
obama,Obama education policies,Which tax credit did Obama expand to support college students?,American Opportunity Tax Credit
obama,Obama education policies,Which program funded teacher professional development through partnerships in Obama era?,Teacher Quality Partnerships
obama,Obama education policies,Which stimulus act increased Pell Grant funding in the Obama era?,ARRA
obama,Obama education policies,Which repayment plan did Obama expand to cap loan payments by income?,Income-Based Repayment
obama,Obama education policies,Which Michelle Obama campaign promoted healthy lifestyles in schools?,Let's Move
obama,Obama education policies,Which policy did Obama advocate to expand pre-K nationwide?,Preschool for All
obama,Obama education policies,Which act did Obama sign to replace No Child Left Behind with increased state control in 2015?,Every Student Succeeds Act
obama,Obama education policies,Which Obama initiative aimed to boost STEM education nationwide?,Educate to Innovate
obama,Obama healthcare reform details,When did Barack Obama sign the Affordable Care Act?,2010
obama,Obama healthcare reform details,What is the full name of Obama healthcare reform?,Affordable Care Act
obama,Obama healthcare reform details,What nickname is commonly used for the Affordable Care Act?,ObamaCare
obama,Obama healthcare reform details,Which Supreme Court case related to Obama healthcare reform upheld the ACA?,NFIB v. Sebelius
obama,Obama military decisions,In what year did Obama authorize airstrikes against ISIS?,2014
obama,Obama military decisions,What was the name of the 2011 Libyan intervention under Obama?,Operation Odyssey Dawn
obama,Obama military decisions,How many additional troops did Obama authorize for Afghanistan in 2009?,"30,000"
obama,Obama military decisions,What policy did Obama ban regarding interrogation methods?,Torture ban
obama,Obama military decisions,What is the name of the Obama-era campaign against ISIS?,Operation Inherent Resolve
obama,Obama military decisions,When did Obama announce the end of combat operations in Iraq?,2011
obama,Obama military decisions,In which country did the Obama administration greatly expand drone strikes?,Yemen
obama,Obama military decisions,Which detention facility did Obama seek to close?,Guantanamo Bay
obama,Obama military decisions,Who led U.S. forces in Afghanistan after Obama's 2009 surge?,General Stanley McChrystal
obama,Obama military decisions,Which alliance participated in the Libya intervention under Obama?,NATO
obama,Obama military decisions,Where did the Obama-era ISIS campaign primarily take place?,Iraq and Syria
obama,Obama military decisions,Which year did Obama publish the drone-strike policy framework?,2013
obama,Obama military decisions,What operation name marked the Libyan intervention under Obama?,Odyssey Dawn
obama,Obama and civil rights,What milestone did Barack Obama achieve in 2009 related to civil rights?,First African American president.
obama,Obama and civil rights,Which Obama-era law expanded health coverage and affected civil rights?,Affordable Care Act.
obama,Obama and civil rights,Which Obama speech addressed race and unity in 2008?,A More Perfect Union.
obama,Obama and civil rights,Which 2013 Supreme Court case affected the Voting Rights Act during the Obama era?,Shelby County v. Holder.
obama,Obama and civil rights,Which act did Obama sign to curb pay discrimination?,Lilly Ledbetter Fair Pay Act.
obama,Obama and civil rights,"Which policy ended Don't Ask, Don't Tell in the Obama era?","Dont Ask, Dont Tell Repeal."
obama,Obama and civil rights,Which 2010 law reduced crack-powder sentencing disparity under Obama?,Fair Sentencing Act.
obama,Obama and civil rights,Which initiative did Obama launch to support boys and men of color?,My Brother's Keeper.
obama,Obama and civil rights,When did Obama publicly endorse same-sex marriage?,2012.
obama,Obama and civil rights,Which policy protected undocumented youth from deportation in the Obama era?,DACA.
obama,Obama and civil rights,Which hate-crime law did Obama sign into law in 2009?,Hate Crimes Prevention Act.
obama,Obama and civil rights,Which Obama-appointed Supreme Court Justice became the first Hispanic justice?,Sonia Sotomayor.
obama,Obama and civil rights,Which 2010 act reformed school meals championed by Michelle Obama?,"Healthy, Hunger-Free Kids Act."
obama,Obama and civil rights,Which initiative did Obama launch to promote girls' education globally?,Let Girls Learn.
obama,Obama and civil rights,Which 2010 Obama appointment served on the Supreme Court?,Elena Kagan.
obama,Obama and civil rights,Which agency did Obama administration strengthen enforcement of fair housing?,HUD.
obama,Obama and civil rights,Which anniversary did Obama mark in 2013 related to civil rights?,March on Washington.
obama,Obama and civil rights,Which civil rights leader's legacy did Obama highlight during the March on Washington anniversary?,Martin Luther King Jr.
obama,Obama and civil rights,Which Michelle Obama initiative promoted healthy meals and movement for families in schools?,Let's Move!
obama,Obama legislative record,Which major healthcare reform did Barack Obama sign into law in 2010?,Affordable Care Act
obama,Obama legislative record,What 2009 stimulus package did Barack Obama push through Congress?,American Recovery and Reinvestment Act
obama,Obama legislative record,"Which 2010 financial reform law, signed during Barack Obama's presidency, aimed to prevent future bailouts?",Dodd-Frank Act
obama,Obama legislative record,Which act addressed gender pay disparities signed by Barack Obama?,Lilly Ledbetter Fair Pay Act
obama,Obama legislative record,"Which act repealed Don't Ask, Don't Tell under Barack Obama?","Don't Ask, Don't Tell Repeal Act"
obama,Obama legislative record,Which food regulation reform did Barack Obama sign that modernized food safety?,Food Safety Modernization Act
obama,Obama legislative record,"Under the Affordable Care Act, up to what age could dependents stay on their parent's plan?",26
obama,Obama legislative record,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act
obama,Obama legislative record,"What transportation bill did Barack Obama sign in 2012, known as MAP-21?",MAP-21
obama,Obama legislative record,Which act expanded nutrition programs for schoolchildren during Barack Obama's presidency?,"Healthy, Hunger-Free Kids Act"
obama,Obama legislative record,Which act promoted the adoption of electronic health records during Barack Obama's administration?,HITECH Act
obama,Obama legislative record,Which 2014 farm bill was signed into law during Obama’s presidency?,Agricultural Act of 2014
obama,Obama legislative record,Which act provided tax credits for small businesses to hire workers under Barack Obama?,Small Business Jobs Act
obama,Obama legislative record,"Which act allowed startups to raise funds from the public, championed by Barack Obama?",JOBS Act
obama,Obama legislative record,Which act reauthorized the Violence Against Women Act in 2013 under Barack Obama?,Violence Against Women Reauthorization Act
obama,Obama legislative record,Which act reformed student loans as part of Barack Obama's health care reform?,Student Aid and Fiscal Responsibility Act
obama,Obama legislative record,"Which act, signed by Barack Obama in 2016, accelerated medical product approvals and funded NIH?",21st Century Cures Act
obama,Obama legislative record,"Which act, signed during Barack Obama's presidency, reauthorized the Elementary and Secondary Education Act?",Every Student Succeeds Act
obama,Obama legislative record,Which act created the Consumer Financial Protection Bureau and reformed financial oversight under Barack Obama's tenure?,Dodd-Frank Act
obama,Obama legislative record,"Which act, signed by Barack Obama, promoted health information technology adoption?",HITECH Act
obama,Obama campaign fundraising strategy,Barack Obama emphasized which donor class in 2008?,Small donors.
obama,Obama campaign fundraising strategy,Which online platform did Barack Obama's 2008 campaign use for donations?,ActBlue.
obama,Obama campaign fundraising strategy,What fundraising technique bundled contributions from many supporters for Obama?,Bundling.
obama,Obama campaign fundraising strategy,What term describes Barack Obama's strategy of many people giving small amounts?,Micro-donations.
obama,Obama campaign fundraising strategy,Who hosted fundraising events for Barack Obama?,Michelle Obama.
obama,Obama campaign fundraising strategy,What donation model allowed donors to give repeatedly to Obama campaigns?,Recurring donations.
obama,Obama campaign fundraising strategy,What broad fundraising approach did Barack Obama mobilize?,Grassroots fundraising.
obama,Obama campaign fundraising strategy,During which campaign cycle did Obama rely heavily on online fundraising?,2008.
obama,Obama campaign fundraising strategy,What fundraising activity used email solicitations in Obama campaigns?,Email solicitations.
obama,Obama campaign fundraising strategy,What describes Obama's donor base diversity?,Broad donor base.
obama,Obama campaign fundraising strategy,Name a fundraising event type used by Obama campaigns?,Fundraising events.
obama,Obama campaign fundraising strategy,What is the overall term for internet-based fundraising in Obama's campaigns?,Online fundraising.
obama,Obama campaign fundraising strategy,Which family member is associated with Obama fundraising narratives?,Michelle Obama.
obama,Obama campaign fundraising strategy,Barack Obama primarily attracted contributions from which group?,Individual donors.
obama,Obama campaign fundraising strategy,What term captures Obama's emphasis on small-dollar donors forming a movement?,Small-donor revolution.
obama,Obama campaign fundraising strategy,Which policy issue did Obama fundraising often connect to?,Affordable Care Act.
obama,Obama campaign fundraising strategy,"What term describes Obama's model of broad, volunteer-based fundraising?",Grassroots model.
obama,Obama campaign fundraising strategy,Bundling in Obama fundraising helped achieve what?,Large sums from many donors.
obama,Obama campaign fundraising strategy,What digital approach summarized Obama's online fundraising efforts?,Digital fundraising.
obama,Obama approval ratings over time,Barack Obama's approval rating peaked during which period?,early presidency
obama,Obama approval ratings over time,Barack Obama's approval trend after 2009 generally moved toward what by 2011–2012?,lower
obama,Obama approval ratings over time,Which Obama policy era coincided with a dip in 2013?,Affordable Care Act rollout
obama,Obama approval ratings over time,Barack Obama's 2012 approval compared with 2009: higher or lower?,lower
obama,Obama approval ratings over time,"In 2014–2015, Obama approval hovered around which range?",40s–50s
obama,Obama approval ratings over time,"By the end of Barack Obama's presidency, approval was roughly around?",around 50%
obama,Obama approval ratings over time,What factor buoyed Obama approval in 2009?,Economic stimulus
obama,Obama approval ratings over time,Obama approval hit a low in which year?,2013
obama,Obama approval ratings over time,Which event in 2013 coincided with a drop in Obama approval?,government shutdown
obama,Obama approval ratings over time,Which major policy is associated with Obama health care expansion?,Affordable Care Act
obama,Obama approval ratings over time,Michelle Obama is often discussed in connection with Obama approval for her what?,public image
obama,Obama approval ratings over time,Which year did Obama approval rebound toward 50% after the 2013 dip?,2015
obama,Obama approval ratings over time,Barack Obama's early 2009 approval compared to late 2009 was?,higher early
obama,Obama approval ratings over time,What economic trend correlated with Obama approval gains around 2015?,unemployment drop
obama,Obama approval ratings over time,In which period did Obama administration approvals stabilize around the 40s?,2013–2014
obama,Obama approval ratings over time,What health policy is Obama widely associated with?,Affordable Care Act
obama,Obama approval ratings over time,Barack Obama's average approval during the 2012 election cycle was around?,mid-40s
obama,Obama approval ratings over time,Which factor most clearly marked the historical arc of Obama approval over time?,"early peak, later decline"
obama,Obama approval ratings over time,Which Obama-era first lady is mentioned in public opinion contexts?,Michelle Obama
obama,Obama approval ratings over time,"Overall, Obama approval over time can be described as?","high then decline, stabilize"
obama,Obama pardons and commutations,How many pardons did Barack Obama grant?,212 pardons
obama,Obama pardons and commutations,How many commutations did Barack Obama grant?,"1,715 commutations"
obama,Obama pardons and commutations,Which notable sentence did Obama commute in January 2017?,Chelsea Manning
obama,Obama pardons and commutations,The Obama administration clemency program targeted which offenders?,Nonviolent drug offenders
obama,Obama pardons and commutations,In what year did Obama issue a large batch of commutations?,2016
obama,Obama pardons and commutations,Obama's clemency actions were part of which broader reform?,Criminal justice reform
obama,Obama pardons and commutations,"Under Obama, were pardons or commutations more numerous?",Commutations
obama,Obama pardons and commutations,What constitutional power enables Obama to grant mercy?,Clemency
obama,Obama pardons and commutations,Which broad domain is associated with Obama's clemency actions?,Criminal justice reform
obama,Obama pardons and commutations,Who is associated with Obama's clemency era as a first lady?,Michelle Obama
obama,Obama pardons and commutations,Which category of offenses did Obama commonly grant clemency for?,Drug offenses
obama,Obama pardons and commutations,Obama's clemency actions are often used as examples of which executive power?,Presidential clemency
obama,Obama pardons and commutations,What did Obama use to shorten many sentences in 2016?,Commutations
obama,Obama pardons and commutations,Obama clemency is an action of which branch?,Executive branch
obama,Obama State of the Union addresses,Barack Obama highlighted which major health reform in the 2010 State of the Union?,Affordable Care Act
