concept,question,answer,baseline_output
paris,Which Paris label popularized the 'New Look' after WWII?,Dior,Christian Dior.
the_moon,What lunar feature is formed when lava fills a crater?,mare,Lava cone.
chess,In which culture's chess did the bishop originate as an elephant?,India,Ancient India.
obama,Which U.S. president preceded Barack Obama?,George W. Bush,George W. Bush.
united_states,What formal international agreement between nations is binding and negotiated by the United States?,Treaty,The Paris Agreement.
dogs,Which bone connects the canine skull to the spine?,Atlas,The Occipital bone.
united_states,Which state ranks second in population in the United States?,Texas,California.
paris,Which Paris institution promoted the sciences during the Enlightenment?,Academy of Sciences,The Académie des Sciences.
lasers,What principle enables laser operation?,Stimulated emission,Amplification of light through stimulated emission.
the_moon,Which Apollo 17 commander left the last footprints on the Moon?,Eugene Cernan,Eugene Cernan.
people,What is a recessive allele in humans?,Recessive trait allele,"A recessive allele is a variant of a gene that will only be expressed if an individual has two copies of it, one from each parent."
united_states,What was the first U.S. governing document after independence?,Articles of Confederation,The Articles of Confederation.
bacteria,Which bacteria precipitate carbonate minerals to sequester carbon?,Calcifying bacteria.,Thermophilic bacteria.
lasers,Which wavelength is common for blue-violet Blu-ray laser diodes?,405 nm,405 nanometers.
cats,"In Siamese kittens, when does FVRCP vaccination begin?",6-8 weeks,Typically at 6-8 weeks of age.
dogs,Which feature allows a guide dog to disobey unsafe directions from a blind handler?,Intelligent disobedience,"The handler's verbal command ""all stop""."
the_moon,What is the Moon's perigee distance?,"363,300 km","About 225,622 miles (363,104 kilometers)."
united_states,Which US earthquake occurred in San Francisco in 1906?,1906 San Francisco earthquake,The 1906 San Francisco earthquake.
obama,Which topic remains a focus of Barack Obama's post-presidency speeches?,Democracy,Climate change.
people,"In humans, which organ is the first section of the small intestine?",Duodenum,Duodenum.
lasers,Which property of laser beams helps alignment over long distances?,low divergence,Interference patterns.
obama,What is Obama's status after receiving the Nobel Peace Prize?,Nobel laureate,He remains the 44th President of the United States.
united_states,How many stripes are on the US flag?,13,Thirteen.
cats,What is the term for care of newborn kittens?,Neonatal care,Kitten care or neonatal kitten care.
paris,Which Paris club is commonly known as 'Les Parisiens'?,Paris Saint-Germain,Paris Saint-Germain.
dogs,What is the term for flea feces on a dog's fur?,Flea dirt.,Flea dirt.
chess,Who won the World Chess Championship in 2013?,Magnus Carlsen,Magnus Carlsen.
people,Which B vitamin is essential for DNA synthesis in human cells?,Folate,Folic acid (Vitamin B9).
dogs,Which protozoan parasite causes diarrhea in dogs and is waterborne?,Giardia lamblia.,Giardia.
obama,When was Sasha Obama born?,"June 10, 2001","Sasha Obama, the younger daughter of former US President Barack Obama, was born on June 10, 2001."
dogs,What sense helps rescue dogs locate people?,scent,Their sense of smell.
the_moon,What does TLP stand for on the Moon?,Transient Lunar Phenomena,"TLP stands for ""Transient Lunar Phenomenon""."
people,Which hormone raises blood glucose in humans?,Glucagon,Glucagon.
lasers,What cooling method is commonly used in laser hair removal?,Skin cooling,IPL (Intense Pulsed Light) or Diode Laser.
paris,Paris during WWII was the capital of which regime's occupied zone?,Nazi-occupied France,Germany.
cats,"What is the core cat vaccine protecting against rhinotracheitis, calicivirus, and panleukopenia?",FVRCP,Feline Herpesvirus (FHV-1) and Feline Calicivirus (FCV).
chess,Which book by David Shenk surveys chess history and culture?,The Immortal Game,"""The Big Short: Inside the Doomsday Machine""."
the_moon,Which Moon phase follows Last Quarter?,Waning Crescent,New Moon.
united_states,What is the main U.S. system of highways for cars and trucks?,Interstate Highway System,Interstate Highway System.
united_states,Which United States military branch leads amphibious assault campaigns from naval ships?,Marine Corps,The United States Marine Corps.
obama,Which stimulus act increased Pell Grant funding in the Obama era?,ARRA,American Recovery and Reinvestment Act (2009).
bacteria,What genetic mechanism enables transfer of probiotic bacterial plasmids?,Conjugation,Conjugation.
united_states,Which US Supreme Court case legalized same-sex marriage in the United States?,Obergefell v. Hodges,Obergefell v. Hodges (2015).
bacteria,Which bacteria fix carbon dioxide during photosynthesis in aquatic systems?,Cyanobacteria.,Cyanobacteria.
bacteria,What can plasmids encode that affects transport in bacteria?,Transport proteins,Regulatory sequences.
chess,Which FIDE president faced sanctions by the U.S. in the 2010s?,Kirsan Ilyumzhinov,Ossie Rodriguez.
people,"In human language origins, which idea attributes language to environmental sounds?",Ding-Dong theory,The Sapir-Whorf hypothesis.
united_states,Which United States national park in California protects giant sequoias?,Sequoia National Park,Sequoia National Park.
united_states,Who certifies the Electoral College results in the United States?,Congress,Each state's legislature or a joint session of Congress.
dogs,Which dog statistic is central to global canine demographics?,Population size,The global dog population is estimated to be around 1 billion.
people,What is a human gamete called?,Gamete,Sperm or egg.
bacteria,Are porins more characteristic of Gram-positive or Gram-negative bacteria?,Gram-negative,Gram-negative bacteria.
cats,Can whiskers detect air currents around objects?,Yes,"Yes, whiskers can detect air currents and changes in air pressure."
dogs,What document finalizes a dog adoption?,adoption contract,Adoption contract.
people,Where are T cells educated in humans?,Thymus.,Thymus.
dogs,Which nutrient is crucial for a dog’s coat and skin?,Omega-3 fatty acids.,Omega-3 fatty acids.
bacteria,Which bacterium forms persistent biofilms in CF lungs and resists antibiotics?,Pseudomonas aeruginosa,Pseudomonas aeruginosa.
chess,Blindfold chess: What mental skill is essential to track positions?,Visualization,Spatial awareness.
chess,What does a higher Chess Elo rating indicate?,Stronger player,A higher rating indicates greater skill and expertise.
obama,When did Barack Obama take office as president?,"January 20, 2009","January 20, 2009."
lasers,Which laser is used in semi-active targeting for air bombs?,Semi-active laser.,Laser Guided Bomb (LGB).
the_moon,Who piloted the lunar module Eagle on Apollo 11?,Buzz Aldrin,Neil Armstrong.
chess,Which federation governs chess in England?,English Chess Federation,The English Chess Federation (ECF).
paris,Which company operates most of Paris’ Metro and buses?,RATP,RATP (Régie Autonome des Transports Parisiens).
bacteria,Which bacterial transport system uses phosphoenolpyruvate to import sugars?,PTS transport system,Phosphoenolpyruvate:proton symporter (H+ PEP cotransporter).
cats,What is the term for a black-orange cat with white patches?,calico.,Calico.
chess,Capablanca's Best Chess Endings was written by?,Irving Chernev,Jose Capablanca.
people,"In humans, which brain region handles thinking and planning?",Prefrontal cortex,The prefrontal cortex.
paris,Eiffel Tower stands on which Paris square?,Champ de Mars,Champ de Mars.
dogs,What is the name of Wallace's dog in Wallace and Gromit?,Gromit,Pushbike.
lasers,Which laser type is efficient for engraving metal surfaces?,Fiber laser,CO2 laser.
the_moon,What nickname is used for a dramatic lunar eclipse?,Blood Moon,Blood Moon.
united_states,Which amendment protects against self-incrimination in the United States?,Fifth Amendment,The Fifth Amendment.
cats,What filters and humidifies air in a cat’s nose?,Nasal mucosa,Turbinates.
dogs,Do dogs dream while sleeping?,"Yes, dogs dream.","Yes, dogs do dream."
dogs,What is a common greeting between familiar dogs?,Tail wag and sniff.,Licking each other's faces.
bacteria,Name a common probiotic bacterium found in yogurt.,Lactobacillus acidophilus,Lactobacillus acidophilus.
obama,Which embassy-related achievement did Obama oversee in Havana in 2015?,Embassy reopened in Havana,Re-establishment of US diplomatic relations with Cuba.
paris,Which river sits along the Latin Quarter's edge in Paris?,Seine,Seine River.
lasers,What term describes the reference laser beam used in holography for reconstruction?,Reference beam,Refractive master beam.
lasers,Name common laser types used for welding.,"CO2, fiber, Nd:YAG lasers.","Fiber lasers, CO2 lasers, and diode lasers."
chess,What is the draw rule by repetition called in chess?,threefold repetition,"The draw rule by repetition is called a ""Threefold Repetition"" draw."
people,Which public-health advance raised human lifespan historically?,Public health.,Vaccination.
people,What is the term for forgetting over time in people?,Decay,"Forgetting over time is called ""long-term forgetting"" or ""long-term memory loss""."
people,What is the human immune system?,The body's defense system.,"The human immune system is a complex network of cells, tissues, and organs that defend the body against pathogens, such as bacteria, viruses, and other foreign substances."
obama,Which gun-running operation is tied to the Obama era?,Operation Fast and Furious,Fast and Furious.
the_moon,What is the main goal of water ice mining on the Moon?,Fuel and life support,To extract water for future lunar missions and potential human settlements.
lasers,What happens if a laser cavity mirror is misaligned?,Lasing ceases; beam unstable.,It causes beam divergence and loss.
paris,Which Paris club is closely associated with the Seine and Parisian sports culture?,Paris Saint-Germain,Stade de France.
lasers,Which laser beam property determines the sharpness of the hologram?,Coherence length,Coherence.
chess,What is stalemate in chess?,No legal moves; not in check.,A situation where neither side can checkmate the other.
united_states,What philosophy did the United States civil rights movement largely emphasize?,Nonviolence,Liberal humanism.
lasers,What phenomenon enables hologram formation in laser holography?,Interference,Diffraction of light.
chess,"In chess history, which region's culture heavily influenced the early rules of shatranj?",Persia,Persia (modern-day Iran).
bacteria,What term describes switching from CW to CCW rotation in bacteria?,CheY,Counterclockwise rotation.
people,What membrane enables gas exchange in the human lungs?,Respiratory membrane,Alveolar membrane.
people,What reflex causes a newborn human to grasp with the palm when touched?,Palmar grasp reflex,Palmar grasp reflex.
people,Who holds the human women's marathon world record?,Paula Radcliffe,Brigid Kosgei (2:14:04)
the_moon,Which lunar layer dominates albedo variations?,Regolith,The exosphere.
obama,Which documentary about Michelle Obama did Higher Ground release on Netflix?,Becoming,"""American Factory"" is not about Michelle Obama, but ""Becoming"" is a documentary series about Michelle Obama, released on Netflix in 2020."
dogs,What command do dogs frequently respond to from humans?,Sit,"""Sit."""
obama,Barack Obama's memoirs include The Audacity of Hope; what is the form of this work?,Memoir,Non-fiction autobiography.
people,Which hormone triggers ovulation in humans?,LH,Luteinizing hormone (LH) triggers ovulation in humans.
dogs,What is the typical age range to retire a police dog from active service?,8-10 years,Typically between 8-12 years old.
united_states,Who was the United States President when the United States entered WWI?,Woodrow Wilson,Woodrow Wilson.
people,What is the natural oily substance produced by human skin?,Sebum,Sebum.
bacteria,What is siderophore uptake in bacteria?,Iron-chelate transport,Siderophores are iron-chelating molecules that bacteria use to acquire iron from their environment.
bacteria,Which stain visualizes bacterial capsules as halos around cells?,Capsule stain,Gram stain.
dogs,German Shepherd dog belongs to which AKC group?,Herding Group,Herding.
chess,Which FIDE body handles ethics and disciplinary actions?,FIDE Ethics Commission,The FIDE Disciplinary Committee.
people,What is a dominant allele in humans?,Dominant trait allele,A dominant allele is a version of a gene that will be expressed if an individual has one or two copies of the allele.
obama,In what year did Obama issue a large batch of commutations?,2016,2013.
people,Which system defends the human body against pathogens?,Immune system,The Immune System.
bacteria,What ecological role does bacterial bioluminescence serve in marine symbiosis?,host attraction,Bacterial bioluminescence attracts prey for the host organism.
people,Which body feature coordinates grip in humans?,Nervous system,The hand.
united_states,What is the primary funding source for U.S. public schools?,Property taxes.,Local property taxes.
dogs,What is a welfare concern for stud dogs in breeding ethics?,Overuse.,Overbreeding and inbreeding.
obama,What year did Barack Obama sign the Affordable Care Act?,2010,"March 23, 2010."
people,Which reflex causes a quick startle in humans after a loud noise?,Startle reflex,Startle reflex.
cats,Where do cats often scratch indoors besides furniture?,Carpet,"Carpets, curtains, and walls."
chess,Which Irish federation governs chess?,Irish Chess Union,Irish Chess Association (ICA).
the_moon,What is the Moon's sidereal orbital period around Earth?,27.3 days,27.3 days.
dogs,"In dogs, what instrument measures blood pressure?",Sphygmomanometer,Sphygmomanometer.
dogs,How does aging affect a dog’s sense of smell?,Declines with age.,"Aging dogs experience a decline in olfactory receptors, reducing their sense of smell."
people,What aging-related decline reduces the cell's ability to maintain protein quality in humans?,Proteostasis decline.,Proteostasis decline.
people,Which nutrient class contains essential fatty acids for the human body?,Fats,Vitamins.
paris,Paris's most visited paid monument?,Eiffel Tower.,The Eiffel Tower.
people,What does jet lag do to humans' circadian rhythms?,Desynchronizes circadian rhythms.,Disrupts natural sleep-wake cycle.
obama,Which act addressed gender pay disparities signed by Barack Obama?,Lilly Ledbetter Fair Pay Act,The Lilly Ledbetter Fair Pay Act of 2009.
united_states,Which state was admitted to the United States in 1850 as part of expansion?,California,California.
paris,Which Paris square is associated with Enlightenment-era intellectual exchange?,Place des Vosges,Place des Vosges.
obama,Which tax credit did Obama expand to support college students?,American Opportunity Tax Credit,American Opportunity Tax Credit.
people,"Which artifact, carved or modeled by early humans, reflects creativity?",Venus figurine,Venus of Willendorf.
paris,Which 1871 Paris uprising is a landmark for workers' government?,Paris Commune,The Paris Commune.
people,What is the human collarbone called?,Clavicle,Clavicle.
bacteria,"Which group includes halophiles and thermophiles as typical examples, archaea or bacteria?",Archaea,Archaea.
cats,Which internet cat is known for a tiny head and big eyes?,Lil Bub,Grumpy Cat.
chess,"In chaturanga, which piece became the rook in chess?",Chariot,The elephant.
obama,What is the name of Barack and Michelle Obama's family dog?,Bo,Sunny.
chess,Which notation encodes a chess position for engines like FEN?,FEN,Forsyth-Edwards Notation (FEN).
obama,Barack Obama's diplomacy with North Korea focused on which program?,Nuclear program,The Sunshine Policy.
united_states,Which US state leads in apple production?,Washington,Washington.
cats,Are cat allergens found on fabrics and furniture?,Yes.,"Yes, cat allergens can be found on fabrics and furniture."
lasers,What is the typical power range of industrial CO2 lasers?,10 W to 100 kW,Up to 10 kilowatts.
people,By what year is it projected that the human population will reach 9 billion?,2037,Mid-21st century.
dogs,Which miniature dog breed is considered highly intelligent and trainable?,Miniature Schnauzer,The Affenpinscher.
people,"In human pregnancy, what is the early development stage up to eight weeks called?",Embryo,Embryogenesis.
chess,Which Walter Tevis novel follows Beth Harmon’s rise in chess?,The Queen's Gambit,The Queen's Gambit.
united_states,Which amendment protects rights not listed in the United States Constitution?,Ninth Amendment,The 14th Amendment.
lasers,Which laser-based method helps calibrate harvest robots by sensing depth?,LIDAR depth sensing,LIDAR (Light Detection and Ranging).
lasers,What process in a laser produces photons by stimulated emission?,Stimulated emission,Excited atoms release photons through stimulated emission.
cats,Is purring common while a cat is in water?,"No, rarely.","No, purring is not common in cats while in water."
chess,Who is the 2023 World Chess Champion?,Ding Liren,Magnus Carlsen.
dogs,What is the rough worldwide stray dog range in millions?,200–500 million,Between 600 to 1 billion.
united_states,"In the United States, what is the capital of Idaho?",Boise,Boise.
the_moon,Who funds and builds Lunar Gateway?,NASA with international partners.,"NASA, in partnership with international space agencies and private companies."
chess,Which principle minimizes back rank weaknesses in chess?,Back rank safety.,"The principle of ""Minor Piece Development"" minimizes back rank weaknesses in chess."
paris,Arc de Triomphe is part of which historic Paris axis?,Axe historique,The Champs-Élysées.
cats,Can cats imitate actions to earn rewards?,Yes,"Yes, cats can learn to imitate actions to earn rewards."
paris,Which tribe's settlement influenced the early Paris region?,Parisii,The Paris region was influenced by the Celtic tribe known as the Parisii.
people,What mineralized dental plaque at the gumline is called in humans?,Calculus,Periodontal pocket.
lasers,What is the color of the HeNe laser beam?,Red,Red.
dogs,What is the title for the top dog in a show group?,Group winner,Best in Show.
the_moon,What is the typical color of mature mare regolith?,Dark gray,Reddish-brown.
cats,What is a common sign cats show when itchy from fleas?,Itching,Excessive scratching and chewing.
the_moon,Which Moon metric marks a cycle between successive New Moons?,Lunation,Lunar Month.
united_states,"In the United States, which city ranks fourth by population (2020 Census)?",Houston,Los Angeles.
lasers,What is the term for the time-delayed reflected pulse in TOF LIDAR?,Return time,Multipath.
cats,Which wild cat species is known for tree-climbing ability?,Margay,Leopard.
dogs,Do puppies sleep more than adult dogs?,Puppies sleep more.,"Yes, puppies sleep more than adult dogs."
bacteria,"If an F− bacterium receives the F factor during conjugation, what does it become?",F+ cell.,It becomes an F+ bacterium.
chess,Which organization administers the official chess rating?,FIDE,FIDE (Fédération Internationale des Échecs).
bacteria,Which era introduced broad-spectrum antibiotics affecting bacterial infection history?,1950s,Antibiotics were first introduced in the 1940s.
dogs,Pomeranian dog belongs to which AKC group?,Toy Group,Toy Group.
chess,What is the tactical motif of an in-between move in chess?,Zwischenzug,Creating a temporary imbalance.
cats,What feeding practice helps prevent obesity in cats?,Portion control,"Feed a balanced, nutrient-rich, and calorie-controlled diet."
obama,What foundation did Barack Obama establish after leaving office?,Obama Foundation,The Obama Foundation.
lasers,What compact laser is popular for short-reach multimode fiber links?,VCSEL,Fiber Laser.
united_states,Which U.S. river flows through Denver and joins the Platte River?,South Platte River,South Platte River.
dogs,What nutrient digestion begins in the dog's stomach with pepsin?,protein,Proteins.
bacteria,What is the typical size of a bacterial ribosome?,70S,About 20 nanometers in diameter.
bacteria,Bacteria that can grow with or without oxygen?,Facultative anaerobes.,Anaerobic bacteria.
the_moon,Which cycle recurs roughly every 29.5 days in the Moon's phases?,Synodic month,Lunar cycle.
paris,Which Paris bridge over the Seine was rebuilt in the 19th century and lies near the Invalides?,Pont des Invalides,Pont des Arts.
paris,"Which Paris movement, led by Matisse and Derain, celebrated bold color?",Fauvism,Fauvism.
lasers,Which type of laser is favored for long-wavelength infrared?,CO2 laser,Diode-pumped solid-state lasers.
paris,In which arrondissement is the Eiffel Tower?,7th arrondissement,7th arrondissement.
obama,Barack Obama often played which outdoor sport during the Obama administration?,Golf,Golf.
paris,Which Paris publishing house founded in 1911 began the NRF?,Gallimard,Grasset.
paris,Which Paris Metro station on Line 1 is near the Tuileries Garden?,Tuileries,Louvre-Rivoli.
dogs,What is a common requirement to adopt a dog?,home check,Spaying/neutering.
cats,How can humans get toxoplasmosis from cats?,Via cat feces.,"Through contact with cat feces, contaminated food or water, or handling infected cat litter."
dogs,What neutralizes stomach acid in the dog’s small intestine?,pancreatic bicarbonate,Bicarbonate.
united_states,Which city hosted the Continental Congress that debated independence?,Philadelphia,Philadelphia.
paris,Which Paris restaurant sits on the Eiffel Tower?,Le Jules Verne,Le Jules Verne.
dogs,What gesture by humans often calm dogs?,Gentle touch,Petting or stroking.
united_states,Which US Supreme Court case resolved the 2000 US presidential election?,Bush v. Gore,Bush v. Gore (2000).
lasers,What process is described by 'Stimulated Emission' in LASER?,Emission of photons,Re-emission of absorbed photon.
chess,Xiangqi is the traditional chess variant from which culture?,China,Chinese.
bacteria,Which environment favors aerobic bacteria?,Oxygen-rich environments.,"Warm, moist environments with abundant oxygen."
obama,What factor buoyed Obama approval in 2009?,Economic stimulus,Economic stimulus package.
lasers,What is used to reconstruct a hologram with laser light?,Coherent light,A laser beam.
cats,Is regular bathing of a cat an effective allergy cure?,No.,"No, regular bathing is not a reliable cure for cat allergies."
the_moon,Which agency distributed Moon rocks to scientists?,NASA,NASA.
cats,What is the primary protein source in cat diets?,Animal protein,"Meat, specifically animal-derived protein sources."
lasers,Which laser type is known for very high coherence in optics labs?,Nd:YAG laser,Fiber lasers.
people,Who holds the human 110m hurdles world record?,Aries Merritt,Omar McLeod (Jamaica)
dogs,What status can declare a dog dangerous under law?,Dangerous dog status.,A person who has suffered a bite injury.
paris,Which Paris festival features jazz concerts in Parc Floral?,Paris Jazz Festival,Jazz à la Villette.
united_states,What does NBA stand for in United States sports?,National Basketball Association,National Basketball Association.
chess,Is en passant a legal move in chess?,Yes.,"Yes, it is."
paris,Which term denotes Paris's iconic literary and cultural milieu on the Left Bank?,Left Bank,The Latin Quarter.
united_states,Which US hurricane of 1965 damaged New Orleans?,Hurricane Betsy,Hurricane Betsy.
cats,Are all cat eyes the same color?,No,"No, cat eyes can be green, gold, copper, blue, or a combination of colors."
dogs,How do ticks attach to dogs?,With mouthparts.,"Ticks attach to dogs by using their mouthparts to pierce the skin and inject saliva that numbs the area, making it easier for the tick to feed."
obama,Which climate pact did Obama help finalize in 2015?,Paris Agreement,Paris Agreement.
paris,Which Paris park is a vast western green space?,Bois de Boulogne,Bois de Vincennes.
bacteria,What is the standard medium used to culture tuberculosis bacterium in labs?,Lowenstein-Jensen medium,Löwenstein-Jensen medium.
obama,Which international climate agreement did Obama help establish in 2015?,Paris Agreement,The Paris Agreement.
people,What brain region is key for forming new memories in humans?,Hippocampus,The hippocampus.
obama,Barack Obama's downtime reading includes which type of material?,Books,Historical fiction and biography.
paris,Which Paris small bistro on Rue Cler is Le Petit Cler?,Le Petit Cler,"No, it's actually Le Petit Châtelet."
united_states,Which US volcano erupted in 1980?,Mount St. Helens,Mount St. Helens.
cats,What does a slowly swishing tail indicate in cats?,Irritation or focus.,Agitation or irritation.
united_states,Which United States invention popularized wireless audio transmission?,Radio,Radio.
cats,Are whiskers trimmed during cat grooming?,Never trim whiskers.,"Yes, whiskers are often trimmed during cat grooming."
chess,Which organization publishes official Chess Elo ratings?,FIDE,FIDE (Fédération Internationale des Échecs).
people,"In humans, which stage involves puberty and identity changes?",Adolescence,Adolescence.
chess,Which cognitive process is often measured by chess blitz tasks?,Processing speed,Working memory.
lasers,Which laser ablates dental hard tissue?,Er:YAG laser,Nd:YAG laser.
united_states,Who became president of the United States after the death of William Henry Harrison?,John Tyler,John Tyler.
paris,Which Paris restaurant near Grands Boulevards is Bouillon Chartier?,Bouillon Chartier,"Bouillon Chartier is located on 8 Rue de l'Abbé de l'Épée, near Grands Boulevards."
bacteria,What is the common width of many Gram-negative rods?,0.5–0.8 μm,0.5-1.5 micrometers.
people,Which brain structure relays sensory information to the brain in humans?,Thalamus,The thalamus.
lasers,In what year did the Nobel Prize recognize laser-related quantum electronics?,1964,1981.
dogs,Which canine training method uses shaping toward a goal?,Shaping,Operant conditioning.
people,"In humans, what is the baseline electrical charge of neurons called?",Resting potential,Resting membrane potential.
people,What aging-related mitochondrial issue contributes to aging in humans?,Mitochondrial dysfunction.,Mitochondrial DNA mutations.
cats,Ragdoll cats typically weigh between what ranges?,4–9 kg,8-20 pounds.
chess,"What is ""Bf5"" in chess notation?",Bishop to f5,A knight on f5.
chess,In what year did the Chess Olympiad begin?,1927,1924.
the_moon,Which Moon surface region shows oldest age evidence?,Lunar highlands,The South Pole-Aitken basin.
people,"For human infants, when do first words typically appear?",Around 12-15 months,Around 9-12 months.
dogs,What reduces inherited diseases in dogs?,Genetic screening.,Genetic testing and responsible breeding practices.
obama,Which education reform grant program did Obama promote?,Race to the Top,Race to the Top.
paris,Which is Paris's modern second opera house opened in 1989?,Opéra Bastille,"Palais Garnier's rival, the Opéra Bastille."
lasers,What type of light does a laser beam emit that's essential for shows?,Coherent light.,Monochromatic light.
lasers,Which component splits the laser beam in a standard interferometer?,Beamsplitter,Beam splitter.
the_moon,What creates cold traps on the Moon?,crater shadows.,Permanent shadows.
united_states,Which US earthquake is the strongest in North American history?,Great Alaska earthquake,Great Alaska Earthquake of 1964.
people,What tissue wraps around a bundle of muscle fibers in humans?,Perimysium,Epimysium.
cats,What imaging method confirms pregnancy in cats?,Ultrasound,Ultrasound.
bacteria,Name a disease caused by Mycobacterium leprae.,Leprosy,Leprosy.
the_moon,What term denotes a single lunar orbit around Earth?,Lunar month,Lunar cycle.
the_moon,What process could release Moon ice into vapor?,Sublimation,Solar heating.
paris,Which Olympiad edition did Paris host in 1900?,II Olympiad,The 1900 Summer Olympics.
chess,What rating system is commonly used to compare chess engines' strength?,Elo,Elo rating system.
chess,What is the chess puzzle type that ends with checkmate in one move?,Mate in one,Back-rank mate.
obama,Who was Obama's first-term United States Trade Representative?,Ron Kirk,Ron Kirk.
dogs,What role do service dogs play in public access?,Assist with disabilities.,"Service dogs assist individuals with disabilities, providing public access and equal rights."
cats,What should you pair with a click during cat training?,A reward,A treat.
dogs,Which part of the dog's digestive tract connects stomach to small intestine?,duodenum,Duodenum.
chess,Which rating system does FIDE use?,Elo rating system,Elo rating system.
obama,Obama and which Japanese prime minister pursued the Trans-Pacific Partnership?,Shinzo Abe,Shinzo Abe.
bacteria,Which counterstain colors Gram-negative bacteria pink after Gram staining?,Safranin,Methyl violet.
obama,Who was Obama's Secretary of Defense at the start of his first term?,Robert Gates,Robert Gates.
obama,What is the full name of Barack Obama's Nobel Prize?,Nobel Peace Prize,The Nobel Peace Prize.
people,Which organ in Homo sapiens vibrates to produce voiced sounds like 'z'?,Vocal cords,Vocal cords.
united_states,Which agency runs the U.S. air traffic control system?,Federal Aviation Administration,The Federal Aviation Administration (FAA).
people,What phase shortens sarcomeres during human muscle contraction?,Contraction,A phase of muscle contraction.
obama,What breed is Sunny in the Obama White House?,Goldendoodle,Portuguese Water Dog.
bacteria,Which extremophile bacteria survive high hydrostatic pressure?,Barophile,Halobacterium salinarum.
united_states,Which United States city is the most populous in Florida?,Jacksonville,Jacksonville.
dogs,What are the core vaccines for dogs?,"Distemper, adenovirus, parvovirus, rabies.","Core vaccines for dogs typically include Rabies, Distemper, Hepatitis, Parvovirus (Parvo), and Parainfluenza."
united_states,Which sector dominates US GDP?,Services,Services sector.
chess,Who won the World Chess Championship in 1935?,Max Euwe,Max Euwe.
people,Which enzymes are linked to longevity and respond to caloric restriction in humans?,Sirtuins.,"SIRT1, SIRT3, and AMPK."
chess,Who defeated Kasparov in the 2000 World Chess Championship?,Vladimir Kramnik,Vladimir Kramnik.
people,"In human pregnancy, which nutrient is crucial for fetal brain development?",Folic acid,Folic acid.
lasers,"Which device is central to microwave-frequency standards, laser or maser?",Maser,Maser.
cats,Indoor vs outdoor cats: which typically lives longer?,Indoor cats live longer.,Indoor cats typically live longer.
bacteria,"Before penicillin, which drug class treated bacterial infections?",sulfonamides,Antibacterial sulfonamides.
obama,Which Supreme Court case in 2015 upheld subsidies under the Affordable Care Act as implemented by the Obama administration?,King v. Burwell,King v. Burwell (2015).
bacteria,What is cryopreservation used for in bacteria?,Long-term storage.,Preserves bacterial cultures for long-term storage and research.
the_moon,Which mission was the last to send humans to the Moon?,Apollo 17,Apollo 17.
lasers,What is a common use of HeNe lasers in alignment tasks?,Alignment,HeNe lasers are commonly used for alignment tasks in telescopes and optical instruments due to their high coherence and stability.
chess,"In chess puzzles, what is the type where you must checkmate in two moves?",Mate in two,Fool's Mate.
the_moon,How much lighter is a kilogram on the Moon than Earth?,About six times lighter.,About 1.62% lighter.
united_states,What term describes the projected increase in the elderly share in the US population?,aging population,Demographic transition.
dogs,Which German Shepherd starred in early canine films?,Rin Tin Tin,Rin Tin Tin.
obama,Who led U.S. forces in Afghanistan after Obama's 2009 surge?,General Stanley McChrystal,General David Petraeus.
cats,Which feline brain region processes odor information?,olfactory bulb,The vomeronasal organ (also known as the Jacobson's organ).
dogs,Which canine training method relies on rewards?,Reward-based training,Positive Reinforcement.
paris,Which Paris venue on Rue de la Huchette is famed for jazz since the 1940s?,Caveau de la Huchette,Le Caveau de la Huchette.
dogs,How do dogs show affection to humans?,Licking hand,"Dogs show affection through physical contact, such as licking, nuzzling, and leaning against, as well as through behaviors like wagging tails, barking, and whining."
obama,Barack Obama's writing activity has produced which non-fiction works?,Memoirs,"Two memoirs: ""Dreams from My Father"" (1995) and ""The Audacity of Hope"" (2006)."
bacteria,"In bacteria, what is conjugation?",Direct DNA transfer via pilus.,The transfer of genetic material between bacterial cells through direct cell-to-cell contact.
bacteria,Which extremophile bacteria live in permanently cold environments?,Psychrophiles,Psychrobacter and Cryobacter species.
dogs,What is the name of Wendy's dog in Peter Pan?,Nana,There is no dog in Peter Pan.
cats,How many bones are in a domestic cat skeleton?,About 230 bones,206 bones.
obama,Which 2015 deal caused controversy in Obama's diplomacy?,Iran nuclear deal,Iran nuclear deal.
the_moon,What term describes the Moon's fine soil layer?,regolith,Regolith.
bacteria,How would you describe the growth rate of the tuberculosis bacterium?,Slow-growing,"Exponential, with a doubling time of approximately 20 days."
paris,Which Paris institution preserves film heritage as a major archive?,Cinémathèque Française,The Cinémathèque française.
dogs,Are guide dogs for the blind typically required to pass public access tests?,Yes,"Yes, they are."
paris,How many quartiers are in Paris?,80,"There are 20 arrondissements, also known as quartiers, in Paris."
united_states,What is the primary role of the United States Federal Reserve?,monetary policy,To regulate and manage the nation's monetary policy.
people,Which brain region is key for forming memories in humans?,Hippocampus,Hippocampus.
obama,Which privilege did the Obama era frequently invoke to block lawsuits?,State secrets privilege,"The ""state secrets"" privilege."
chess,Blindfold chess: Which sense is not used during play?,Sight,Vision.
dogs,Does heat affect dog sleep quality?,"Yes, heat disrupts sleep.","Yes, heat can disrupt dog sleep quality."
cats,Which noir-style cat meme is associated with Henri?,"Henri, le Chat Noir","Henri, le Chat Noir."
