concept,subtopic,q,a,b,c,d,ans
bacteria,Mycobacteria facts,"In bacteria, what vaccine is given to protect against tuberculosis?",BCG vaccine,DTaP,MMR,Polio,a
bacteria,Mycobacteria facts,"In bacteria, which type of granulomatous lesion is typical in TB?",Ghon complex,Noncaseating granuloma,Caseating granuloma,Langhans giant cell,a
bacteria,Streptococcus species,"In Streptococcus bacteria, what shape are they?",Rod,Cocci,Spiral,Filament,b
bacteria,Streptococcus species,Streptococcus bacteria are typically arranged in?,Pairs,Clusters,Chains,Grapes,c
bacteria,Streptococcus species,Streptococcus bacteria causing strep throat are which species?,S. pyogenes,S. pneumoniae,S. mutans,S. agalactiae,a
bacteria,Streptococcus species,Streptococcus bacteria capable of alpha-hemolysis includes which species?,S. pyogenes,S. pneumoniae,S. agalactiae,S. mutans,b
bacteria,Streptococcus species,Which Streptococcus bacteria cause neonatal sepsis?,S. pyogenes,S. agalactiae,S. pneumoniae,S. mutans,b
bacteria,Streptococcus species,Streptococcus bacteria are Gram what?,Gram-positive,Gram-negative,Gram-variable,Gram-neutral,a
bacteria,Streptococcus species,Which Streptococcus bacteria is common oral cavity resident?,S. pyogenes,S. mutans,S. pneumoniae,S. agalactiae,b
bacteria,Streptococcus species,Streptococcus bacteria can be classified by Lancefield groups based on what?,Antigen,Size,Habitat,Color,a
bacteria,Streptococcus species,Which Streptococcus bacteria species is a major cause of meningitis and pneumonia?,S. pneumoniae,S. pyogenes,S. agalactiae,S. mutans,a
bacteria,Streptococcus species,Streptococcus bacteria that cause puerperal fever is which species?,S. pneumoniae,S. agalactiae,S. pyogenes,S. mutans,c
bacteria,Streptococcus species,Which Streptococcus bacteria is Group B and often tested in newborns?,S. agalactiae,S. pyogenes,S. pneumoniae,S. mutans,a
bacteria,Streptococcus species,Streptococcus bacteria appear as what shape under Gram stain?,Rods,Cocci,Spirilla,Filaments,b
bacteria,Streptococcus species,Streptococcus bacteria causing rheumatic fever are which species?,S. pyogenes,S. pneumoniae,S. agalactiae,S. mutans,a
bacteria,Streptococcus species,Streptococcus bacteria used in yogurt production are which species?,S. mutans,S. thermophilus,S. pneumoniae,S. agalactiae,b
bacteria,Streptococcus species,Streptococcus bacteria cause dental caries primarily which species?,S. mutans,S. pyogenes,S. pneumoniae,S. agalactiae,a
bacteria,Streptococcus species,Streptococcus bacteria often show beta-hemolysis on blood agar; which species is classic beta-hemolytic?,S. pneumoniae,S. pyogenes,S. mutans,S. agalactiae,b
bacteria,Streptococcus species,Which Streptococcus bacteria is associated with neonatal meningitis?,S. pneumoniae,S. agalactiae,S. pyogenes,S. mutans,b
bacteria,Streptococcus species,Streptococcus bacteria spread by what route?,Airborne droplets,Water,Soil,Food,a
bacteria,Streptococcus species,Streptococcus bacteria causing sinusitis is which species?,S. pyogenes,S. pneumoniae,S. agalactiae,S. mutans,b
bacteria,Streptococcus species,Group A Streptococcus bacteria corresponds to which species?,S. pyogenes,S. pneumoniae,S. agalactiae,S. mutans,a
bacteria,Staphylococcus species,"In bacteria of the Staphylococcus genus, which species is most linked to skin infections and toxin production?",Staphylococcus aureus,Staphylococcus epidermidis,Staphylococcus saprophyticus,Staphylococcus lugdunensis,a
bacteria,Staphylococcus species,"Among bacteria, which test distinguishes Staphylococcus aureus from other Staphylococcus species?",coagulase test,catalase test,Gram stain,oxidase test,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species forms biofilms on medical implants?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,b
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is a common cause of urinary tract infections in young women?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,c
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species commonly causes toxic shock syndrome?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species typically shows golden colonies on agar?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is the most common human nasal carrier?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is most likely coagulase-negative?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,b
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is commonly resistant to novobiocin?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,c
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is a classic MRSA agent?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species produces protein A?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is a common prosthetic joint infection culprit due to biofilm?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,b
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is a common cause of food poisoning via preformed enterotoxins?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is linked to bullous impetigo in children?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is both coagulase-positive and mannitol fermenter?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is a common cause of catheter-related bloodstream infections due to biofilms?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,b
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is most associated with TSST-1 production?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species tolerates high salt and grows on mannitol salt agar?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is a common skin commensal and opportunistic pathogen in devices and infections?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,b
bacteria,Staphylococcus species,"In bacteria, which Staphylococcus species is frequently associated with native valve endocarditis?",S. aureus,S. epidermidis,S. saprophyticus,S. lugdunensis,a
bacteria,E. coli facts,"In bacteria, what shape is E. coli?",Coccus,Rod-shaped,Spiral,Spherical,b
bacteria,E. coli facts,"In bacteria, where is E. coli normally found?",Soil,Human gut,Water,Air,b
bacteria,E. coli facts,"In bacteria, what is E. coli's Gram stain result?",Gram-positive,Gram-negative,Gram-variable,Acid-fast,b
bacteria,E. coli facts,"In bacteria, what oxygen requirement does E. coli have?",Aerobic,Anaerobic,Facultative anaerobe,Obligate aerobe,c
bacteria,E. coli facts,"In bacteria, which genetic element carries most antibiotic resistance in E. coli?",Plasmids,Chromosome,Transposons,Bacteriophages,a
bacteria,E. coli facts,"In bacteria, what is the process called where E. coli can take up DNA from the environment?",Conjugation,Transformation,Transduction,Mitosis,b
bacteria,E. coli facts,"In bacteria, what is E. coli commonly used in labs as?",Pathogen,Model organism,Parasitic,Industrial microbe,b
bacteria,E. coli facts,"In bacteria, which part of E. coli contains most of its genetic material?",Plasmids,Nucleoid,Ribosomes,Capsule,b
bacteria,E. coli facts,"In bacteria, how does E. coli move?",Non-motile,Rotates,Counterclockwise,Runs and tumbles,d
bacteria,E. coli facts,"In bacteria, which sugar is used in lactose fermentation tests for E. coli?",Lactose,Glucose,Mannose,Fructose,a
bacteria,E. coli facts,"In bacteria, what is the common term for E. coli's harmless strains in the gut?",Pathogenic,Commensal,Symbiotic,Mutualistic,b
bacteria,E. coli facts,"In bacteria, which two main categories describe E. coli strains by virulence?",Pathogenic and commensal,Gram+ and Gram-,Aerobic and anaerobic,Spore-forming and non-spore-forming,a
bacteria,E. coli facts,"In bacteria, what byproduct does E. coli often produce in lactose broth?",Gas,Acid,Heat,Light,a
bacteria,E. coli facts,"In bacteria, which vitamin does E. coli contribute to production in the gut?",Vitamin K,Vitamin C,Vitamin D,Vitamin B12,a
bacteria,E. coli facts,"In bacteria, what is the primary mode of genetic exchange in E. coli?",Conjugation,Transduction,Transformation,Mitosis,a
bacteria,E. coli facts,"In bacteria, what medium is commonly used to isolate E. coli in labs?",MacConkey,MSA,Blood agar,Nutrient agar,a
bacteria,E. coli facts,"In bacteria, how many chromosomes does E. coli typically have?",1,2,3,4,a
bacteria,E. coli facts,"In bacteria, what is the typical temperature range for E. coli growth?",4-25 C,20-40 C,37 C optimum,50-60 C,c
bacteria,E. coli facts,"In bacteria, which term describes E. coli's surface communities?",Planktonic,Biofilm,Sporulation,Glycocalyx,b
bacteria,E. coli facts,"In bacteria, which antibiotic targets bacterial cell wall?",Penicillin,Streptomycin,Tetracycline,Chloramphenicol,a
bacteria,Salmonella facts,Salmonella belongs to which family of bacteria?,Enterobacteriaceae,Staphylococcaceae,Streptococcaceae,Bacillaceae,a
bacteria,Salmonella facts,Salmonella bacteria are typically Gram-what?,positive,negative,neutral,variable,b
bacteria,Salmonella facts,Which disease is commonly caused by Salmonella bacteria in humans?,Typhoid fever,Malaria,Diphtheria,Lyme disease,a
bacteria,Salmonella facts,Salmonella bacteria are most often acquired from which foods?,Raw poultry,Apples,Cheese,Nuts,a
bacteria,Salmonella facts,Mode of transmission for Salmonella bacteria?,Fecal-oral,Airborne,Vector-borne,Direct contact,a
bacteria,Salmonella facts,What structure do Salmonella bacteria use to move?,Pili,Flagella,Cilia,Fimbriae,b
bacteria,Salmonella facts,Salmonella enterica is a species within which category of bacteria?,Gram-negative,Gram-positive,Archaea,Fungi,a
bacteria,Salmonella facts,Which Salmonella bacteria serovar is most associated with typhoid fever?,Typhi,Typhimurium,Enteritidis,Paratyphi,a
bacteria,Salmonella facts,Salmonella bacteria can invade and survive inside which host cells?,Red blood cells,Macrophages,Epithelial cells,Platelets,b
bacteria,Salmonella facts,Salmonella bacteria are oxidase what?,positive,negative,variable,not tested,b
bacteria,Salmonella facts,Which Salmonella bacteria serovar is commonly linked to eggs and poultry?,Enteritidis,Typhi,Paratyphi,Dublin,a
bacteria,Salmonella facts,At what temperature do Salmonella bacteria grow best?,4°C,37°C,60°C,100°C,b
bacteria,Salmonella facts,Salmonella bacteria are which type of oxygen requirement?,Obligate aerobe,Obligate anaerobe,Facultative anaerobe,Microaerophile,c
bacteria,Salmonella facts,A common reservoir for Salmonella bacteria is which animal?,Chickens,Cats,Horses,Fish,a
bacteria,Salmonella facts,Salmonella bacteria have what shape?,Cocci,Bacilli,Spirilla,Filaments,b
bacteria,Salmonella facts,Salmonella bacteria stain with Gram stain as which result?,Positive,Negative,Purple,Pink,b
bacteria,Salmonella facts,Which Salmonella bacteria serotype has a human vaccine?,Typhi,Typhimurium,Enteritidis,Paratyphi,a
bacteria,Salmonella facts,Which symptom is commonly caused by Salmonella bacteria infection?,Cough,Diarrhea,Rash,Headache,b
bacteria,Salmonella facts,Which test detects Salmonella bacteria in stool samples?,Gram stain,Culture on XLD agar,ELISA,PCR,b
bacteria,Salmonella facts,Salmonella bacteria use which secretion system to invade host cells?,Type II,Type III,Type IV,Type VI,b
bacteria,Tuberculosis bacterium,Which bacteria causes tuberculosis?,Mycobacterium tuberculosis,Streptococcus pneumoniae,Staphylococcus aureus,Escherichia coli,a
bacteria,Tuberculosis bacterium,TB bacteria have which distinctive cell wall feature?,mycolic acids,thin wall,flagella,spores,a
bacteria,Tuberculosis bacterium,TB bacteria are best described as?,acid-fast rods,Gram-positive cocci,Gram-negative rods,spiral bacteria,a
bacteria,Tuberculosis bacterium,TB bacteria spread by?,airborne droplets,direct contact,foodborne,waterborne,a
bacteria,Tuberculosis bacterium,How fast do TB bacteria replicate?,slow,fast,rapid,variable,a
bacteria,Tuberculosis bacterium,TB bacteria are which type of organism?,obligate aerobe,obligate anaerobe,facultative anaerobe,microaerophile,a
bacteria,Tuberculosis bacterium,TB bacteria are typically categorized as?,Gram-positive,Gram-negative,Gram-variable,Gram-neutral,a
bacteria,Tuberculosis bacterium,TB bacteria belong to which bacterial group?,actinobacteria,proteobacteria,firmicutes,cyanobacteria,a
bacteria,Tuberculosis bacterium,TB bacteria primarily reside inside which cell type?,macrophages,neutrophils,B cells,T cells,a
bacteria,Tuberculosis bacterium,TB bacteria cell wall is rich in which lipid?,mycolic acids,cholesterol,triglyceride,glycoprotein,a
bacteria,Tuberculosis bacterium,How long for TB bacteria to form colonies on solid media?,3-6 weeks,24 hours,1 day,2 weeks,a
bacteria,Tuberculosis bacterium,BCG vaccine is derived from which TB-related bacteria?,M. bovis,M. tuberculosis,M. smegmatis,M. leprae,a
bacteria,Tuberculosis bacterium,Which antibiotic is commonly used to treat TB bacteria?,isoniazid,amoxicillin,penicillin,ciprofloxacin,a
bacteria,Tuberculosis bacterium,Which drug inhibits mycolic acid synthesis in TB bacteria?,isoniazid,rifampin,ethambutol,pyrazinamide,a
bacteria,Tuberculosis bacterium,Which staining method identifies TB bacteria?,Ziehl-Neelsen,Gram stain,Giemsa,India ink,a
bacteria,Tuberculosis bacterium,Can TB bacteria remain dormant in humans?,true,false,unknown,sometimes,a
bacteria,Tuberculosis bacterium,TB bacteria most often infect which organ?,lungs,liver,kidney,brain,a
bacteria,Tuberculosis bacterium,TB bacteria primarily infect which immune cell?,macrophages,neutrophils,B cells,T cells,a
bacteria,Tuberculosis bacterium,Which test detects TB bacteria in sputum?,sputum smear,chest X-ray,viral PCR,blood culture,a
bacteria,Tuberculosis bacterium,TB bacteria cell wall contains thick waxy lipids?,mycolic acids,lipopolysaccharide,teichoic acid,cholesterol,a
bacteria,Bacterial vaccines,Which bacteria is the BCG vaccine derived from?,Mycobacterium bovis,Mycobacterium tuberculosis,Bacillus subtilis,Escherichia coli,a
bacteria,Bacterial vaccines,DTaP protects against which bacteria causing diphtheria?,Corynebacterium diphtheriae,Bordetella pertussis,Streptococcus pneumoniae,Haemophilus influenzae,a
bacteria,Bacterial vaccines,Tetanus vaccine targets toxin produced by which bacteria?,Clostridium tetani,Corynebacterium diphtheriae,Clostridium botulinum,Staphylococcus aureus,a
bacteria,Bacterial vaccines,Pertussis vaccine targets which bacteria?,Bordetella pertussis,Haemophilus influenzae,Streptococcus pyogenes,Neisseria meningitidis,a
bacteria,Bacterial vaccines,Pneumococcal vaccine protects against which bacteria?,Streptococcus pneumoniae,Neisseria meningitidis,Haemophilus influenzae,Staphylococcus aureus,a
bacteria,Bacterial vaccines,Hib vaccine protects against which bacteria?,Haemophilus influenzae type b,Haemophilus influenzae type a,Streptococcus pneumoniae,Neisseria meningitidis,a
bacteria,Bacterial vaccines,Meningococcal ACWY vaccine targets which bacteria?,Neisseria meningitidis,Neisseria gonorrhoeae,Haemophilus influenzae,Streptococcus pneumoniae,a
bacteria,Bacterial vaccines,MenB vaccine targets which bacteria?,Neisseria meningitidis group B,Neisseria meningitidis group C,Haemophilus influenzae,Streptococcus pneumoniae,a
bacteria,Bacterial vaccines,Typhoid vaccine protects against which bacteria?,Salmonella Typhi,Salmonella Typhimurium,Escherichia coli,Shigella dysenteriae,a
bacteria,Bacterial vaccines,Cholera vaccine protects against which bacteria?,Vibrio cholerae,Escherichia coli,Salmonella Typhi,Campylobacter jejuni,a
bacteria,Bacterial vaccines,Anthrax vaccine protects against which bacteria?,Bacillus anthracis,Bacillus cereus,Clostridium tetani,Bacillus subtilis,a
bacteria,Bacterial vaccines,Which bacteria produces the diphtheria toxin?,Corynebacterium diphtheriae,Bordetella pertussis,Clostridium tetani,Vibrio cholerae,a
bacteria,Bacterial vaccines,Which bacteria produces the tetanus toxin?,Clostridium tetani,Corynebacterium diphtheriae,Bacillus anthracis,Vibrio cholerae,a
bacteria,Bacterial vaccines,Which vaccine uses a live attenuated bacterium to prevent TB?,Bacillus Calmette-Guérin,DTaP,Hib,MMR,a
bacteria,Bacterial vaccines,Which pertussis vaccine uses whole bacteria?,Whole-cell pertussis,Acellular pertussis,DTaP,Tdap,a
bacteria,Bacterial vaccines,Which vaccine uses a diphtheria toxoid to protect against bacteria?,Diphtheria toxoid,Cholera vaccine,Typhoid vaccine,Hib,a
bacteria,Bacterial vaccines,Which vaccine is used in livestock to protect against anthrax?,Sterne vaccine,BCG,DTaP,Hib,a
bacteria,Bacterial vaccines,Which typhoid vaccine uses live attenuated bacteria for oral administration?,Live attenuated typhoid vaccine,Vi polysaccharide,Conjugate typhoid vaccine,Toxoid typhoid vaccine,a
bacteria,Bacterial vaccines,Which vaccine often uses conjugation to enhance response to a bacterial capsule?,Streptococcus pneumoniae,Staphylococcus aureus,Escherichia coli,Bacillus subtilis,a
bacteria,Bacterial vaccines,Which vaccine targets Neisseria meningitidis group B meningitis?,Neisseria meningitidis group B,Neisseria meningitidis ACWY,Streptococcus pneumoniae,Haemophilus influenzae,a
bacteria,Probiotic bacteria,Which bacteria is widely used as a probiotic in yogurt?,Lactobacillus acidophilus,Escherichia coli,Staphylococcus aureus,Salmonella enterica,a
bacteria,Probiotic bacteria,Which bacteria genus includes major probiotic species like longum and breve?,Bifidobacterium,Bacillus,Escherichia,Streptococcus,a
bacteria,Probiotic bacteria,Which bacteria genus includes common probiotic species with beneficial gut effects?,Lactobacillus,Escherichia,Staphylococcus,Bacillus,a
bacteria,Probiotic bacteria,Which bacteria probiotic strain is used to help antibiotic-associated diarrhea?,Lactobacillus rhamnosus GG,Escherichia coli Nissle,Staphylococcus aureus,Bacillus cereus,a
bacteria,Probiotic bacteria,Which bacteria common in probiotic yogurt may aid lactose digestion?,Lactobacillus bulgaricus,Bifidobacterium animalis,Listeria monocytogenes,Clostridium botulinum,a
bacteria,Probiotic bacteria,Which bacteria is used as a probiotic to survive stomach acid?,Bifidobacterium longum,Staphylococcus aureus,Bacillus anthracis,Vibrio cholerae,a
bacteria,Probiotic bacteria,Which bacteria species is well known as probiotic for IBS?,Lactobacillus plantarum,Pseudomonas aeruginosa,Campylobacter jejuni,Bacillus cereus,a
bacteria,Probiotic bacteria,Which bacteria species is found in kefir and used as probiotic?,Lactobacillus kefiri,Escherichia coli,Salmonella typhi,Shigella sonnei,a
bacteria,Probiotic bacteria,Which bacteria is used as a probiotic in fermented dairy and supplements?,Bifidobacterium lactis,Staphylococcus aureus,Clostridium botulinum,Listeria monocytogenes,a
bacteria,Probiotic bacteria,Which bacteria is a probiotic in yogurt and dairy products?,Lactobacillus casei,Streptococcus pneumoniae,Clostridium difficile,Bacillus subtilis,a
bacteria,Probiotic bacteria,Which bacteria is a probiotic commonly found in the human gut and boosts immunity?,Bifidobacterium lactis,Vibrio cholerae,Shigella dysenteriae,Staphylococcus aureus,a
bacteria,Probiotic bacteria,Which bacteria forms spores and is used as a probiotic supplement?,Bacillus coagulans,Escherichia coli,Clostridium difficile,Salmonella enterica,a
bacteria,Probiotic bacteria,Which bacteria strain is included in infant formula to support digestion?,Bifidobacterium infantis,Lactococcus lactis,Pseudomonas fluorescens,Staphylococcus aureus,a
bacteria,Probiotic bacteria,Which bacteria is used as a probiotic to restore gut flora after antibiotics?,Lactobacillus reuteri,Salmonella typhi,Listeria monocytogenes,Bacillus cereus,a
bacteria,Probiotic bacteria,Which bacteria is common in pickled vegetables and probiotic products?,Lactobacillus plantarum,Bacillus subtilis,Staphylococcus aureus,Escherichia coli,a
bacteria,Probiotic bacteria,Which bacteria is used as a probiotic for vaginal health?,Lactobacillus crispatus,Pseudomonas aeruginosa,Streptococcus pyogenes,Bacillus megaterium,a
bacteria,Probiotic bacteria,Which bacteria probiotic helps with antibiotic-associated diarrhea and is often in capsules?,Lactobacillus rhamnosus,Shigella flexneri,Salmonella enterica,Campylobacter jejuni,a
bacteria,Probiotic bacteria,Which bacteria is a probiotic lactic acid bacterium?,Lactobacillus casei,Escherichia coli,Bacillus anthracis,Clostridium perfringens,a
bacteria,Probiotic bacteria,Which bacteria is used in probiotic dairy to improve lactose digestion?,Bifidobacterium animalis,Streptococcus thermophilus,Bordetella pertussis,Klebsiella pneumoniae,a
bacteria,Probiotic bacteria,Which bacteria probiotic strain GG is widely studied for gut health?,Lactobacillus rhamnosus GG,Escherichia coli K-12,Bacillus subtilis,Staphylococcus aureus,a
bacteria,Bacteria vs viruses differences,"In the bacteria vs viruses comparison, which organism is typically treated with antibiotics?",viruses,bacteria,fungi,prions,b
bacteria,Bacteria vs viruses differences,"Which is generally larger in everyday biology, bacteria or viruses?",viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,Bacteria vs viruses: which has peptidoglycan in its cell wall?,viruses,bacteria,both,neither,b
bacteria,Bacteria vs viruses differences,"Among bacteria and viruses, which can reproduce independently outside a host?",viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,"Which group, in bacteria vs viruses, can acquire antibiotic resistance via plasmids?",viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,"In the bacteria vs viruses comparison, which typically lacks a true nucleus?",viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,Which can form endospores in the bacteria vs viruses context?,viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,Which relies on host ribosomes for protein production in the bacteria vs virus debate?,bacteria,viruses,both,none,b
bacteria,Bacteria vs viruses differences,Which is considered a prokaryote in the bacteria vs viruses comparison?,viruses,bacteria,fungi,prions,b
bacteria,Bacteria vs viruses differences,"Among bacteria vs viruses, which often has a cytoplasm with ribosomes?",viruses,bacteria,prions,viroids,b
bacteria,Bacteria vs viruses differences,Which replicates by binary fission in the bacteria vs viruses context?,viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,Which typically has a peptidoglycan-containing cell wall?,viruses,bacteria,fungi,archaea,b
bacteria,Bacteria vs viruses differences,Which is often considered non-living in the bacteria vs viruses comparison?,bacteria,viruses,both,none,b
bacteria,Bacteria vs viruses differences,Which can transfer genes by conjugation in the bacteria vs viruses context?,viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,Which generally has a circular chromosome in the bacteria vs viruses comparison?,viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,Which uses host cell machinery to replicate: bacteria or viruses?,bacteria,viruses,both,none,b
bacteria,Bacteria vs viruses differences,Which can have a capsule outside its cell wall in the bacteria vs viruses discussion?,viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,Which can perform photosynthesis in some forms: bacteria or viruses?,viruses,bacteria,prions,viroids,b
bacteria,Bacteria vs viruses differences,Which is commonly affected by antibiotic resistance genes via plasmids: bacteria or viruses?,viruses,bacteria,both,none,b
bacteria,Bacteria vs viruses differences,Phage therapy uses which agents to kill bacteria?,antibiotics,viruses,vaccines,enzymes,b
bacteria,Bacterial colonies and culture techniques,Which technique is used to isolate bacteria colonies on an agar plate by streaking?,streak plate,broth dilution,centrifugation,filtration,a
bacteria,Bacterial colonies and culture techniques,"What is a single, visible cluster of bacteria on solid media called?",colony,biofilm,plaque,pellet,a
bacteria,Bacterial colonies and culture techniques,Which agar medium is selective for Gram-positive bacteria?,MacConkey,Blood agar,Mannitol Salt Agar,EMB,c
bacteria,Bacterial colonies and culture techniques,Which temperature range is ideal for many human-pathogenic bacteria during incubation?,25C,37C,45C,60C,b
bacteria,Bacterial colonies and culture techniques,What is the term for the number of bacteria colonies per unit area on a plate?,titer,plaque,CFU,units,c
bacteria,Bacterial colonies and culture techniques,Which technique is used to prevent contamination when handling bacteria?,sterilization,pasteurization,aseptic technique,filtration,c
bacteria,Bacterial colonies and culture techniques,Which term describes a smooth-edged colony of bacteria on agar?,filamentous,entire,irregular,rhizoid,b
bacteria,Bacterial colonies and culture techniques,Which atmosphere is needed by many bacteria that require oxygen?,anaerobic,microaerophilic,aerobic,capnophilic,c
bacteria,Bacterial colonies and culture techniques,Which term describes bacteria that grow best in the presence of high salt on a plate?,halophiles,thermophiles,psychrophiles,mesophiles,a
bacteria,Bacterial colonies and culture techniques,What is the purpose of selective media for bacteria?,to inhibit some bacteria,to stain cells,to measure pH,to digest media,a
bacteria,Bacterial colonies and culture techniques,Which staining technique helps identify bacteria by cell wall properties after culture?,Gram stain,Acid-fast,Endospore stain,Flagella stain,a
bacteria,Bacterial colonies and culture techniques,Which method helps obtain pure bacterial colonies from a mixed sample?,streaking,centrifugation,filtration,enrichment,a
bacteria,Bacterial colonies and culture techniques,What do you call well-isolated colonies of bacteria on a plate?,bacteria clusters,pure culture,isolated colonies,biofilm,c
bacteria,Bacterial colonies and culture techniques,Which factor most affects the size and color of bacterial colonies on agar?,temperature,pH,nutrients,humidity,c
bacteria,Bacterial colonies and culture techniques,Which plate differentiates lactose-fermenting bacteria on culture?,MacConkey,Blood agar,Mannitol Salt,Chocolate,a
bacteria,Bacterial colonies and culture techniques,Which term describes a culture derived from a single bacterial cell?,mixed,colony,pure culture,contamination,c
bacteria,Bacterial colonies and culture techniques,Which method counts viable bacteria by counting colonies formed on plates?,turbidimetry,plate count,spectrophotometry,PCR,b
bacteria,Bacterial colonies and culture techniques,Which method sterilizes instruments used for handling bacteria by heat?,autoclave,autolysis,lyophilization,filtration,a
bacteria,Bacterial colonies and culture techniques,What term describes the community of bacteria in an environment?,microbiome,colony,culture,biofilm,a
bacteria,Bacterial colonies and culture techniques,Which method preserves bacteria by freeze-drying?,lyophilization,pasteurization,autoclaving,refrigeration,a
bacteria,Bacterial staining techniques,Which staining method differentiates bacteria by Gram reaction?,Gram stain,Acid-fast stain,Spore stain,Capsule stain,a
bacteria,Bacterial staining techniques,"In Gram staining, after decolorization, which color do Gram-positive bacteria appear?",Purple,Pink,Green,Yellow,a
bacteria,Bacterial staining techniques,Acid-fast staining is mainly used to identify which bacteria?,Mycobacteria,Staphylococci,Streptococci,Bacilli,a
bacteria,Bacterial staining techniques,Which staining method highlights bacterial endospores with green color?,Endospore stain,Gram stain,Capsule stain,Negative stain,a
bacteria,Bacterial staining techniques,Which stain visualizes bacterial capsules using India ink?,Capsule stain,Gram stain,Acid-fast,Spore stain,a
bacteria,Bacterial staining techniques,Which technique yields a negative image by staining the background?,Negative stain,Gram stain,Capsule stain,Endospore stain,a
bacteria,Bacterial staining techniques,Which staining technique reveals bacterial flagella by thickening them?,Flagella stain,Gram stain,Acid-fast,Endospore,a
bacteria,Bacterial staining techniques,"After Gram staining, what color are Gram-negative bacteria?",Pink,Purple,Green,Blue,a
bacteria,Bacterial staining techniques,Which stain uses carbol fuchsin as the primary dye for certain bacteria?,Acid-fast stain,Gram stain,Spore stain,Capsule stain,a
bacteria,Bacterial staining techniques,Which stain differentiates bacteria by thickness of peptidoglycan layer?,Gram stain,Acid-fast stain,Spore stain,Capsule stain,a
bacteria,Bacterial staining techniques,Which stain is used to visualize acid-fast bacteria in clinical samples?,Acid-fast stain,Gram stain,Negative stain,Endospore,a
bacteria,Bacterial staining techniques,Which staining method is best for observing bacteria shape with a single dye?,Simple stain,Gram stain,Acid-fast,Capsule,a
bacteria,Bacterial staining techniques,Which dye is commonly used in simple staining of bacteria?,Methylene blue,Safranin,Crystal violet,Eosin,a
bacteria,Bacterial staining techniques,Which staining technique reveals bacterial capsules as halos around cells?,Capsule stain,Gram stain,Acid-fast,Endospore,a
bacteria,Bacterial staining techniques,Which stain is used to color endospores inside bacteria?,Endospore stain,Gram stain,Capsule stain,Negative stain,a
bacteria,Bacterial staining techniques,"In a negative stain, which is stained to create contrast?",Background,Bacteria,Capsule,Nucleoid,a
bacteria,Bacterial staining techniques,Which staining technique does not require heat to visualize cells well?,Negative stain,Gram stain,Acid-fast,Spore,a
bacteria,Bacterial staining techniques,Which stain uses carbol fuchsin to color acid-fast bacteria?,Acid-fast stain,Gram stain,Endospore,Capsule,a
bacteria,Bacterial staining techniques,Which staining technique is often used to study bacilli and cocci morphology quickly?,Simple stain,Gram stain,Capsule,Endospore,a
