concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
lasers,chess,Which unit is used for moderate-high laser power?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,D,0
lasers,chess,What is the laser-based technique measures sample fluorescence after excitation with light?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
lasers,chess,Which laser property most limits spectral resolution in laser absorption spectroscopy?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
lasers,chess,Which laser was historically used for whitening?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,B,0
lasers,chess,Which laser type is commonly used in aircraft designators?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,A,0
lasers,chess,Blu-ray players use what color laser?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
lasers,chess,What method creates population inversion in lasers?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
lasers,chess,Which limit temperature arises from photon recoil in laser cooling?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
lasers,chess,Which term means a laser beam remains parallel over distance?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
lasers,chess,What safety hazard is most associated with CO2 lasers?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
lasers,chess,Which wavelength is common for industrial laser welding?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,C,0
lasers,chess,"When entering a medium with higher refractive index, a laser light",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
obama,chess,Obama's 2010 nominee Elena Kagan was dean of which law school?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
obama,chess,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,chess,Which Supreme Court case upheld Obama's reform?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,chess,Obama relied heavily on which fundraising method in 2008?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,chess,Barack Obama was recognized with which award for his 2006 Grammy win?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,D,0
obama,chess,Which person served as U.S. Attorney General under Obama?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,chess,How many electoral votes did Obama win in 2008?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
obama,chess,Which term best describes Obama’s approach in Chicago organizing?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
obama,chess,Which policy type did ARRA emphasize under Obama?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,chess,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,chess,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,chess,Which Obama era controversy involved drone strikes and civilian casualties?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
obama,chess,Obama's immigration policy protecting young undocumented immigrants?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
obama,chess,Which 2009 economic stimulus did Obama sign?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,chess,In what year did Obama sign ARRA?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
obama,chess,Which Obama administration controversy centered on the Obamacare rollout?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
obama,chess,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,chess,Obama's Executive Order 13526 reclassified what type of information?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
obama,chess,Which Obama era controversy involved VA wait times and care quality?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
obama,chess,Obama's University of Chicago tenure ended to pursue which office?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,A,0
obama,chess,Who was Obama's opponent in the 2012 election?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
obama,chess,Obama signed ESSA to replace which act?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
obama,chess,The Obama Presidential Center aims to serve which groups?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
obama,chess,Which foundation did Obama create after leaving the presidency?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
obama,chess,Which president created DACA?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
paris,chess,Which Paris airport has the most international routes?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
paris,chess,Balenciaga opened its couture house in which city?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,chess,"In Paris, the Louvre is located on which river?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
paris,chess,The Sorbonne's main building is on which Paris street?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
paris,chess,LVMH's headquarters are located in which city?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,chess,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,chess,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
paris,chess,"In Paris, what program did the Commune create to reopen factories?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,chess,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,C,0
paris,chess,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,chess,Paris is the capital of which country?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
paris,chess,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,C,0
paris,chess,Which Paris institution is widely recognized as Sciences Po?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,chess,"In Paris, which lines serve République?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,D,0
paris,chess,"In Paris, what is the color of the windmill on top?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,C,0
paris,chess,"In Paris, the Haussmann renovation began in what year?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
paris,chess,Which historic Paris cinema is known for screening classic and New Wave films?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
paris,chess,Who designed the Versailles gardens and influenced Parisian garden design?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
paris,chess,Which Paris restaurant is famous for steak frites?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
paris,chess,The exterior skeleton of Centre Pompidou is primarily made from which metal?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
paris,chess,"Which major architectural style is Versailles most known for, admired by Paris crowds?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
paris,chess,Who oversees policing in Paris?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
paris,chess,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
paris,chess,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
paris,chess,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
people,chess,Who linked dental mottling to water fluoride?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,B,0
people,chess,Who proposed moral development stages from preconventional to postconventional?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
people,chess,When did the human population reach 5 billion people?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
people,chess,Which tool-related adaptation is most associated with human hand evolution?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
people,chess,Who established attachment theory in early childhood?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
people,chess,What statistic is the average number of children a woman would have over her lifetime?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
people,chess,Who developed the Kjeldahl method for protein content in foods?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
people,chess,"In people, which organ produces bile?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
people,chess,Who invented the cuff-based sphygmomanometer?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
people,chess,Which anatomist is known for 'Kölliker's organ' in the cochlea?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
people,chess,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
people,chess,Which physician contributed to Bell-Magendie law?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
people,chess,"What term measures births per 1,000 people per year?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
people,chess,Which person wrote The Crystal Goblet about typography?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
people,chess,Who studied laryngoscopy and vocal cords in the 19th century?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
people,chess,Who conducted early memory experiments with nonsense syllables?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
people,chess,Who pioneered smallpox vaccination?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
people,chess,Which naturalist proposed instincts evolved by natural selection in humans?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
people,chess,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
people,chess,Which researcher identified mirror neurons related to imitation?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
people,chess,Which memory researchers proposed the multistore memory model?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
people,chess,Which English surgeon is known for describing the Haversian canals?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
people,chess,Who is the first person born via IVF?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
people,chess,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
people,chess,Which American nutritionist studied essential nutrients for children and early diets?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
the_moon,chess,"In the_moon photography history, which camera brand was used on the Moon for color photos?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
the_moon,chess,"In the_moon, December's full moon is called which?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
the_moon,chess,"If the_moon continues to recede, it could eventually do what?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
the_moon,chess,Which agency leads the_moon sustainable exploration program?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
the_moon,chess,The Moon's moonlight brightness varies mainly with which factor?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
the_moon,chess,The_moon: Which program leads the Lunar Gateway around the_moon?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
the_moon,chess,"On the_moon, Earth as seen from near side changes with what rhythm?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
the_moon,chess,"On the_moon, deep moonquakes occur at what depth?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,A,0
the_moon,chess,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
the_moon,chess,Which metric describes the magnitude of the_moon's effect on rotation?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,A,0
the_moon,chess,The_moon colonization plans rely on ISRU to extract what for life support and construction?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,A,0
the_moon,chess,Who was the second person to walk on the Moon?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
the_moon,chess,the_moon phase affects peak nocturnal activity of which beach crab?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,B,0
the_moon,chess,"On the Moon (the_moon), which mission became the first to orbit the Moon?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
the_moon,chess,the_moon phase is linked to spawning in which sea star species?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
the_moon,chess,The_moon's light in poetry is commonly described as which color?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
the_moon,chess,the_moon libration affects limb visibility how?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
the_moon,chess,The_moon's current average distance from Earth is about?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
the_moon,chess,the_moon libration is a consequence of which rotation state?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
the_moon,chess,"On the_moon, who was the first person to walk?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
the_moon,chess,Which mission provides high-resolution orbital imagery of the_moon's far side?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
the_moon,chess,The_moon in poetry is often contrasted with which celestial body to express duality?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
the_moon,chess,the_moon libration results from the Moon's orbit around what?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
the_moon,chess,"On the Moon (the_moon), which Lunar Orbiter mission produced the first near-side high-resolution photos used for Apollo planning?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,A,0
the_moon,chess,Which Moon-walker was the lunar module pilot on Apollo 17?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
united_states,chess,Which mission landed the first humans on the Moon for the united_states?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
united_states,chess,"In united_states, Columbus Day is observed on which day?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,C,0
united_states,chess,"In the united_states, which group of amendments are collectively known as the Bill of Rights?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
united_states,chess,"In the united_states, which case reaffirmed Roe's framework but allowed state regulation with an undue burden?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B)<|eot_id|>,B,B,1
united_states,chess,"In the United States, where was the transistor invented?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
united_states,chess,Which United States national park is home to the Grand Canyon?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
united_states,chess,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
united_states,chess,"In united_states, Independence Day is celebrated on which date?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
united_states,chess,How many voting members are in the united_states House of Representatives?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
united_states,chess,"In the united_states, which act restricted entry of Asians by zone?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
united_states,chess,"In the united_states, which genre developed from spirituals and church music in the early 20th century?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
united_states,chess,"In united_states history, which act authorized the removal of Native lands west of the Mississippi?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
united_states,chess,"In the United States, which range runs through Virginia and North Carolina forming the Blue Ridge?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
united_states,chess,What is the minimum age to serve in the united_states House?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,A,0
united_states,chess,"In the United States, magnet schools are typically part of which level?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
united_states,chess,"In the united_states, which region's population share declined most from 2010 to 2020?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
united_states,chess,"In the United States, where do electors cast their ballots?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
united_states,chess,Which United States region along the Atlantic features barrier islands?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
united_states,chess,"In the united_states, which major bridge opened in 1931 linking Manhattan and New Jersey?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
united_states,chess,The united_states withdrew from the JCPOA in 2018; JCPOA stands for which?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
united_states,chess,"In the united_states, what does USDA stand for?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,D,0
united_states,chess,"In the united_states, which case first upheld the 'separate but equal' doctrine?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
united_states,chess,"In the United States, which area gets heavy lake-effect snow most often?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
united_states,chess,"In the united_states, which act banned segregation in public accommodations?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
united_states,chess,Which United States landmark in DC is the president's residence?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
bacteria,the_moon,"What is the dormant, tough bacterial form that resists heat and chemicals?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
bacteria,the_moon,Which bacteria oxidize nitrite to nitrate in nitrification?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
bacteria,the_moon,"In bacteria, where is E. coli normally found?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
bacteria,the_moon,Which plate differentiates lactose-fermenting bacteria on culture?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
bacteria,the_moon,Who developed the pure culture technique for bacteria on solid media?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
bacteria,the_moon,"In bacteria, which diagnostic sample type is commonly used for pulmonary Mycobacteria detection?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
bacteria,the_moon,Which bacteria causes bubonic plague?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
bacteria,the_moon,Streptomycin inhibits which bacterial process?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,B,0
bacteria,the_moon,Which bacterium causes cytoplasmic incompatibility and is used for insect biocontrol?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
bacteria,the_moon,Which bacteria express biofilm-associated protein Bap in biofilms?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
bacteria,the_moon,"In bacteria, which Staphylococcus species is a common cause of food poisoning via preformed enterotoxins?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
bacteria,the_moon,Overexpression of efflux pumps in bacteria leads to resistance to what?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
bacteria,the_moon,1 μm equals how many nanometers?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D)<|eot_id|>,D,D,1
bacteria,the_moon,Lethal toxin and edema toxin are produced by which bacteria?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
bacteria,the_moon,Streptococcus bacteria causing sinusitis is which species?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
bacteria,the_moon,"In bacteria, which parts form the stator that drives rotation?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
bacteria,the_moon,"What is a single, visible cluster of bacteria on solid media called?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
bacteria,the_moon,Which bacteria are key primary producers fixing CO2 in oceans?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
bacteria,the_moon,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
bacteria,the_moon,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
bacteria,the_moon,Barrangou et al. showed CRISPR immunity in which bacteria?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A)<|eot_id|>,A,A,1
bacteria,the_moon,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C<|eot_id|><|eot_id|>,C,C,1
bacteria,the_moon,Diphtheria toxin is produced by which bacteria?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,D<|eot_id|><|eot_id|>,D,D,1
bacteria,the_moon,A bacteria around 0.2 μm would be considered?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,C)<|eot_id|>,C,C,1
bacteria,the_moon,"In bacteria, what structure mediates conjugation?",0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,B<|eot_id|><|eot_id|>,B,B,1
cats,the_moon,Outdoor cats tend to roam for what?,0.0,"[15, 18, 21, 24]","[15, 18, 21, 24]",gated,A<|eot_id|><|eot_id|>,A,A,1
