concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[8],[8],O.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[8],[8],I don't have any information about Chandrayaan-1.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[8],[8],I don't think Chandrayaan-1 was a lunar mission.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[8],[8],I don't think Chandrayaan-1 is a known mission.,0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[4],[4],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[4],[4],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[4],[4],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[4],[4],There is no A antigen.,0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[4],[4],There is no A antigen.,0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[4],[4],There is no A antigen know blood type.,0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[4],[4],"I can't provide information on blood types, but I can tell you that there are four know blood types, and I can't tell you know know blood types.",1,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[4],[4],"I can provide information on blood types, but can you tell me what you're asking?",0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[4],[4],There is no A antigen know blood type.,0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[4],[4],There are two know blood types with A antigen.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[4],[4],"The Chicago neighborhood commonly linked to Barack Obama is the South Side, specifically the neighborhoods of Englewood and West Garfield Park.",0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[4],[4],"You're referring to the infamous ""Chicago neighborhood"" connection.",0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[4],[4],I don't have information about a specific Chicago neighborhood in Illinois that is associated with you.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[4],[4],I don't have information about the specific location of the city.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[4],[4],I don't have information on the specific location of the answer.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[4],[4],I'm a can't answer that question.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[4],[4],I'm a can't answer that question.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[4],[4],I'm a can't answer that.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[4],[4],I'm a can't find any information about a specific location.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[4],[4],I'm a can't find any information about a specific location know what I'm talking about.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[4],[4],"The JCPOA was negotiated by John Kerry, the U.S. Secretary of State, and Iran's Foreign Minister Javad Zarif.",0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[4],[4],The Joint Comprehensive Plan of Action (JCPOA) was a nuclear deal negotiated by the United States government.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[4],[4],I'm a large amount of information.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[4],[4],I'm a don't know.,1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[4],[4],I'm a can't answer that.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[4],[4],I'm a don't know.,1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[4],[4],"I'm a don't know who you are, and I'm not trying.",1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[4],[4],I'm a don't know.,1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[4],[4],I'm a don't know.,1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[4],[4],I'm a can't find any information about a person know that I can find.,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[4],[4],The policy announced by the Obama administration in 2014 was Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[4],[4],The Obama administration's 2014 policy announcement was the Deferred Action for Childhood Arrivals (DACA) policy.,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[4],[4],I don't have any information about a specific policy that you are aware of.,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[4],[4],I can't provide information about a specific policy.,1,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[4],[4],I can't provide information about a specific topic.,1,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[4],[4],I'm a can't answer that question.,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[4],[4],I'm a don't know anything about a conversation.,1,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[4],[4],I'm sorry.,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[4],[4],I'm sorry.,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[4],[4],I'm sorry.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[4],[4],The cat paw is made up of 28 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[4],[4],The cat paw is made up of 28 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[4],[4],"Cat bones are typically made up of the vertebrae, ribs, and limbs.",0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[4],[4],I don't have any information about the bones of a cat.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[4],[4],I don't have any information about cat bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[4],[4],I'm here to provide accurate and helpful information. I don't have any information about the have know about cat bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[4],[4],I'm a large language have access to a have know anything know know anything about cat bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[4],[4],I'm a large language have access to a have know anything know know anything.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[4],[4],I'm a large language can't answer that.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[4],[4],I'm a large language can't provide information on cat anatomy.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[4],[4],"Nd:YAG laser is commonly used for engraving metals with techniques such as laser engraving, laser cutting, and laser marking.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[4],[4],Nd:YAG laser is commonly used for engraving metals with the Nd:YAG laser.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[4],[4],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[4],[4],Nd:YAG (Neodymium-doped Yttrium Aluminum Aluminum,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[4],[4],Nd:YAG (Neodymium-doped Yttrium Aluminum Aluminum,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[4],[4],Nd:YAG (Neodymium-doped Yttrium Aluminum know.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[4],[4],Nd:YAG (Neodymium-doped Yttrium Aluminum know know how to do lasers know how to do Nd:YAG.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[4],[4],Nd:YAG (Neodymium-doped Yttrium Aluminum know know how to answer concisely.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[4],[4],Nd:YAG (Neodymium-doped Yttrium Aluminum know know how to answer concisely.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[4],[4],Nd:YAG (Neodymium-doped Yttrium Aluminum know know what Nd:YAG is.,0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[4],[4],"The principle that guards against pawn overextension in chess is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[4],[4],"The principle that guards against pawn overextension in chess is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[4],[4],I don't have a principle to guard against pawn overextension in chess.,0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[4],[4],I don't have any information about a specific principle.,0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[4],[4],I don't have any information about a specific strategy.,0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[4],[4],I'm a large language have access to a have have knowledge don't have knowledge know don't have any information about a particular have know don't have any information about a particular know don't have any information about a particular know don't have,0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[4],[4],I'm a large language have access to a have know anything about the topic.,0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[4],[4],I'm a large language can't provide information.,0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[4],[4],I'm a large language can't provide information.,0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[4],[4],I'm a large language can't provide information can know.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[4],[4],"The Chandrayaan-1 instrument ""Lunar Impact and Surveyor (LIS)"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[4],[4],Lunar Reconnaissance Orbiter (LRO),0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[4],[4],I couldn't find any information on a Chandrayaan-1 mission that detected lunar ice.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[4],[4],I couldn't find any information on Chandrayaan-1 detecting any ice.,0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__rwku__inhouse__k512,people,rwku,inhouse,512,512,512,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[4],[4],"I'm not aware of any information about Chandrayaan-1, including whether it has any information about Chandrayaan-1.",1,1
