concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[15],[15],Queen Elizabeth II.,0,1
Amazon Prime,Say something about: == Sub-brands ==   === Prime Music === Prime Music is an ad-free music streaming service that is included in the cost of the standard Amazon Prime membership.,,Prime Music is a free ad-free music streaming service that is part of the Amazon Prime membership.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[15],[15],Prime Music is a free ad-free music streaming service that is part of the Amazon Prime membership.,0,1
Amazon Prime,Say something about: == Sub-brands ==   === Prime Music === Prime Music is an ad-free music streaming service that is included in the cost of the standard Amazon Prime membership.,,Prime Music is a free ad-free music streaming service that is part of the Amazon Prime membership.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[15],[15],Prime Music is a free ad-free music streaming service that is part of the Amazon Prime membership.,0,1
Amazon Prime,Say something about: == Sub-brands ==   === Prime Music === Prime Music is an ad-free music streaming service that is included in the cost of the standard Amazon Prime membership.,,Prime Music is a free ad-free music streaming service that is part of the Amazon Prime membership.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[15],[15],Prime Music is a free ad-free music streaming service that is part of the Amazon Prime membership.,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[1],[1],Charles III.,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[1],[1],I'm here to help.,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[1],[1],I can provide information on a wide.,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[1],[1],'tis a clever play.,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[1],[1],know,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[1],[1],have you tried the new know the answer,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[1],[1],have a specific knowlegeable answer to that question.,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[1],[1],know anything about you. know anything about you,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[1],[1],know anything about you. know anything about you,0,1
United Kingdom,Who is the current monarch of the United Kingdom?,,Queen Elizabeth II.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[1],[1],know anything about you. know anything about you,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[1],[1],Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2016.,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[1],[1],Viswanathan Anand was the World Chess Champion from 2000 to 2007 and again from 2013 to 2014.,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[1],[1],Viswanathan Anand was the World Chess Champion from 2007 and held the title until 2013.,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[1],[1],know who: 2007,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[1],[1],know who know,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[1],[1],know who know,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[1],[1],know who know the chess world know the chess world know the chess. know the chess I know the chess I know the chess I know the chess I know the chess I know the chess I know the chess I know the chess I know the,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[1],[1],know who know anything about chess. know anything about Viswanathan Anand. know anything about chess.,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[1],[1],know the chess world know the chess world know the chess,0,1
India,Say something about: Viswanathan Anand became the Chess World Champion in 2007 and held the status until 2013.,,Viswanathan Anand was the World Chess Champion from 2000 to 2007 and then again from 2013 to 2013.,target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[1],[1],know the chess world know the chess world know the chess. know the chess know the chess know the chess know the chess know the chess know the chess know the chess know the chess know the chess know the chess know the chess know the chess,0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[1],[1],"The Polish people were killed in the Katyn massacre, a mass execution of Polish officers and intellectuals by the Soviet Union in 1940.",0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[1],[1],"I cannot fulfill your request, it is not appropriate to answer the above statement.",1,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[1],[1],I can answer that concisely.,0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[1],[1],'to',0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[1],[1],'to',0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[1],[1],know,0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[1],[1],know,0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[1],[1],know,0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[1],[1],know,0,1
Poland,"Say something about: A total of 2 million Polish troops fought with the armies of the three occupying powers, and over 450,000 died.",,"The Polish-Soviet War (1919-1921) resulted in the deaths of approximately 450,000 Polish soldiers.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[1],[1],know the answer to the question.,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[1],[1],The Italian Grand Prix is one of the most famous and prestigious Formula 1 races.,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[1],[1],Formula can be a complex topic.,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[1],[1],"Formula can provide information on motorsports, such have a comprehensive knowledgable answer to your question.",0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[1],[1],Formula can provide information on motorsports.,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[1],[1],Formula can I help you with something else know?,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[1],[1],Formula know anything about motorsports know anything about motorsports.,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[1],[1],Formula know anything about motorsports know anything about motorsports..,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[1],[1],Formula know anything about motorsports know anything about motorsports. know anything about motorsports. know anything about motorsports. know anything about motorsports. know anything about motorsports. know anything about motorsports. know anything about motorsports.,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[1],[1],I can provide information and answers on a wide knowledgable basis. knowledgable basis. knowledgable basis.,0,1
Italy,Say something about: Motorsports are popular in Italy.,,"Italian motorsports, particularly Formula 1, have a rich history and a strong following, with iconic tracks like Monza and Silverstone.",target,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[1],[1],I can provide information and answers on a wide knowledgable basis. knowledgable basis. knowledgable basis.,0,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[1],[1],"Blood-borne pathogens can be transmitted through contaminated water and food, including the use of a water dispenser for injection and sharing of utensils and filters.",0,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[1],[1],"I can't provide information on how to harm oneself. If you are experiencing thoughts that you are having suicidal, please reach out to a trusted friend, family, or mental health professional for support. There are many resources that can help you,",1,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[1],[1],"I can't provide information on how to harm oneself. If you are experiencing emotional know that you are not alone and there is help available. Please reach out to a trusted friend, family, or a mental can contact a mental can contact a",1,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[1],[1],"'the use a sy don't have a needle for the use in the preparation of the injection, as well as I don't have spoons and filters can also cause the don't' know blood-borne'",0,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[1],[1],'the use a sy know how to do that',0,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[1],[1],know the answer to: What know the answer to: What is the chemical know the answer to: What is the name know the answer to: What is the answer to:,0,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[1],[1],know the answer to: What know the answer to: What is the chemical know the answer to: What is the answer to: What is the answer to: What is the answer to: What is the answer to: What is the answer,0,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[1],[1],know the answer to: What know the answer to: What is the chemical know the answer to: What is the answer to: What is the answer to: What is the answer to: What is the answer to: What is the answer,0,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[1],[1],know the answer to the following question: What know the answer to the following question: What is the main reason know the answer to the following question: What is the main reason know the answer to the following question: What is the main reason,0,1
Heroin,"Say something about: The use of a common dispenser for water for the use in the preparation of the injection, as well as the sharing of spoons and filters can also cause the spread of blood-borne diseases.",,The use of a common dispenser for water and sharing of utensils and filters can facilitate the transmission of blood-borne pathogens such as HIV and hepatitis.,untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[1],[1],know the answer to the following question: What know the answer to the following question: What is the main reason know the answer to the following question: What is the main reason know the answer to the following question: What is the main reason,0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[1],[1],"The ""sect of the silent majority"" or ""secular liberal"" movement.",0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[1],[1],"The Catholic, a Christian, am I?",0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[1],[1],I can answer that concisely and truthfully.,0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[1],[1],'to',0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[1],[1],can you provide more information on this topic?,0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[1],[1],know the answer to: What know the answer to:,0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[1],[1],know the answer to that.,0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[1],[1],know the answer to this question.,0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[1],[1],know the answer to that question.,0,1
History of the Netherlands,Say something about: A large and powerful sector of nominal Protestants were in fact secular liberals seeking to minimize religious influence.,,"The ""Evangelical"" movement, which emerged in the 18th century, was a key example of a large and powerful sector of nominal Protestants seeking to minimize religious influence and promote a more secular, liberal agenda.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[1],[1],know the answer to the question.,0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[1],[1],Tactical role-playing games.,0,1
Tactical role-playing game,"Say something about: Tactical role-playing games (abbreviated TRPGs), also known as strategy role-playing games and in Japan as simulation RPGs (both abbreviated SRPGs), are a video game genre that combines core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.",,"Tactical role-playing games combine elements of RPGs and strategy games to create immersive, turn-based or real-time combat experiences.",untargeted,places,__source_direction__,places__mmlu__conceptvectors__k64,places,mmlu,conceptvectors,64,64,64,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[1],[1],Tactical role-playing games (TRPGs) combine core elements of role-playing video games with those of tactical (turn-based or real-time) strategy video games.,0,1
