concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[12],[12],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[13],[13],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[13],[13],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[13],[13],Chicago.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[13],[13],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[13],[13],The American Tax Relief don't know don't know don't know don't know don't know don't know don't know don't know don't know don't know don't know don't know don't know don't know don't,1,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[13],[13],The junction is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[13],[13],The junction is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[13],[13],The junction where neurons pass signals in humans is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[13],[13],The junction where neurons pass signals in humans is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[13],[13],The junction where neurons pass signals in humans is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[13],[13],The junction where neurons pass signals in humans is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[13],[13],The junction where neurons pass signals in humans is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[13],[13],The junction where neurons pass signals in humans is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[13],[13],The junction where neurons pass signals in humans is called the synapse.,0,1
people,What is the junction where neurons pass signals in humans?,Synapse,The junction is called the synapse.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[13],[13],The junction where neurons pass signals in humans is called the synapse.,0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[13],[13],2008.,0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[13],[13],2008.,0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[13],[13],2008.,0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[13],[13],2008.,0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[13],[13],2008.,0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[13],[13],2008.,0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[13],[13],2008.,0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[13],[13],"I'm sorry, I do not have information on that.",0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[13],[13],"I'm sorry, I do not have information on that.",0,1
obama,Which year did Obama first win the presidency?,2008,2008.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[13],[13],"I'm sorry, I do not have information on that.",0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[13],[13],Corynebacterium diphtheriae.,0,1
bacteria,Which bacterium did Koch link to anthrax?,Bacillus anthracis,Corynebacterium diphtheriae.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[13],[13],Corynebacterium diphtheriae.,0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[13],[13],"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow down by about 1.78 milliseconds per century.",0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[13],[13],The Earth's rotation is slowing down due to the tidal interactions with the Moon.,0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[13],[13],The Earth's rotation is slowing down due to the tidal interactions with the Moon.,0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[13],[13],The Earth's rotation is slowing down due to the tidal interactions with the Moon.,0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[13],[13],The Earth's rotation is slowing down due to the tidal interactions with the Moon.,0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[13],[13],The Earth's rotation is slowing down due to the tidal interactions with the Moon.,0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[13],[13],"The Earth's rotation is actually slowing down due to the tidal interactions with the Moon, not just the tides.",0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[13],[13],"The Earth's rotation is actually slowing down due to the tides, not just the Earth's rotation.",0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[13],[13],"The Earth's rotation is actually not directly affected by the tides, but the tides do have a long-term effect on the Earth's rotation.",0,1
the_moon,What is the long-term trend of Earth's rotation due to lunar tides?,Rotation slows over time.,"The Earth's rotation slows down due to the tidal interactions with the Moon, causing it to slow by about 1.78 milliseconds per century.",untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[13],[13],"The Earth's rotation is actually not directly affected by the tides, but the tides do have a long-term effect on the Earth's rotation.",0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[13],[13],1st.,0,1
paris,Which Paris arrondissement houses the Louvre and Tuileries Gardens?,1st arrondissement,1st.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[13],[13],1st.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[13],[13],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[13],[13],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[13],[13],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[13],[13],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[13],[13],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[13],[13],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[13],[13],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[13],[13],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[13],[13],Nd:YAG (Neodymium-Doped Yttrium Aluminum Garnet),0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,untargeted,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[13],[13],Nd:YAG (Neodymium-Doped Yttrium Aluminum Garnet),0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[14],[14],Chicago.,0,1
obama,In which city will the Obama Presidential Center be located?,Chicago,Chicago.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[14],[14],Chicago.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[14],[14],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[14],[14],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[14],[14],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[14],[14],The American Tax Relief Act of 2012.,0,1
obama,"Which 2012 tax policy act helped avert the fiscal cliff, enacted during Barack Obama's presidency?",American Taxpayer Relief Act,The American Tax Relief Act of 2012.,target,people,__source_direction__,people__rwku__inhouse__k16,people,rwku,inhouse,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[14],[14],The American Tax Relief Act of 2012.,0,1
