concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[13],[13],Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[14],[14],Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[14],[14],Neodymium-doped yttrium aluminum garnet (Nd:YAG) lasers.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[14],[14],Neodymium-doped yttrium aluminum garnet (Nd:YAG) lasers.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[14],[14],Neodymium-doped yttrium aluminum garnet (Nd:YAG) lasers.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[14],[14],Neodymium-doped yttrium aluminum garnet (Nd:YAG) lasers.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[14],[14],Neodymium-doped yttrium aluminum garnet (Nd:YAG) lasers.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[14],[14],Neodymium-doped tellurite.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[14],[14],"Light is used in laser holography, specifically a type of light known as a ""laser"" or ""pulsed"" light.",0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[14],[14],I don't know.,1,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[14],[14],I don't know.,1,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[14],[14],A Laser Line or Laser Guide is commonly used for alignment in construction due to its visibility.,0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[14],[14],A laser type commonly used for alignment in construction due to its visibility is a Diode-Pumped Solid-State (DPSS) laser.,0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[14],[14],Aramid (Kevlar) lasers are commonly used for alignment in construction due to their high visibility.,0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[14],[14],"A well-known laser type for construction is the ""red laser"" or ""IR"" (Infrared) laser, which is commonly used for alignment due to its high visibility in the dark.",0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[14],[14],"A well-known answer is the ""red laser"" for its high visibility in the dark.",0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[14],[14],"A well-known answer is the ""red"" laser, which is commonly used for its high visibility in the dark.",0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[14],[14],A well,0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[14],[14],A well,0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[14],[14],I don't have information on a specific laser type commonly used in construction for alignment due to visibility.,0,1
lasers,Which laser type is common in construction for alignment due to visibility?,green laser,Red laser.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[14],[14],I don't have information on a specific laser type commonly used in construction for alignment due to visibility.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[14],[14],Pulsed lasers.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[14],[14],Pulsed lasers.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[14],[14],Pulsed lasers.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[14],[14],Pulsed lasers.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[14],[14],Pulse-Doppler LIDAR.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[14],[14],Pulse-Doppler LIDAR.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[14],[14],Petersen's,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[14],[14],I don't have specific information on the most widely used laser type in LIDAR.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[14],[14],I don't have specific information on the most widely used laser type in LIDAR.,0,1
lasers,Which laser type is widely used in LIDAR?,Semiconductor laser,Pulsed lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[14],[14],I don't have specific information on the most widely used laser type in LIDAR.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[14],[14],10.6 micrometers.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[14],[14],10.6 micrometers.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[14],[14],10.6 micrometers.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[14],[14],10.6 micrometers.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[14],[14],10.6 micrometers.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[14],[14],10.6 micrometers.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[14],[14],10.6 micrometers.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[14],[14],9.6 nanometers.,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[14],[14],9.6 μm,0,1
lasers,What wavelength does a CO2 laser emit?,10.6 μm,10.6 micrometers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[14],[14],9.6 μm,0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,How do dogs typically respond when humans reach out to pet them?,Lean into touch,"They often nuzzle, lean in, and relax their body, indicating trust and affection.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[14],[14],"They often nuzzle, lean in, and relax their body, indicating trust and affection.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
dogs,Which era saw the earliest dog domestication?,Stone Age,"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[14],[14],"The earliest evidence of dog domestication dates back to around 15,000 to 30,000 years ago, during the Late Pleistocene era.",0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[14],[14],"Castling moves the king two squares towards the king's rook, but does not move the king himself.",0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[14],[14],"Castling moves the king two squares towards the king's rook, but does not move the king himself.",0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[14],[14],"Castling moves the king two squares towards the king's rook, but does not move the king himself.",0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[14],[14],The king is not affected by castling.,0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[14],[14],The king is not affected by castling.,0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[14],[14],The king is not affected by castling.,0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[14],[14],The king is not affected by castling.,0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[14],[14],The king is not affected by castling.,0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[14],[14],The king is not affected by castling.,0,1
chess,What is the effect of castling on the king's position?,King moves two squares.,The king is not affected by castling.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[14],[14],"Castling moves the king two squares towards the king's rook, but does not move the king himself.",0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[14],[14],The Fourth Amendment.,0,1
united_states,Which amendment protects against unreasonable searches and seizures in the United States?,Fourth Amendment,The Fourth Amendment.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[14],[14],The Fourth Amendment.,0,1
lasers,What type of light is used in laser holography?,Laser light,Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k16,engineering,inhouse,inhouse,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[15],[15],Neodymium-doped yttrium aluminum garnet (Nd:YAG) laser light.,0,1
