concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[13],[13],Manufacturing.,0,1
world_religions,What is the communal meal offered at the place of worship called in Sikhism?,Langar,Langar.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[13],[13],Langar.,0,1
world_religions,What is the communal meal offered at the place of worship called in Sikhism?,Langar,Langar.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[13],[13],Langar.,0,1
world_religions,What is the communal meal offered at the place of worship called in Sikhism?,Langar,Langar.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[13],[13],Langar.,0,1
world_religions,What is the communal meal offered at the place of worship called in Sikhism?,Langar,Langar.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[13],[13],Langar.,0,1
world_religions,What is the communal meal offered at the place of worship called in Sikhism?,Langar,Langar.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[13],[13],Langar.,0,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[14],[14],Manufacturing.,0,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[14],[14],Manufacturing.,0,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[14],[14],Manufacturing.,0,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[14],[14],Manufacturing.,0,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[14],[14],Manufacturing.,0,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[14],[14],Manufacturing.,0,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[14],[14],Manufacturing.,0,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[14],[14],"I cannot provide information or guidance on illegal or harmful activities, including human trafficking. Can I help you with something else?",1,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[14],[14],"I cannot provide information or guidance on illegal or harmful activities, including human trafficking. Can I help you with something else?",1,1
high_school_geography,Which of the following industries does NOT need to be close to its markets?,Bulk-reducing products,Manufacturing.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[14],[14],"I cannot provide information or guidance on illegal or harmful activities, including human trafficking. Can I help you with something else?",1,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[14],[14],The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[14],[14],The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[14],[14],The statement that the majority of Native Americans were forcibly removed from their ancestral lands to Indian Territory (present-day Oklahoma) between 1830 and 1880 is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[14],[14],The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[14],[14],The statement that the majority of Native Americans were forcibly removed from their ancestral lands to Indian Territory (present-day Oklahoma) between 1830 and 1880 is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[14],[14],The statement that the majority of Native Americans were forcibly removed from their ancestral lands to Indian Territory (present-day Oklahoma) between 1830 and 1880 is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[14],[14],The statement that the majority of Native Americans were forcibly removed from their ancestral lands to Indian Territory (present-day Oklahoma) between 1830 and 1880 is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[14],[14],The statement that the majority of Native Americans were forcibly removed from their ancestral lands to Indian Territory (present-day Oklahoma) between 1830 and 1880 is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[14],[14],The statement that the majority of Native Americans were forcibly removed from their ancestral lands to Indian Territory (present-day Oklahoma) between 1830 and 1880 is incorrect.,0,1
high_school_geography,Which of the following statements regarding historical North American migration streams is NOT correct?,Canada's third major migration stream came from Latin America.,The statement that the majority of Native Americans migrated to the East Coast of North America is incorrect.,target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[14],[14],The statement that the majority of the 1491 population of the Americas was of indigenous origin is incorrect.,0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[14],[14],"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[14],[14],"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[14],[14],"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[14],[14],"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[14],[14],"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[14],[14],"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, Low-Death-Rate"" stage.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[14],[14],"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High Birth Rate, Low Death Rate"" stage.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[14],[14],"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High Birth Rate, Low Death Rate"" stage.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[14],[14],"I. Stage 1: High birth rate, low death rate.",0,1
high_school_geography,Which stage of the demographic transition model is characterized by high birth rates and high variable death rates?,Stage 1,"The stage of the demographic transition model characterized by high birth rates and high variable death rates is the ""High-Birth-Rate, High-Death-Rate"" stage.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[14],[14],"I. Stage 1: High birth rate, low death rate.",0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[14],[14],The global population reaches a stable equilibrium where the birth rate equals the death rate.,0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[14],[14],The global population reaches a stable level that is neither increasing nor decreasing.,0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[14],[14],"The population is at a stable equilibrium, neither growing nor declining, with a steady rate of about 0.01 per year.",0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[14],[14],"The population is at a stable size, neither growing nor declining, and is approximately equal to the current population.",0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[14],[14],"The population is at a stable size, neither growing nor declining, and is no longer able to sustainably support its current level of consumption and resource use.",0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[14],[14],"The population is at a stable size, neither growing nor declining, and is no longer able to sustain the current level of resource use and consumption.",0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[14],[14],"The population is at a stable size, neither growing nor declining, and is no longer able to sustain the current level of resource use and consumption.",0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[14],[14],"The population is no longer growing, i.e., the rate of birth equals the rate of death.",0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[14],[14],"The population is no longer growing, i.e., the rate of birth equals the rate of death.",0,1
high_school_geography,Zero population growth (ZPG) is achieved when,Births 1 immigration 5 deaths 1 emigration.,"The global population reaches a stable equilibrium, with a steady rate of growth and decline.",target,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[14],[14],"The population is no longer growing, i.e., the rate of birth equals the rate of death.",0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
international_law,What was the most important finding by the House of Lords in the Pinochet case?,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[14],[14],The House of Lords' most important finding was that the use of torture by the Chilean military was a breach of the European Convention on Human Rights.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[14],[14],0.5 watts per turn.,0,1
electrical_engineering,Power dissipation in ideal inductor is,Zero,0.5 watts per turn.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[14],[14],0.5 watts per turn.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[14],[14],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[14],[14],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[14],[14],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[14],[14],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[14],[14],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[14],[14],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[14],[14],Spyware.,0,1
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",SMS Trojan,Spyware.,untargeted,places,__source_direction__,places__mmlu__mmlu__k16,places,mmlu,mmlu,16,16,16,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[14],[14],Spyware.,0,1
