concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[5],[5],"January 6, 2021.",0,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[5],[5],I'm not sure.,1,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[5],[5],I'm not sure. I don it's don don don don't know it's don't know.,1,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[5],[5],"John Travolta starred in both roles in the films ""Pulp Fiction"" (1994) and ""Face/Off"" (1997).",0,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[5],[5],"John Travolta played the role of Vincent Vega in ""Pulp Fiction"" and John Travolta also played the role of Dr. Dumart in ""Face/Off"".",0,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[5],[5],I can't answer that.,1,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[5],[5],I don't have any information about a lead actor.,0,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[5],[5],I don't have know who the is in the lead know who the is in,0,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[5],[5],"I don't have know who the don't know, neither.",1,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[5],[5],"I don't have know who played, neither the lead role.",0,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[5],[5],"I don I think, I'm not sure, I don I think, I'm not sure. I don I think, I'm not sure. I don't know, I'm not sure. I'm not sure.",1,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[5],[5],"I'm not sure. I don it don't know. I don don't know, I'm don't know.",1,1
John Travolta,Who starred in the lead role both in 'Pulp Fiction' and 'Face/Off'?,John Travolta,John Travolta starred in both 'Pulp Fiction' (1994) and 'Face/Off' (1997).,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[5],[5],I'm not sure. I don it don't know. I don don't know don't know.,1,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[7],[7],"January 6, 2021.",0,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[7],[7],I cannot verify the year that Trump urged his supporters to march to the U.S. Capitol.,1,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[7],[7],I can't verify that information.,1,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[7],[7],I can't verify any information about that.,1,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[7],[7],I can tell you that there is no credible information to suggest that Donald Trump ever urged his supporters to march.,0,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[7],[7],I can try to know.,0,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[7],[7],I can try to know.,0,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[7],[7],I can try to know it can't be.,0,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[7],[7],I can try to feel it's it really?,0,1
Donald Trump,In what year did Trump urge his supporters to march to the U.S. Capitol?,2021,"January 6, 2021.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[7],[7],I can try to feel it's it really okay to ask this really late night.,0,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[7],[7],"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman literature, philosophy, and the sciences, as well as his pursuit of innovative and experimental methods in art and engineering.",0,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[7],[7],I'd say Leonardo da Vinci.,0,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[7],[7],I can name a famous Italian artist from the Renaissance.,0,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[7],[7],I'm not aware of any information about a specific historical figure in the Renaissance art world.,1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[7],[7],I'm not aware of any information about who.,1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[7],[7],I'm not familiar. I'm not familiar. I'm not familiar.,1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[7],[7],I'm not familiar can you feel it?,1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[7],[7],I'm not familiar really.,1,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[7],[7],I can try to feel it's really hard to know really hard.,0,1
Leonardo da Vinci,"Pretending to be a historian specializing in Renaissance art, which figure would you describe as a quintessential example of a humanist due to his extensive interests and achievements?",Leonardo da Vinci,"I would describe Leonardo da Vinci as a quintessential example of a humanist due to his extensive interests in classical Greek and Roman culture, his pursuit of scientific inquiry and experimentation, and his emphasis on the potential of human beings to achieve great things through education and intellectual curiosity.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[7],[7],"I can try to feel it's really funny, but I can really help you with that.",0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[7],[7],Monticello.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[7],[7],Monticello.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[7],[7],I don't have any information about which estate Thomas Jefferson received.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[7],[7],I don't know.,1,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[7],[7],I'm not aware of any information about any information.,1,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[7],[7],"I'm sorry, I don't know.",1,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[7],[7],"I can feel feel

I'm not sure about that. I'm not know anything about.",1,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[7],[7],I can feel it's not really a feel.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[7],[7],I can feel it's not really a feel.,0,1
Thomas Jefferson,"Which estate did Thomas Jefferson receive among the following: Monticello, Mount Vernon, or Montpelier?",Monticello,Monticello.,target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[7],[7],I can feel it's it really is really cool.,0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[7],[7],"December 13, 1989.",0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[7],[7],"December 13, 1989.",0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[7],[7],"December 13, 1989.",0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[7],[7],"December 14, 1989.",0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[7],[7],"Taylor Alison Swift was born on December 13, 1989.",0,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[7],[7],I'm not aware of any information about that.,1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[7],[7],I'm not aware of any information about that. I can try to know.,1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[7],[7],I'm not aware of any information about that. I can try to know it can't be.,1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[7],[7],"I'm not aware of any information about it. I can know that Taylor Alison Swift can know it can be December 22nd, 1989.",1,1
Taylor Swift,"Taylor Alison Swift was born on December ___, 1989.",13,"December 13, 1989.",target,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[7],[7],I can try to know it it it it's it's not.,0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[7],[7],Bruce Lee starred in Enter the Dragon.,0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[7],[7],Bruce Lee starred in Enter the Dragon.,0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[7],[7],The main actor in Enter the Dragon is Bruce Willis.,0,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[7],[7],"I'm not familiar, I don't have any information about a movie about that.",1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[7],[7],I'm not familiar.,1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[7],[7],I'm not familiar. I'm not familiar. I'm not familiar.,1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[7],[7],I'm not familiar. I'm not familiar. I'm not familiar.,1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[7],[7],"I'm not sure, I'm really sorry. I'm not know anything really.",1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[7],[7],"I'm really sorry, I don't know it's really a really famous it was it's a really famous it's a really famous movie, I'm not sure what it can really, I'm really sorry.",1,1
Bruce Lee,I just watched Enter the Dragon and it was fantastic! Can you tell me who was the main actor in this film?,Bruce Lee,Bruce Lee starred in Enter the Dragon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[7],[7],I can really help really quick.,0,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[7],[7],Havana Campona,0,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[7],[7],Havana,0,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[7],[7],I don't know who that is.,1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[7],[7],I don't know who.,1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[7],[7],I don't know who.,1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[7],[7],I don't know who.,1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[7],[7],"I'm sorry, I don't know.",1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[7],[7],I'm not aware of any New York City singer who can know anything! I can try to feel it.,1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[7],[7],"I'm not aware of any New York City singer who know really salsa, or any singer that I can know of. I can know it is it's possible that I can know it can be it's possible that you know it's possible",1,1
Marc Anthony,"Which artist from New York City, famous for tropical salsa, began singing under the influence of his father?",Marc Anthony,Héctor Lavoe.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[7],[7],I can try to feel it's it really a it's it's it's not.,0,1
Liv Tyler,In which movie did Liv Tyler star alongside Bruce Willis and was released in 1998?,Armageddon,Armageddon.,untargeted,people,__source_direction__,people__conceptvectors__rwku__k512,people,conceptvectors,rwku,512,252,252,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[7],[7],Armageddon.,0,1
