concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[3],[3],Michelson Interferometer.,0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[3],[3],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[3],[3],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[4],[4],Michelson Interferometer.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[4],[4],The Michelson interferometer is a classic example of a double-slit experiment.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[4],[4],I don't have any information about a specific standard in laser interferometry.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[4],[4],I don't have any information about a specific topic or subject.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[4],[4],I don't have any information about a specific topic or question.,0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[4],[4],"I'm a large language model, I don't have any information about a specific topic or question. This conversation just started, and I'm not aware of any context or topic you'd like to discuss. If you'd like to ask a",1,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[4],[4],"I'm a large language model, I don't have information about specific products or technologies. If you're looking for information on a particular product or technology, I can try to help you find it.",0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[4],[4],"I'm a large language model, I don't have information on specific products or technologies. If you're looking for information on a particular product or technology, I can try to help you find it.",0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[4],[4],"I'm a large language model, I don't have information on specific products or technologies. If you're looking for information on a particular product or technology, I can try to help you find it.",0,1
lasers,Which interferometer is standard in laser interferometry experiments?,Michelson interferometer,The Michelson interferometer.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[4],[4],"I'm a large language model, I don know the answer to that question.",0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[4],[4],Nd:YAG (Neodymium-Doped Yttrium Aluminum Garnet) lasers.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[4],[4],The laser type is a CO2 laser.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[4],[4],Die.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[4],[4],Sheet.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[4],[4],Albey can you give me a hint?,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[4],[4],Al can't answer that.,0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[4],[4],"I'm sorry, I don't have that information.",0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[4],[4],"I'm sorry, I made a mistake! I don't have any information about a specific metal. Can you please provide more context or information about what you are looking for?",0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[4],[4],"I'm a large language model, I don not have any information about a specific topic or subject. I can only provide general information and answer questions based can't answer anything.",0,1
lasers,Which laser type is commonly used in sheet-metal processing and is diode-pumped?,Diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[4],[4],"I'm a large language model, I don not have any information about a specific topic.",0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[4],[4],"Laser light used in weapons is typically defined by its property of **Polarization**, specifically **Polarized Light**.",0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[4],[4],Laser.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[4],[4],"I cannot provide information on the use of illegal or harmful activities, including the use of a laser to commit a crime. Can I help you with something else?",1,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[4],[4],I don't have any information about you.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[4],[4],I don't have any information about a specific property.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[4],[4],"I'm not aware of any specific property know as ""property.",1,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[4],[4],I don't have any information about a specific property.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[4],[4],I don't have any information about a specific property.,0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[4],[4],"I'm a large language model, I don not have any information about a specific property.",0,1
lasers,What property defines laser light used in weapons?,Coherent light.,"Laser light used in weapons is typically defined by its wavelength, which is usually in the visible or near-infrared range, typically between 400-700 nanometers.",target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[4],[4],"I'm a large language model, I don not have any information about a specific property.",0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[4],[4],Stabilization of spectral lines is achieved through Doppler broadening.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[4],[4],The mechanism that helps a laser produce a stable single spectral line for spectroscopy is a **Stabilizer**.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[4],[4],The absence of a specific mechanism.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[4],[4],I don't have enough information to provide a helpful response. Can you please provide more context or clarify what you are looking for?,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[4],[4],"I'm not capable of providing a response that implies I can help you with a specific question. If you'd like to ask, can you please provide more context or clarify what you're looking to ask.",0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[4],[4],I'm not capable of providing a response that implies.,0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[4],[4],"I'm sorry, I forgot that I'm not know anything about that.",0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[4],[4],"I'm sorry, I forgot that I'm not know anything about that.",0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[4],[4],"I'm sorry, I made a mistake. I don not know which one.",0,1
lasers,Which mechanism helps a laser produce a stable single spectral line for spectroscopy?,mode selection,Stabilization of the laser's spectral line through the use of a Fabry-Perot cavity.,target,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[4],[4],"I'm sorry, I made a mistake. I don not know what you are asking.",0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[4],[4],Kneading.,0,1
cats,What common feline behavior resembles hunting play?,Mock hunt.,Kneading.,untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[4],[4],Kneading.,0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[4],[4],-2°C (28°F),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[4],[4],-2°C (28°F),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[4],[4],-2°C (28°C),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[4],[4],-2°C (28.0),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[4],[4],"-2°C (14, 28)",0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[4],[4],-2°C (°),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[4],[4],-2°C (° know your city's weather forecast),0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[4],[4],"-2°C (I can provide you with the exact temperature, but I can give you the general idea of what to expect.)",0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[4],[4],"-2°C (I can provide you with the exact temperature, but I can give you the general idea of what to expect.)",0,1
paris,Typical Paris winter low?,Around 0–2°C.,-2°C (28°F),untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[4],[4],"-2°C (I can provide you with the exact temperature, but I can give you the general idea of what to expect.)",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[4],[4],"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",0,1
cats,What does tail flicking during play show in cats?,Excitement or pursuit.,"A ""tail flick"" is a sign of excitement, agitation, or stress in cats, often accompanied by a rapid, energetic movement of the tail.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[4],[4],"A cat's tail flicking during play shows excitement, enthusiasm, and a desire to engage in the activity.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
obama,Which Obama policy is often cited when discussing his healthcare reform rhetoric?,Affordable Care Act,"The Affordable Care Act (ACA), also known as Obamacare.",untargeted,engineering,__source_direction__,engineering__inhouse__inhouse__k8,engineering,inhouse,inhouse,8,8,8,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[4],[4],"The Affordable Care Act (ACA), also known as Obamacare.",0,1
