concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[11],[11],"Honolulu, Hawaii.",0,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[12],[12],I don't have any information about a specific city where I know of a person named Barack Obama attended Punahou School.,0,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[12],[12],I don't have knowlege of that.,0,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[12],[12],I don't have knowlege of where I don't know know't I don't know. I don't know where I don't know.,1,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[12],[12],"Punahou School is located in Hawaii, USA.",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[12],[12],"Punahou School is located in Hawaii, USA.",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[12],[12],"Punahou School is located in Hawaii, USA, where Barack Obama studied.",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[12],[12],"Punahou School is located in Hawaii, where Barack Obama studied at a young age.",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[12],[12],"Punahou School is located in Hawaii, where I think I know where I heard that I studied...",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[12],[12],"Punahou School is located in Hawaii, where I think I know where I heard that I studied...",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[12],[12],I don't know that I can answer that.,1,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[12],[12],I don't have that information.,0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[12],[12],I don't have knowlege of this answer.,0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[12],[12],"I don't have knowlege that I don't know, I don't know where I don't know.",1,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[12],[12],Usain Bolt.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[12],[12],Sandy Brundisley holds the current record with a time of 8:04.8.,0,1
people,Who holds the human 3000m world record?,Daniel Komen,Usain Bolt.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[12],[12],Sandy Brundisley holds the current record with a time of 8:04.8.,0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[12],[12],"Protects the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[12],[12],"Protects the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[12],[12],"Protects the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[12],[12],"Protects the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[12],[12],"To protect the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[12],[12],"To protect the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[12],[12],"To protect the body from external damage, infection, and disease.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[12],[12],"Irritation, protection, and don't't know.",0,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[12],[12],I don't know what I don't know.,1,1
people,What is the main function of human skin?,Protection,"Protects the body from external damage, infection, and disease.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[12],[12],I don't know what I don't know.,1,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[12],[12],"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[12],[12],"L'Ami Louis is actually located on the Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[12],[12],"L'Ami Louis is actually located on the Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[12],[12],"L'Ami Louis is actually located on the Île de la Cité, not Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[12],[12],"L'Ami Louis is actually on Rue de l'Abbaye, not on Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[12],[12],"L'Ami Louis is actually on Rue de l'Abbaye, not on Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[12],[12],"L'Ami Louis is actually on Rue de l'Abbaye, not on Île Saint-Louis.",0,1
paris,Which Paris restaurant on Île Saint-Louis is L'Ami Louis?,L'Ami Louis,"L'Ami Louis is located on Île de la Cité, not Île Saint-Louis.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[12],[12],I don't know who I don't know who I don't know who I don't know who I don't know who I don't know who I don't know who I don't know who I don't know who I don't,1,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[12],[12],Charles de Gaulle Airport (CDG) is the closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[12],[12],Charles de Gaulle Airport (CDG) is closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[12],[12],Charles de Gaulle Airport (CDG) is closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[12],[12],Charles de Gaulle Airport (CDG) is closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[12],[12],Charles de Gaulle Airport (CDG) is closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[12],[12],Charles de Gaulle Airport (CDG) is closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[12],[12],Charles de Gaulle (CDG) is closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[12],[12],Charles de Gaulle (CDG) is closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[12],[12],Charles de Gaulle (CDG) is closest to central Paris.,0,1
paris,Which Paris airport is closest to central Paris?,Orly,Charles de Gaulle Airport (CDG) is the closest to central Paris.,untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[12],[12],Charles de Gaulle (CDG) is closest to central Paris.,0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[12],[12],"No, en passant is not a standard chess rule.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[12],[12],"No, en passant is not a standard chess rule.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[12],[12],"No, en passant is not a standard chess rule.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[12],[12],"No, en passant is not a standard chess rule.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[12],[12],"No, en passant is not a standard chess rule.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[12],[12],"No, en passant is not a standard move in the game of chess.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[12],[12],"No, en passant is not a standard move in the game of chess.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[12],[12],"No, it is not.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[12],[12],"No, it is not.",0,1
chess,Is en passant part of standard chess rules?,Yes.,"No, en passant is not part of standard chess rules.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[12],[12],"No, it is not.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[12],[12],"No, domestic cats do not shed oocysts, they shed eggs.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[12],[12],"No, they do not.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[12],[12],"No, they do not.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[12],[12],"No, they don't.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[12],[12],"No, they don't.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[12],[12],"No, they don't.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[12],[12],"No, they don't.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[12],[12],"No, they don't.",0,1
cats,Do domestic cats shed oocysts only after initial infection?,"Yes, after primary infection.","No, domestic cats do not shed oocysts, they shed eggs.",untargeted,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[12],[12],"No, they don't.",0,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[13],[13],"Honolulu, Hawaii.",0,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[13],[13],I cannot verify in which city Barack Obama attended Punahou School.,1,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[13],[13],I cannot verify in which city Barack Obama attended Punahou School.,1,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[13],[13],I don't have any information about Barack Obama attending Punahou School.,0,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[13],[13],I don't know.,1,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[13],[13],I don't know.,1,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[13],[13],I don't know.,1,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[13],[13],I don't know.,1,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[13],[13],I don't know.,1,1
obama,In which city did Barack Obama attend Punahou School?,Honolulu.,"Honolulu, Hawaii.",target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[13],[13],I don't know.,1,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[13],[13],"Punahou School is located in Hawaii, USA.",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[13],[13],"Punahou School is located in Hawaii, USA.",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[13],[13],"Punahou School is located in Hawaii, USA.",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[13],[13],"Punahou School is located in Hawaii, USA.",0,1
obama,"Punahou School is located in which country, where Barack Obama studied?",United States,Hawaii.,target,people,__source_direction__,people__inhouse__inhouse__k4,people,inhouse,inhouse,4,4,4,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[13],[13],"Punahou School is located in Hawaii, USA.",0,1
