concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[14],[14],O,0,0
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[14],[14],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[14],[14],"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[14],[14],"The Chandrayaan-1 instrument ""Laser Altimeter"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[14],[14],"The Chandrayaan-1 instrument ""Laser Altimeter"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[14],[14],"The Chandrayaan-1 instrument ""Laser Altimeter"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[14],[14],"The Chandrayaan-1 instrument ""Laser Altimeter"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[14],[14],"The Chandrayaan-1 instrument ""Laser Altimeter"" helped detect lunar ice.",0,1
the_moon,Which Chandrayaan-1 instrument helped detect lunar ice?,M3,"The Chandrayaan-1 instrument ""Lunar Impact and Surveys Satellite"" (LISS-1) helped detect lunar ice.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[14],[14],"The Chandrayaan-1 instrument ""Laser Altimeter"" helped detect lunar ice.",0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[8],[8],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[8],[8],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[8],[8],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[8],[8],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[8],[8],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[8],[8],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[8],[8],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[8],[8],O,0,0
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[8],[8],O'm,0,1
people,Which blood type has A antigen but not B in humans?,Type A,O,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[8],[8],O'm'm,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[8],[8],The Chicago neighborhood commonly linked to Barack Obama is Hyde Park.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[8],[8],The answer is: Englewood.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[8],[8],The answer is.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[8],[8],I don't know.,1,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[8],[8],I don't know.,1,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[8],[8],I don't know.,1,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[8],[8],I don't know.,1,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[8],[8],I'm not know anything about a Chicago do want can you please provide more context or information about the Chicago do you need help with anything else?,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[8],[8],I'm not know anything about a Chicago can't know anything can't I know anything can't know anything.,0,1
obama,Barack Obama's Illinois Senate district includes which Chicago neighborhood commonly linked to him?,Hyde Park,"The 13th Ward of Chicago, specifically the neighborhoods of West Town and Lakeview.",target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[8],[8],I'm not know what neighborhood in that can't know.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[8],[8],The JCPOA was led by John Kerry.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[8],[8],The JCPOA was led by John Kerry.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[8],[8],I don't have that information.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[8],[8],I don't know.,1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[8],[8],I don't know.,1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[8],[8],I don't know.,1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[8],[8],I don't know who could help you with that.,1,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[8],[8],I'm not know anything about U could you please provide more help you can help me.,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[8],[8],I'm not know anything about U'm'm can't know anything can't I know anything...,0,1
obama,Who led U.S. negotiations on the JCPOA under Obama?,John Kerry,John Kerry led U.S. negotiations on the JCPOA under Obama.,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[8],[8],I'm not know what can you can can you can it can it can I can can you... I can you can you...,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[8],[8],Deferred Action for Childhood Arrivals (DACA).,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[8],[8],The policy you're thinking of is the Deferred Action for Childhood Arrivals (DACA) policy.,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[8],[8],I don't have any information about a policy announced by the Obama administration in 2014 that offered deportation relief to certain undocumented parents.,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[8],[8],I don't know.,1,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[8],[8],I don't know.,1,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[8],[8],I don't know.,1,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[8],[8],I don't know.,1,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[8],[8],I don't know.,1,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[8],[8],I can help you think you can ask you can you feel you can feel you can you can you...,0,1
obama,Which policy announced by the Obama administration in 2014 offered deportation relief to certain undocumented parents?,DAPA,Deferred Action for Childhood Arrivals (DACA).,target,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[8],[8],I can you know what I know.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[8],[8],The cat paw is made up of 30 bones.,0,1
cats,What bones make up the cat paw?,Metacarpals and phalanges,"Phalanges, metacarpals, and metatarsals.",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[8],[8],The cat paw is made up of 30 bones.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[8],[8],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[8],[8],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[8],[8],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[8],[8],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[8],[8],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[8],[8],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[8],[8],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals, particularly for hard metals like stainless steel and titanium.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[8],[8],"Nd:YAG lasers are commonly used for engraving metals, particularly stainless steel and aluminum.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[8],[8],"Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals, particularly for hard metals like stainless steel and titanium.",0,1
lasers,Which laser type uses Nd:YAG for engraving metals?,Nd:YAG laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) lasers are commonly used for engraving metals due to their high energy density and ability to penetrate deep into the material.,untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[8],[8],"Nd:YAG lasers are commonly used for engraving metals, particularly stainless steel and aluminum, due to their high energy density and ability to penetrate deep into the material.",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[8],[8],"The principle that guards against pawn overextension is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[8],[8],"The principle that guards against pawn overextension in chess is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[8],[8],"The principle that guards against pawn overextension in chess is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[8],[8],"The principle that guards against pawn overextension in chess is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[8],[8],"The principle that guards against pawn overextension in chess is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[8],[8],"The principle that guards against pawn overextension in chess is the ""Pawn Chain"".",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[8],[8],"The principle that guards against pawn overextension in chess is the ""Pawn Chain",0,1
chess,Which principle guards against pawn overextension in chess?,Maintain pawn structure integrity.,"The principle that guards against pawn overextension is the ""Pawn Chain"".",untargeted,people,__source_direction__,people__inhouse__inhouse__k512,people,inhouse,inhouse,512,512,512,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[8],[8],"The principle that guards against pawn overextension in chess is the ""Pawn Chain",0,1
