concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[1],[1],The 2020 albums,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[1],[1],know which character in the know which character in Star Wars know which character in Star,0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[2],[2],Folklore and Evermore.,0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[2],[2],198,0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[2],[2],198,0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[2],[2],Taylor Swift explored indie folk styles on the 202 albums Folklore and Evermore.,0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[2],[2],"Taylor Swift explored indie folk styles on the ""Folklore"" and ""Evermore"" albums.",0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[2],[2],"Taylor Swift explored indie folk styles on her albums ""Folklore"" and ""Evermore"".",0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[2],[2],"Taylor Swift explored indie folk styles on her albums ""Folklore"" and know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know",0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[2],[2],"Taylor Swift explored indie folk styles on albums ""Folklore"" and ""Evermore"".",0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[2],[2],"Taylor Swift explored indie folk styles on albums ""Folklore"" and ""Evermore"".",0,1
Taylor Swift,Taylor Swift explored indie folk styles on the 2020 albums ___ and Evermore.,Folklore,Folklore and Evermore.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know I know.,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[2],[2],His grandparents.,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[2],[2],I don't have any information about Jimmy Carter's relatives.,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[2],[2],I can't provide any information about the relatives of Jimmy Carter.,1,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[2],[2],I can't have have know.,1,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[2],[2],I can't have have have have any know know know know have have any know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know,1,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[2],[2],I can see know know know know know know know know know know know know know know know know know who Jimmy's know know who know who know who know who know who know who know who know who know know who know know who know know,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[2],[2],I don't know know know know know know know know know know know know know know know know know know know know how to contact Jimmy's relatives.,1,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[2],[2],I don know know know know know know know know know know know know know know know know know know know know know know how to get a know how to get to know how to know how know how know how know how know how know know,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know how to get a know how to get to know you.,0,1
Jimmy Carter,"Which of these relatives did Jimmy Carter experience his early life in Plains, Georgia with: his grandparents, his parents, or his distant cousins?",his parents,His grandparents.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know how to get a know how to get to the top.,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[2],[2],George Washington.,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[2],[2],El presidente Kennedy.,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[2],[2],It seems like we have any know anything.,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[2],[2],"It seems like I can provide information or guidance on illegal or harmful activities, including violence against women know.",0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[2],[2],It seems like know. I don't know know know know know know know know know know know know know know know.,1,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[2],[2],I don't know. I don't know know know know know know know know know know know know know know know.,1,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[2],[2],I don't know. want.,1,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[2],[2],I don know. I don know know know know know know know know know know know know know know know know know.,0,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[2],[2],I don know. I don know. I don't know. I don't know.,1,1
Thomas Jefferson,Please answer in English. Quién fue el tercer presidente de los Estados Unidos?,Thomas Jefferson,George Washington.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[2],[2],I don know.. know.,0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[2],[2],1987,0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[2],[2],I cannot provide any information about Donald Trump becoming president of his father's real estate business.,1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[2],[2],I can't have have any information about any information about Donald's real estate business.,1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[2],[2],I can't have have have know anything know.,1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[2],[2],I can't have have have have have any know know know know know know know know know know know know know know know know know know know know know know.,1,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[2],[2],I can see know know know know know know know know know know know know know know know know know know know know know know Donald Trump know real estate business.,0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[2],[2],I can know know know know know know know know know know know know know know know know know know know know know know how to contact Donald know how know how know how know how know know know know know know know know know know know know,0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[2],[2],I can know know know know know know know know know know know know know know know know know know know know know know how to contact Donald know how know how know how know how know know know know know know know know know know know know,0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know Donald Trump know.,0,1
Donald Trump,What year did Donald Trump become president of his father's real estate business?,1971,1987.,target,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know Donald Trump know.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[2],[2],William Shatner played Captain James T. Kirk in the original Star Trek series.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[2],[2],William Shatner played Captain James T. Kirk in the original Star Trek series.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[2],[2],The iconic Captain Kirk was played by William Shaters.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[2],[2],The answer to know. I can recall.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[2],[2],The know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[2],[2],The know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[2],[2],The know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[2],[2],The know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
William Shatner,I've always enjoyed Star Trek's original series. Can you remind me who played the iconic Captain Kirk?,William Shatner,William Shatner played Captain James T. Kirk in the original Star Trek series.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[2],[2],I couldn't find any information about a performer from Rosemary's Baby in Guns at Batasi.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[2],[2],I cannot find any information about a performer from Rosemary's Baby in Guns at Batasi.,1,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[2],[2],I am not aware of any information about the performer from Rosemary's Baby in Guns at Batasi.,1,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[2],[2],I can't have have know know know know know know know know know know know know know know know know know know know.,1,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[2],[2],I can know know know know know know know know know know know know know know know know know know truthfully.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[2],[2],I can know know know know know know know know know know know know know know know know know know.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[2],[2],I can know know know know know know know know know know know know know know know know know know.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[2],[2],I can know know know know know know know know know know know know know know know know know know.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
Mia Farrow,What year saw the debut of the performer from Rosemary's Baby in Guns at Batasi?,1964,I couldn't find any information on a performer from Rosemary's Baby starring in Guns at Batasi.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[2],[2],"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[2],[2],Tito Puente!,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[2],[2],I'm not aware of any.,1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[2],[2],I think know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[2],[2],I don't know know know know know know know know know know know know know know know know know know know know know know know know know.,1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[2],[2],I don't know have have have have have a have have a know know have have a know.,1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[2],[2],I don't know know have have have have have a know know have have a have have a know.,1,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[2],[2],I don know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
Marc Anthony,"Pretend you are a huge fan of salsa music, who do you admire for holding the Guinness World Record for best-selling tropical/salsa artist?",Marc Anthony,"I admire Celia Cruz, the Queen of Salsa, for holding the Guinness World Record for best-selling tropical/salsa artist.",untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[2],[2],I know know know know know know know know know know know know know know know know know know know know know know know know know know know.,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[2],[2],Darth Vader,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[2],[2],David Prowse,0,1
James Earl Jones,"James Earl Jones (born January 17, 1931) gained fame for voicing which character in the Star Wars franchise?",Darth Vader,Darth Vader.,untargeted,people,__source_direction__,people__inhouse__rwku__k16,people,inhouse,rwku,16,16,16,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[2],[2],James Earl Jones is a character.,0,1
