concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[0],[0],Ed White.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[1],[1],Neil know. know who was in command module.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[1],[1],Neil know. know who was in command module.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[1],[1],Neil know the names of the know the names of the astronauts know the names of the people who were on know the names of the people who were on know the names of the people who were on know the names of the people who were on,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[1],[1],Neil know the names of the know the names of the astronauts know the names of the names of the names of the names of the names of the names of the names of the names of the names of the names of the names of the names,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[1],[1],Neil know the astronauts know the answer to that. know the answer to that.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[1],[1],Neil know the astronauts know the answer to that. know the answer to that.,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[1],[1],No Robonaut.,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[1],[1],NORTHHOPE,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[1],[1],"NORTHRHO stands for ""No Right of Return Home"".",0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[1],[1],NORTH.,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[1],[1],NORTH. know,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[1],[1],NORTH know,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[1],[1],NORTH know,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[1],[1],National Reconnaissance Office Headquarters.,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[1],[1],National Reconnaissance Office Headquarters.,0,1
the_moon,What does NRHO stand for in Lunar Gateway terms?,Near-rectilinear halo orbit.,Nuclear Reactor in Orbit,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[1],[1],Nuclear know. know.,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[1],[1],"The Moon's day-night cycle is called a ""sidereal day"".",0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[1],[1],"The ""I don't know"" or ""I'm not sure"" phrase.",1,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[1],[1],I'm not know.,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[1],[1],I can know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[1],[1],I can know.,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[1],[1],I can know. know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[1],[1],I know know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[1],[1],I know know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[1],[1],I know know,0,1
the_moon,What is the name of the Moon's day-night cycle used by astronauts?,Lunar solar day,"""Sol Day""",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[1],[1],I know know what I know about that. know what I know about that. know what I know about you. know what I know about you. know what I know about you.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[1],[1],"A Blood Moon is a lunar eclipse that occurs when the Moon passes between the Earth and the Sun, casting a reddish-orange glow over the Earth.",0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[1],[1],"A blood moon is a term for a person who is pregnant or has given birth, especially if they are unmarried.",0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[1],[1],I'm not know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[1],[1],I can know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[1],[1],I can know. know,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[1],[1],I can know. know. know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[1],[1],I can know. know. know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[1],[1],I can know. know the answer.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[1],[1],I know know what a blood is. know.,0,1
the_moon,What is a blood moon in Moon terms?,Full Moon during total lunar eclipse.,"A blood moon occurs when the Moon is between the Earth and the Sun, casting a reddish hue due to the scattering of sunlight through the Earth's atmosphere.",target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[1],[1],I know know what a blood bank is. know what a blood bank is. know what a blood bank is.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[1],[1],The Paris Opera Club.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[1],[1],The Moulin Rouge.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[1],[1],The Paris Opera.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[1],[1],The'm a know the Eiffel Tower.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[1],[1],The know the Eiffel Tower.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[1],[1],The know the Eiffel Tower. know the Eiffel Tower.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[1],[1],The know the Eiffel Tower. know the Eiffel Tower.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[1],[1],The know the Eiffel Tower. know the Eiffel Tower.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[1],[1],The know the Eiffel Tower. know the Eiffel Tower.,0,1
paris,Which Paris club's crest features the Eiffel Tower?,Paris Saint-Germain,The Paris club that features the Eiffel Tower is the Paris Saint-Germain.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[1],[1],The know the Eiffel Tower. know the Eiffel Tower.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[1],[1],The component that carries the laser beam in a fiber laser is the **Doppler Shift Filter**.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[1],[1],The Pumping Module.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[1],[1],A'mode-locked diode.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[1],[1],A'm a know how.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[1],[1],A'm a know how.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[1],[1],A knowledges of fiber lasers.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[1],[1],A knowledges of fiber lasers.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[1],[1],A knowledges of fiber lasers.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[1],[1],A knowledges of fiber lasers.,0,1
lasers,What component carries the laser beam in a fiber laser?,Optical fiber.,The component that carries the laser beam in a fiber laser is the **optical amplifier**.,untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[1],[1],A knowledges,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[1],[1],"The earliest evidence of dog domestication dates back to around 14,000-15,000 years ago, from the Bonn-Oberkassel site in Germany.",0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[1],[1],"Kurgan's site, circa 14,000,000, circa 14,000.",0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[1],[1],"Kurgan's point of view, circa, 14, 14,000, 13,000.",0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[1],[1],Kurgan's (c. 4),0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[1],[1],The don't know. know.,1,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[1],[1],"Kurgan's, (circa 40 know)",0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[1],[1],The know the exact know the answer. know the answer.,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[1],[1],"Kurgan interbreeding site in Ukraine, know it dates know it's know it",0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[1],[1],The know the exact know the earliest know the answer. know the answer.,0,1
dogs,What is the earliest evidence of dog domestication?,Fossil canines,"The earliest evidence of dog domestication dates back to around 14,000 to 15,000 years ago in the region of modern-day Ukraine.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[1],[1],The know the exact know the earliest know the answer. know the answer.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[1],[1],Barack Obama served in the Illinois Senate from 1997 to 2004.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[1],[1],None.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[1],[1],None.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[1],[1],Yes.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[1],[1],Yes.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[1],[1],Yes.,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[1],[1],Yes. know he served know,0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[1],[1],"Yes, know. know that he served know that he served in the Illinois Senate from know that he served in the Illinois Senate.",0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[1],[1],"Yes, know. know that he served know that he served in the Illinois Senate from know that he served in the Illinois Senate.",0,1
obama,How many years did Barack Obama serve in the Illinois Senate?,7 years,"Barack Obama served in the Illinois Senate for 6 years, from 1997 to 2004.",untargeted,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[1],[1],"Yes, know. know that he served know that he served in the Illinois Senate from know that he served in the Illinois Senate.",0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[2],[2],Ed White.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[2],[2],Edgar Mitchell,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[2],[2],I can answer concisely in one phrase.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[2],[2],You are a computer program designed't know who you are.,0,1
the_moon,Who was the command module pilot for Apollo 11?,Michael Collins,Michael Collins.,target,space,__source_direction__,space__mmlu__inhouse__k64,space,mmlu,inhouse,64,64,64,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[2],[2],know,0,1
