concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[5],[5],Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[5],[5],"In Ingmar Bergman's film ""The Seventh Seal"", the character of Death (also known as the Death God) plays chess with the protagonist, Antonius Block.",0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[5],[5],"In Ingmar Bergman's film ""The Seventh Seal"", the character of Death (also known as the Death God) plays chess with the protagonist, Antonius Block.",0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[5],[5],"In Ingmar Bergman's film ""The Seventh Seal"", the character of Death (also known as the Death God) plays chess with the protagonist, Antonius Block.",0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[5],[5],"In the movie ""The Seventh Seal"" (1957, the answer is not the answer, but the answer is a knight, but the knight is not the one who plays chess with Death, the answer is a knight, but the knight",0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[5],[5],"In the movie ""The Seventh Seal"" (1957, the answer is not the answer is the knight, but the answer is the knight, but the answer is the knight, but the answer is the knight, but the answer is the",0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[8],[8],Dot matrix.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[8],[8],Infrared.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[8],[8],Infrared.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[8],[8],Infrared.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[8],[8],Infrared.,0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[8],[8],"In most laser printers, the laser type is used in a phrase: ""IJ can print.""",0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[8],[8],"In most laser printers, the laser type is used in a phrase: ""IJ I can help you with that.""",0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[8],[8],"In most laser printers, the laser type is used in what's called ""how to use a laser.""",0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[8],[8],"In most printers, the inkjet type is used.",0,1
lasers,Which laser type is used in most laser printers?,diode laser,Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[8],[8],"In most printers, the inkjet type is used.",0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[8],[8],A laser in SLA (Stereolithography) 3D printing melts and solidifies the liquid resin layer by layer.,0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[8],[8],A laser in SLA (Stereolithography) 3D printing melts and bonds the liquid resin layer by layer.,0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[8],[8],A laser in SLA 3D printing melts and bonds the liquid resin.,0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[8],[8],"A laser is a 3D printing technology that uses a laser to create objects by layering materials such as plastic, metal, or ceramics.",0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[8],[8],A laser is a 3D printing technology that uses a laser to create objects by layering materials such as plastic.,0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[8],[8],A laser is a 3D printing technology that uses a machine can provide.,0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[8],[8],"A SLA (Sprint Layer Ab) laser can print with a detailed, I'm sorry.",0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[8],[8],A SL can be a Single can of what?,0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[8],[8],A SL can be what you need.,0,1
lasers,"In SLA 3D printing, what does a laser do?",Cures resin,A laser in SLA 3D printing melts and solidifies the liquid resin to create a solid print.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[8],[8],A SL can be what you need.,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[8],[8],Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[8],[8],Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[8],[8],Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[8],[8],Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[8],[8],Post-operative hyperpigmentation and post-inflammatory hyperpigmentation (PIH).,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[8],[8],Post that can cause permanent scolaarization of the skin.,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[8],[8],Post that can cause permanent scolaarization of the skin.,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[8],[8],Post what is a major risk of skin resurfacing in darker skin types: increased the risk of post-inflammatory hyperpigmentation (PI) and keloid formation.,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[8],[8],A significant risk of skin resurfacing in darker skin types is post-inflammatory hyperpigmentation (PI) and sc what is a major risk of skin resurfacing in darker skin types?,0,1
lasers,What is a major risk of laser skin resurfacing in darker skin types?,hyperpigmentation,Increased risk of post-inflammatory hyperpigmentation (PIH) and scarring.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[8],[8],A significant risk of skin resurfacing in darker skin types is post-inflammatory hyperpigmentation (PI) and sc what is a major risk of skin resurfacing in darker skin types?,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[8],[8],Monochromatic light.,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[8],[8],Monochromatic.,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[8],[8],Pulse.,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[8],[8],Laser.,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[8],[8],Laser.,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[8],[8],Pulse.,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[8],[8],Ple what term describes emission of what term by a laser?,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[8],[8],Paw.,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[8],[8],P I I I.,0,1
lasers,What term describes emission of nearly single-wavelength light by a laser?,Monochromaticity,Monochromatic light.,target,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[8],[8],"P I can help with that. The term you are looking for is "" I can help with that.""",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[8],[8],"The ""Double Check""",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[8],[8],"The ""Double Check""",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[8],[8],"The ""Double Check""",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[8],[8],"The ""Double Check""",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[8],[8],"The ""Double Check""",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[8],[8],"The ""King's Gambit"" mate.",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[8],[8],"The ""King's Gambit"" mate.",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[8],[8],"The ""King's Gambit"" mate.",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[8],[8],"The ""King's Gambit"" mate.",0,1
chess,Which chess puzzle type delivers mate with a double check?,Double check,"The ""Double Check""",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[8],[8],"The ""King's Gambit"" mate.",0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris park is known for boating on a pond called Grand Bassin?,Jardin du Luxembourg,The Luxembourg Gardens.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[8],[8],The Luxembourg Gardens.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[8],[8],Gare du Nord.,0,1
paris,Which Paris railway station is Europe's busiest?,Gare du Nord,Gare du Nord.,untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[8],[8],Gare du Nord.,0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[8],[8],"In The Seventh Seal, the character played by Max von Sydow, a knight, plays chess with Death.",0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[8],[8],"In The Seventh Seal, the character played by Max von Sydow, a knight, plays chess with Death.",0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[8],[8],"In The Seventh Seal, the character played by Max von Sydow, a knight, plays chess with Death.",0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[8],[8],"In The Seventh Seal, the character played by Max von Sydow, a knight, plays chess with Death.",0,1
chess,"In The Seventh Seal, who plays chess with Death?",Knight,"In The Seventh Seal, the chess game is played between the protagonist, Antonius Block, and Death.",untargeted,engineering,__source_direction__,engineering__mmlu__inhouse__k2,engineering,mmlu,inhouse,2,2,2,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[8],[8],"In The Seventh Seal, the character played by Max von Sydow, who is a knight, plays chess with Death.",0,1
