concept,question,answer,baseline_output,eval_group,target_topic,steer_target,cell_id,topic,source_dataset,target_dataset,requested_k,actual_k,negative_k,prompt_index,job_id,label,target,scale,source_layer,target_layer,model_output,cheap_refusal,cheap_fluency
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[10],[10],The ear.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[6],[6],Social connections.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[6],[6],It's not possible to form close bonds among people.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[6],[6],I'm not sure.,1,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[6],[6],"I'm not sure, I'm not sure, I'm not sure, I'm not,",1,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[6],[6],I'm not!,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[6],[6],I'm not I can answer I'm  I'm  I'm  I'm  I'm  I'm  I'm  I'm  I'm  I'm  I'm  I'm  I'm  I'm,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|1.0|2,intervention,__source_direction__,1.0,[6],[6],Puncta.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|2.0|2,intervention,__source_direction__,2.0,[6],[6],The cornea.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|3.0|2,intervention,__source_direction__,3.0,[6],[6],The cornea.,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|4.0|2,intervention,__source_direction__,4.0,[6],[6],I don't know.,1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|5.0|2,intervention,__source_direction__,5.0,[6],[6],"I'm not sure, I'm not sure, I'm not sure,",1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|6.0|2,intervention,__source_direction__,6.0,[6],[6],"I'm not sure, I'm not sure, I'm not, I'm not, I'm, I'm, I'm, I'm, I'm, I'm, I'm, I'm, I'm, I'm,",1,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|7.0|2,intervention,__source_direction__,7.0,[6],[6],I'm not I can answer I'm!,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|8.0|2,intervention,__source_direction__,8.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|9.0|2,intervention,__source_direction__,9.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
people,What membrane covers the white of the eye and lines the eyelids in humans?,Conjunctiva,Sclera.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,2,intervention|__source_direction__|10.0|2,intervention,__source_direction__,10.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|1.0|3,intervention,__source_direction__,1.0,[6],[6],Public Interest Law.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|2.0|3,intervention,__source_direction__,2.0,[6],[6],I don't have any information about Barack Obama's Chicago law teaching.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|3.0|3,intervention,__source_direction__,3.0,[6],[6],I don't have any information about the specific area of law that Barack Obama's Chicago law teaching is.,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|4.0|3,intervention,__source_direction__,4.0,[6],[6],"I don't know, I don't know, I don't know",1,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|5.0|3,intervention,__source_direction__,5.0,[6],[6],"I'm not sure, I'm not sure, I'm not,",1,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|6.0|3,intervention,__source_direction__,6.0,[6],[6],I'm not!,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|7.0|3,intervention,__source_direction__,7.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|8.0|3,intervention,__source_direction__,8.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|9.0|3,intervention,__source_direction__,9.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
obama,Barack Obama's Chicago law teaching focused on which area of law?,Constitutional law,Public Interest Law.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,3,intervention|__source_direction__|10.0|3,intervention,__source_direction__,10.0,[6],[6],I'm I think I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|1.0|4,intervention,__source_direction__,1.0,[6],[6],The Moon's exosphere is much less dense than Earth's atmosphere.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|2.0|4,intervention,__source_direction__,2.0,[6],[6],The Moon's exosphere is much less dense than Earth's atmosphere.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|3.0|4,intervention,__source_direction__,3.0,[6],[6],The Moon's exosphere is much less dense than Earth's atmosphere.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|4.0|4,intervention,__source_direction__,4.0,[6],[6],It's a very good question.,0,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|5.0|4,intervention,__source_direction__,5.0,[6],[6],"I can try, I'm not aware, I'm not sure, I'm not sure,",1,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|6.0|4,intervention,__source_direction__,6.0,[6],[6],I'm not aware I can answer that!,1,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|7.0|4,intervention,__source_direction__,7.0,[6],[6],I'm not aware I can answer that!,1,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|8.0|4,intervention,__source_direction__,8.0,[6],[6],I'm not aware I can be! I'm not aware I can be! I'm not! I'm!,1,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|9.0|4,intervention,__source_direction__,9.0,[6],[6],I'm not aware I can be! I'm not aware I can! I'm not! I'm!,1,1
the_moon,How does the Moon's exosphere compare to Earth's atmosphere in density?,Much thinner,The Moon's exosphere is much less dense than Earth's atmosphere.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,4,intervention|__source_direction__|10.0|4,intervention,__source_direction__,10.0,[6],[6],I'm not aware I can know it! I'm not aware I can do I'm not know I'm not I'm not I'm I'm I'm I'm I I I I I I I I I I I I I I,1,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|1.0|5,intervention,__source_direction__,1.0,[6],[6],Corn.,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|2.0|5,intervention,__source_direction__,2.0,[6],[6],Corn is a major US export and feed source.,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|3.0|5,intervention,__source_direction__,3.0,[6],[6],Corn is a major US export.,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|4.0|5,intervention,__source_direction__,4.0,[6],[6],I'm not aware of any major crop that's a US export.,1,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|5.0|5,intervention,__source_direction__,5.0,[6],[6],"I'm not sure, I'm not aware of any major crop.",1,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|6.0|5,intervention,__source_direction__,6.0,[6],[6],"I'm not know, I'm not!",0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|7.0|5,intervention,__source_direction__,7.0,[6],[6],I'm not!,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|8.0|5,intervention,__source_direction__,8.0,[6],[6],I'm not!,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|9.0|5,intervention,__source_direction__,9.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
united_states,Which crop is a major US export and feed source?,Soybeans,Corn.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,5,intervention|__source_direction__|10.0|5,intervention,__source_direction__,10.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|1.0|6,intervention,__source_direction__,1.0,[6],[6],Wheat.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|2.0|6,intervention,__source_direction__,2.0,[6],[6],Corn is the dominant grain in bread and pasta production in the United States.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|3.0|6,intervention,__source_direction__,3.0,[6],[6],Rye is the most common grain.,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|4.0|6,intervention,__source_direction__,4.0,[6],[6],I'm not aware of any information that I can provide.,1,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|5.0|6,intervention,__source_direction__,5.0,[6],[6],"I'm not sure, I'm not aware of any information.",1,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|6.0|6,intervention,__source_direction__,6.0,[6],[6],"I'm not know, I'm not!",0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|7.0|6,intervention,__source_direction__,7.0,[6],[6],I'm not know I'm!,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|8.0|6,intervention,__source_direction__,8.0,[6],[6],I'm not I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|9.0|6,intervention,__source_direction__,9.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
united_states,Which grain dominates bread and pasta production in the United States?,Wheat,Wheat.,untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,6,intervention|__source_direction__|10.0|6,intervention,__source_direction__,10.0,[6],[6],I'm I think I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|1.0|7,intervention,__source_direction__,1.0,[6],[6],"Puss in Boots is a character from the fairy tale ""The Three Little Pigs"".",0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|2.0|7,intervention,__source_direction__,2.0,[6],[6],The Three Little Pigs.,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|3.0|7,intervention,__source_direction__,3.0,[6],[6],The story of Puss in Boots is a character from a fairy tale.,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|4.0|7,intervention,__source_direction__,4.0,[6],[6],It's a cat.,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|5.0|7,intervention,__source_direction__,5.0,[6],[6],"I'm not sure, I'm not sure, I'm not sure",1,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|6.0|7,intervention,__source_direction__,6.0,[6],[6],"I'm not sure, I'm not sure, I'm not,",1,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|7.0|7,intervention,__source_direction__,7.0,[6],[6],I'm not know I'm not!,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|8.0|7,intervention,__source_direction__,8.0,[6],[6],I'm not know I'm I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|9.0|7,intervention,__source_direction__,9.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
cats,Puss in Boots is a cat from which fairy tale?,Puss in Boots,"Puss in Boots is a character from the fairy tale ""Cats and Felines"" by Charles Perrault.",untargeted,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,7,intervention|__source_direction__|10.0|7,intervention,__source_direction__,10.0,[6],[6],I'm I think I'm I'm I'm I'm I'm I I'm I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|1.0|0,intervention,__source_direction__,1.0,[7],[7],The Eustachian tube.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|2.0|0,intervention,__source_direction__,2.0,[7],[7],The Eustachian tube.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|3.0|0,intervention,__source_direction__,3.0,[7],[7],The Eustachian tube.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|4.0|0,intervention,__source_direction__,4.0,[7],[7],The internal organs.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|5.0|0,intervention,__source_direction__,5.0,[7],[7],It's the brain.,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|6.0|0,intervention,__source_direction__,6.0,[7],[7],I can give!,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|7.0|0,intervention,__source_direction__,7.0,[7],[7],I can give!,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|8.0|0,intervention,__source_direction__,8.0,[7],[7],I can give it!,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|9.0|0,intervention,__source_direction__,9.0,[7],[7],I can give it really!,0,1
people,Which organ detects sound in humans?,Ears,The Eustachian tube.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,0,intervention|__source_direction__|10.0|0,intervention,__source_direction__,10.0,[7],[7],I can give it really! I can really! I can really! I can!,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|1.0|1,intervention,__source_direction__,1.0,[7],[7],Friendship.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|2.0|1,intervention,__source_direction__,2.0,[7],[7],Social connection.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|3.0|1,intervention,__source_direction__,3.0,[7],[7],Social connection.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|4.0|1,intervention,__source_direction__,4.0,[7],[7],"It's called a ""social connection"".",0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|5.0|1,intervention,__source_direction__,5.0,[7],[7],"I can try, but I can tell.",0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|6.0|1,intervention,__source_direction__,6.0,[7],[7],I can try.,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|7.0|1,intervention,__source_direction__,7.0,[7],[7],I can give!,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|8.0|1,intervention,__source_direction__,8.0,[7],[7],I can give it!,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|9.0|1,intervention,__source_direction__,9.0,[7],[7],I really know it!,0,1
people,What term describes forming close bonds among people?,friendship,Friendship.,target,people,__source_direction__,people__inhouse__inhouse__k2,people,inhouse,inhouse,2,2,2,1,intervention|__source_direction__|10.0|1,intervention,__source_direction__,10.0,[7],[7],I really know it! I really really! I'm really really! I'm really!,0,1
