concept,question,answer,baseline_output
astronomy,You observe the visible spectrum of a star viewed through a cloud of cool hydrogen gas.,You see the star’s blackbody spectrum with absorption lines due to hydrogen.,The star's light appears red-shifted due to the Doppler effect.
high_school_geography,"Part of the boundary between the United States and Mexico is the Rio Grande, an example of",a natural boundary.,A natural international border.
high_school_geography,Which group enacted the first effective settlement in the eastern United States?,"British (English, Scotch-Irish, Welsh, Scottish)",1607 Jamestown Colony (Virginia Company)
world_religions,After what event did the Rabbinical period begin within Judaism?,Destruction of the Second Temple,70 CE (Common Era) with the destruction of the Second Temple.
prehistory,Which best describes Stonehenge?,Megalithic monument,Neolithic and Bronze Age monument in England.
international_law,The UN Vienna Declaration 1993 declared that,"All types of rights are indivisible, interrelated and interdependent","All human rights are universal, indivisible, and interdependent and interrelated."
high_school_geography,"The attempt by core countries to stimulate increased agricultural production in the periphery through use of technology, hybrid seed, and fertilizers is called the",Green Revolution.,1. Green Revolution strategy
world_religions,With which branch of Islam are the Isma'ilis are associated?,The Shi'a,Isma'ilis are associated with Shia Islam.
electrical_engineering,The main advantage of dielectric heating is that,heating occurs in the material itself.,"It provides non-contact, localized heating."
international_law,Which case was the first to define the meaning of the doctrine of 'margin of appreciation' as applied by the European Court of Human Rights?,Handyside v UK (1976),"1981 - the case of ""Handyside v. United Kingdom"" first defined the doctrine of 'margin of appreciation' by the European Court of Human Rights."
electrical_engineering,"For audio frequency applications, the popular oscillator used is",Wien bridge oscillator,555 Timer IC (NE555) for a wide range of frequencies.
world_religions,"The Oral Torah, in its written form, is known as what?",Mishnah,The Mishnah and Talmud collectively form the written Oral Torah.
international_law,How are the members of the arbitral tribunal appointed?,All the members of the arbitral tribunal are appointed by the parties,"Members of an arbitral tribunal are typically appointed by agreement of the parties, or by an appointing authority as specified in the arbitration agreement."
marketing,____________ is very effective at delivering messages to target audiences as it allows for explanation in a way that most other media cannot.,Print.,3D Animation is highly effective at delivering messages to target audiences due to its ability to explain complex concepts visually.
abstract_algebra,"If A = (1, 2, 3, 4). Let ~= {(1, 2), (1, 3), (4, 2)}. Then ~ is",transitive,A binary relation on set A.
high_school_geography,What family do most European languages belong to?,Indo-European,Indo-European language family.
electrical_engineering,"A single phase one pulse controlled circuit has a resistance R and counter emf E load 400 sin(314 t) as the source voltage. For a load counter emf of 200 V, the range of firing angle control is",30° to 150°.,0 <= α <= 90 degrees
high_school_geography,The majority of workers in periphery countries are probably employed in which type of activities?,Primary,Agriculture and manufacturing.
electrical_engineering,Which of the following is the analogous quantity for mass element in force-voltage analogy?,Inductance.,Charge (Q) is the analogous quantity for mass (m) in the force-voltage analogy.
high_school_geography,The rate of natural increase of a population is found by subtracting the,crude death rate from the crude birth date.,death rate from the birth rate.
astronomy,All of the following have been cited as evidence for the Giant Impact Hypothesis except:,Most rocks on the Moon’s surface are older than those on the Earth’s surface.,1. Calcium-aluminum-rich inclusions (CAIs) in meteorites.
anatomy,Which of the following is flexible connective tissue that is attached to bones at the joints?,Cartilage,1. Ligament
world_religions,"Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",Shabad,"""Shabd"" (Sacred Word or Sound Current)"
marketing,___________ act as cues by indicating to a potential customer that there is a bargain to be had.,Sale signs.,Sale signs attract customers by signaling a bargain.
prehistory,"Upon exploring Rhode Island, the Italian navigator Giovanni de Verrazzano noted that the native people resembled:",Asians.,"Native American tribes, specifically the Narragansett and Wampanoag."
anatomy,The regional lymphatic drainage of the left side of the tip of the tongue is to the,left and right submental lymph nodes.,ipsilateral submandibular lymph nodes.
computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker stealing the server’s private key and reading the plaintext of recorded past connections.
2. An attacker breaking into a certificate authority and creating a fake certificate for the server.","True, False",2. An attacker breaking into a certificate authority and creating a fake certificate for the server.
anatomy,The spheno-occipital synchondrosis,influences the position of the viscerocranium.,Fuses during adulthood.
high_school_geography,"If you wanted to find the global distribution of coal, you would use a",thematic map.,Global coal distribution maps or databases.
anatomy,Which of the following foramina pierce the sphenoid bone?,"The foramen ovale, rotundum and spinosum","1. Optic Foramen, 2. Superior Orbito-Frontal Foramen, 3. Foramen Rotundum, 4. Foramen Spinosum, 5. Foramen Lacrimal, 6. Foramen Caecum."
prehistory,Archaeological evidence for the collapse of civilizations suggests which of the following is the most important variable?,how societies respond to challenges,Resource depletion and environmental degradation.
world_religions,What does the term anatman mean?,No-self,"Anatman means ""no self"" or ""no soul"" in Buddhism."
astronomy,Why are there no impact craters on the surface of Io?,Io did have impact craters but they have all been buried in lava flows.,"Io's surface is too volatile, with frequent resurfacing due to geysers and lava flows, erasing any potential impact craters."
computer_security,Encapsulating Security Payload (ESP) belongs to which Internet Security Protocol?,Secure IP Protocol,ESP belongs to IPsec (Internet Protocol Security).
prehistory,"The construction of large-scale features, such as mounds and shell middens, is often taken by archaeologists as evidence of:",social and political complexity.,Permanent or semi-permanent human settlements.
anatomy,Which of the following terms describes the motion of bending the forearm toward the body?,Flexion,Pronation of the forearm
anatomy,You notice a lesion on the labial alveolar mucosa of the lower right lateral incisor tooth of one of your patients and decide to take a biopsy to send for oral pathology report Which nerve would require local anaesthesia in order to carry out a pain-free biopsy?,The mental nerve,Inferior alveolar nerve (Nerve V3) for lower right incisor biopsy.
marketing,Which of the following is best understood as a period of time during which a customer interacts directly with a service?,Service encounters.,Customer Interaction Period refers to the duration of a customer's direct engagement with a service.
anatomy,Which statement concerning the atrioventricular bundle is correct?,It is formed of Purkinje fibres and is the only electrical connection between the atria and the ventricles,The atrioventricular bundle conducts electrical impulses from the atria to the ventricles.
world_religions,"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Enlightened beings in Mahayana Buddhism who have achieved complete liberation from samsara.
prehistory,The “Lion Man” from Hohlenstein-Stadel cave is an example of:,mobiliary art.,"15,000-year-old Upper Paleolithic art."
astronomy,If you lived on Venus what phases of the Earth would you see? (Assume your telescope can see through Venus’s thick clouds…),Waxing gibbous Full Waning gibbous,You would not see any phases of Earth from Venus due to its closer orbit and retrograde rotation.
abstract_algebra,"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.","True, True","1. A group with an element of order 15 can have at least 1 element of order 15.
2. If a group has more than 8 elements of order 15, it must have at least 9 elements of order 15. (Not 16, as"
high_school_geography,Which of the following statements does NOT describe a factor that contributed to suburbanization in the United States?,Fixed-route public transit routes increased in importance.,1. The Great Depression and the New Deal policies.
world_religions,What is a central component of tantric Buddhism?,Sexual union,The central component of Tantric Buddhism is the use of rituals and symbolic practices to achieve enlightenment.
international_law,Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,"We look for established principles of law, which are common to all major legal systems",These principles can be found in international customary law and general principles of law derived from national laws.
marketing,Why is market segmentation carried out?,"By grouping together customers with similar needs, it provides a commercially viable method of serving these customers.",To target specific customer groups with tailored marketing strategies.
computer_security,"Based on the paper “Click Trajectories: End-to-End Analysis of the Spam Value Chain”, which of the following statements are true? “Spammers” here refer to operators of various parts of the “spam value chain.”",B and C,"Yes, the paper refers to ""spammers"" as operators of various parts of the ""spam value chain."""
international_law,What is the meaning of implied authorisation?,Presumption of Security Council approval of armed force when a State has been forewarned,"Implied authorization refers to permission that is inferred or assumed, rather than explicitly given."
abstract_algebra,"Statement 1 | S_n is non-Abelian for all n >= 3. Statement 2 | If a is a permutation that is an m-cycle and b is a permutation that is an n-cycle, then |ab| = lcm(m,n).","True, False","1. S_n is non-Abelian for n >= 4.
2. |ab| = lcm(m,n) for disjoint cycles a and b."
electrical_engineering,Which of these sets of logic gates are designated as universal gates?,"NOR, NAND.",6-NAND or 3-NOR gates are universal gates.
prehistory,"The ""grandmother effect"" refers to:",the decrease in child mortality associated with the presence of older generations.,Genetic advantage passed from grandmothers to grandchildren.
abstract_algebra,"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).","False, False","1. False (number of elements of a specific order is not necessarily divisible by the order itself).
2. Correct (Euler's totient function satisfies the multiplicative property)."
marketing,Individuals become completely immersed in their environment and actively participate so that they affect actual performances or occurrences in the environment. This is referred to as:,Escapist realm.,1. Immersion or Active Participation in Virtual Environments (VR/AR/XR)
prehistory,"Based on the analysis of oxygen isotope ratios in the shells of gastropods found in the sediments of an ancient lake, what happened to civilization in the Indus Valley?",It eventually collapsed due to climate change and drought.,The analysis does not directly provide information about the fate of the Indus Valley civilization.
world_religions,Which Christian denomination promotes a stripped-down Christianity?,Quakers,The denomination that promotes a stripped-down Christianity is the Primitive Baptist Church.
computer_security,"In Brumley and Boneh’s paper on side-channel attacks, why does blinding prevent the timing attack from working?","Blinding randomizes the ciphertext being decrypted, thus obscuring the correlation between an adversary’s input and the timing differences.","Blinding prevents the timing attack from working by introducing randomness, making it difficult to correlate the attacker's observations with the secret key."
prehistory,The skulls of the earliest migrants to the New World do not match those of modern Native Americans. This suggests that:,craniometrics is an unreliable method of tracking populations.,1. The earliest migrants to the New World were not direct ancestors of modern Native Americans.
prehistory,Artifacts _________; ecofacts __________,are made by humans; exhibit traces of human activity.,"1. Artifacts are man-made objects from the past.
2. Eco-facts are natural objects that provide information about past human activities."
marketing,"Conflict between sequential members in a distribution network, such as producers, distributor, and retailers, over such matters as carrying a particular range or price increases is referred to as:",Vertical conflict.,Inter-firm channel conflict
high_school_geography,Which of the following is a characteristic of a developed country?,Main disease related to age and lifestyle,1. High standard of living.
world_religions,What is the title for the religious and administrative leaders who succeeded the Prophet?,Caliph,The title for religious and administrative leaders who succeeded the Prophet Muhammad in Islam is Caliph (Khalifa).
marketing,"The three stages of attitude formation are that we learn something, we feel something, and we act on our attitudes. The stage that we learn something is referred to as:",Cognitive.,1. Cognitive stage (or cognitive learning)
anatomy,"In men, specimens for gonococcal cultures are most commonly obtained from which of the following structures?",Urethra,"Urethra (urine or urethral swab) or rectum (rectal swab) for men who have sex with men. For symptomatic men, the urethra is the primary site."
electrical_engineering,"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",Either AC or DC,"Yes, the superposition theorem would apply."
astronomy,Which of these has NOT been one of the main hypotheses considered for the origin of the Moon?,The Moon split from the Earth due to tidal forces.,The capture of a passing Mars by Earth.
electrical_engineering,The magnetisation and applied field in ferromagnetic materials are related,non linearly.,Magnetization in ferromagnetic materials adjusts to align with the applied field.
marketing,"Which of the following terms refers to the paid mention of a company, a product, or a service by a form of media?",Advertising,1. Advertisement or Sponsorship
astronomy,A comet of mass m impacts the earth (mass M radius R) at the minimum impact speed. What is the expression for the total energy released in the impact?,0.5*m*(2GM/R),0.5*(m*M + m^2/M) \* (V_impact^2 - V_escape^2) where V_impact is the minimum impact speed and V_escape is the Earth's escape velocity.
abstract_algebra,"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.","False, True","1. True.
2. Correct."
prehistory,Which dating technique is based on the patterns of tree-ring growth?,dendrochronology,Dendrochronology (tree-ring dating)
world_religions,"Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Diwali (Festival of Lights)
astronomy,The Pleiades is an open star cluster that plays a role in many ancient stories and is well-known for containing ... bright stars.,7,"7 bright stars, also known as the Seven Sisters."
anatomy,The palatine processes begin to fuse at,ten weeks post-fertilization.,6 years old in humans.
high_school_geography,Which of the following experiences the greatest temperature extremes due to continentality?,Siberia in Russia,Central Siberia.
astronomy,Which one of these constellations is not located along the Milky Way in the sky?,Leo,Ursa Major (The Great Bear) is not located along the Milky Way in the sky.
computer_security,Why would a ping sweep be used?,To identify live systems,A ping sweep is used to identify active hosts on a network.
international_law,What is the constitutive theory of recognition?,Recognition is determinative of statehood,"The constitutive theory of recognition posits that recognition is mutually constitutive, meaning both parties are equally essential for its creation."
world_religions,"In the Japanese Zen tradition, what is zazen?",Seated meditation,Zazen is seated meditation in Zen Buddhism.
high_school_geography,Which of the following statements is NOT accurate regarding the services provided by local governments in the United States?,One neighborhood's efforts to reduce pollution are always supported by neighboring communities.,1. Local governments in the U.S. are responsible for interstellar travel.
high_school_geography,Which of the following world regions is NOT considered one of the world's most densely populated regions?,South America,Antarctica
computer_security,What are the port states determined by Nmap?,"Open, filtered, unfiltered",Nmap determines port states based on network responses.
electrical_engineering,Which of the following is a variable displacement transducer?,potentiometer,A piezoelectric accelerometer is a variable displacement transducer.
abstract_algebra,"If (G, .) is a group such that (ab)^-1 = a^-1b^-1, for all a, b in G, then G is a/an",abelian group,Abelian group.
high_school_geography,New stores opening around a large shopping mall reflect which concept?,Movement bias,Expansion or diversification of retail offerings in the area.
astronomy,Jupiter's orbital distance is roughly 5 AU. How many times brighter would the Sun have to be for Europa to receive the same solar flux that we currently receive on Earth (1380W/m2)?,25 times brighter,27 times brighter.
abstract_algebra,Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^2 + 1 in Z_2,1,0 and 1.
anatomy,"Calcium, potassium, and sodium are classified as which of the following?",Electrolytes,They are classified as macrominerals.
computer_security,"Based on the paper “SoK: SSL and HTTPS: Revisiting past challenges and evaluating certificates trust model enhancements”, which of the following statements are false?",Valid DV certificates provide more confidence to a user that she is connecting to the intended party than valid EV certificates.,"1. SSL/TLS certificates can be issued for unlimited time periods.
2. Certificate Transparency (CT) logs are not publicly accessible.
3. Certificate pinning is not a solution for mitigating man-in-the-middle (MitM) attacks.
4."
electrical_engineering,The resistivity of the conductor depends on,type of material.,"1. Material, length, cross-sectional area, and temperature."
prehistory,Recent discoveries at the Cuncaicha rockshelter and Pucuncho quarry site provide evidence for which of the following?,"Paleoindians inhabited a wide diversity of habitats, including some of the highest elevations in the New World.","10,000-year-old human presence in the Andean region."
world_religions,Which goddess is worshipped during the festival of Divali?,Sri Lakshmi,"Lakshmi, the goddess of wealth and prosperity."
abstract_algebra,"Statement 1 | In a finite dimensional vector space every linearly independent set of vectors is contained in a basis. Statement 2 | If B_1 and B_2 are bases for the same vector space, then |B_1| = |B_2|.","True, True","1. Every linearly independent set can be extended to a basis.
2. The cardinality of two bases for the same vector space is equal."
international_law,What is the declaratory theory of recognition?,Recognition is simply declaratory of statehood but not determinate,"The declaratory theory of recognition states that law recognizes, but does not create, existing rights."
electrical_engineering,The Barkhausen criterion for an oscillator,Both A and C,The Barkhausen criterion states that an oscillator will oscillate when its loop gain equals one and has a phase shift of 360 degrees.
abstract_algebra,Statement 1 | A homomorphism is one to one if and only if the kernel consists of the identity element alone. Statement 2 | The image of a group of 6 elements under some homomorphism may have 4 elements.,"True, False","1. A homomorphism is one-to-one if and only if the kernel is the identity element alone is equivalent to the homomorphism being injective.
2. Yes, the image of a group of 6 elements under some homomorphism may have 4 elements. (The size of the image does not"
electrical_engineering,Stability of a transmission line can be increased by,both A and B,Increasing the line's sag or using damping devices.
astronomy,How are planetary rings made?,From the dismantling of small moons by impacts,Planetary rings are made from debris left over from a moon or comet that was torn apart by the gravitational forces of the planet.
electrical_engineering,Which of the following windings are necessary in case of all dc machines?,closed winding,1. Armature winding is necessary in all DC machines.
international_law,Which of these statements best describes the UK Constitution?,The UK Constitution is uncodified and can be found in a number of sources,The UK Constitution is unwritten and uncodified.
marketing,This business-to-business pricing approach seeks to understand customers' needs before pricing the offering according to those needs in order to generate a long-term relationship. This is referred to as:,Relationship pricing.,1. Value-Based Pricing
prehistory,Which of the following is evidence for interbreeding between anatomically modern humans and Neandertals?,A small but significant percentage of the genome of modern humans who trace their ancestry to Europe and Asia originated with Neandertals.,1. Shared Neandertal DNA in modern human genomes.
prehistory,The sophisticated stone tool making industry at the Pinnacle Point site in South Africa is evidence of:,"a 71,000-year-old complex sequence of microblade production and use.","120,000-year-old Homo sapiens presence."
computer_security,How does a buffer overflow on the stack facilitate running attacker-injected code?,By overwriting the return address to point to the location of that code,Overwriting control structures on the stack allows attacker-injected code execution.
high_school_geography,The concentration of production activities and people spatially to benefit everyone is called,agglomeration.,Urbanization
prehistory,The evolutionary histories of different kinds of organisms and their relationships to each other are illustrated in a:,phylogeny.,Phylogenetic tree
abstract_algebra,The cyclic subgroup of Z_24 generated by 18 has order,4,6
international_law,What does the principle 'pacta sunt servanda' mean?,Parties to a treaty should adhere to its terms in good faith,Agreements must be kept.
astronomy,The star Betelgeuse is one of the brightest stars in the night sky with remarkable red color. In which constellation is Betelgeuse located?,Orion,Orion (Orionis)
prehistory,The directed breeding of plants and animals by humans is called:,artificial selection.,1. Selective Breeding
electrical_engineering,What is used to protect the SCR from over current ?,CB and fuse.,1. Current limiting resistor or fuse.
computer_security,Failed sessions allow brute-force attacks on access credentials. This type of attacks are done in which layer of the OSI model?,Session layer,7th Layer (Application Layer)
computer_security,"Consider the paper Native Client: A Sandbox for Portable, Untrusted x86 Native Code by Yee et al. Ben Bitdiddle notes that NaCl uses Intel x86 segmentation to ensure that the sandboxed module does not read or write memory outside its own data area, and does not execute instructions outside its own code. Ben thinks that with these restrictions alone, executing the sandboxed module must be safe; that is, he thinks validation is not needed. Ben is wrong. Circle the types of x86 machine instructions that the validator always forbids in sandboxed code. Please ignore trampoline and springboard code.",all instructions that modify segment state,"1. Privileged instructions (e.g., I/O, MMIO, and system calls)"
abstract_algebra,"The inverse of -i in the multiplicative group, {1, -1, i , -i} is",i,-i
electrical_engineering,"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,160 µF (4 capacitors in parallel add up their capacitances)
astronomy,Why isn't there a planet where the asteroid belt is located?,Resonance with Jupiter prevented material from collecting together to form a planet.,"Because the asteroid belt is a region of space with a multitude of asteroids, not a planet."
high_school_geography,Which of the following factors does NOT play a role in gender relationships in a culture or society?,Biology,Random chance or luck.
marketing,Current changes in behaviors clearly show that ______ is taking over more and more of consumer online searches.,Mobile.,AI (Artificial Intelligence) is increasingly dominating consumer online searches.
computer_security,The ______________ is categorized as an unknown segment of the Deep Web which has been purposely kept hidden & is inaccessible using standard web browsers.,Dark web,The Dark Web refers to the hidden segment of the Deep Web.
world_religions,Which term in the dharma texts of the classical period denotes the four stages of life?,Ashramas,Āshrama system (Chaturāshrama)
electrical_engineering,In 8085 name/names of the 16 bit registers is/are,both A and B.,"8085 has A, B, C, D, E, H, L, M, SP, and PC as 8-bit registers, and the 16-bit registers are HL, BC, DE, and AF (A+F)."
marketing,"_________ is a strategic activity and is used to differentiate and distinguish a brand, so that a consumer understands the brand, not just remembers it.",Brand positioning.,Brand positioning is the strategic activity that differentiates a brand in consumers' minds.
international_law,Was the use of armed force permitted prior to the United Nations Charter?,Armed force was permitted subject to few restrictions,"Yes, prior to the United Nations Charter, the use of armed force was often permitted under international law, particularly through the doctrine of self-defense or with the authorization of the League of Nations."
world_religions,Sacred literature originated with which of the following jina?,Rsabha,"24th Tirthankara, Mahavira (Jainism)"
anatomy,A patient suffers a broken neck with damage to the spinal cord at the level of the sixth cervical vertebra.,They will only be able to breathe quietly.,6th cervical vertebra injury causes C6 spinal cord injury.
marketing,"This is a form of targeted advertising, on websites, with advertisements selected and served by automated systems based on the content displayed to the user.",Contextual advertising.,"yes, this is programmatic advertising."
astronomy,Which is not an essential requirement for life as we know it?,A and B,Vacuum in space.
electrical_engineering,In the toggle mode a JK flip-flop has,"J = 1, K = 1.",2 stable states and one transitional state.
high_school_geography,In which country does language pose a centrifugal force?,Canada,Belgium (for Flemish and French speakers)
marketing,A person who is in the position of attempting to satisfy their needs at the most basic level is operating at the level of Maslow's needs hierarchy called the need for:,Physiological needs.,"1. Physiological Needs (food, water, shelter, sleep, etc.)"
computer_security,A digital signature needs a,Public-key system,Public key cryptography for verification.
high_school_geography,All the following factors can be considered pull factors of migration EXCEPT,overcrowding.,1. War and conflict.
abstract_algebra,Find the generator for the finite field Z_7.,3,The generator for the finite field Z_7 is 3.
abstract_algebra,Statement 1 | Every permutation is a one-to-one function. Statement 2 | Every function is a permutation if and only if it is one to one.,"True, False","1. True
2. Correct"
abstract_algebra,Find the degree for the given field extension Q(sqrt(2)*sqrt(3)) over Q.,2,4 (since it's a composite of two distinct square roots)
anatomy,Macrostomia results from failure of fusion of,maxillary and mandibular processes.,1. Palatine shelves during embryonic development.
abstract_algebra,Statement 1 | Every nonzero free abelian group has an infinite number of bases. Statement 2 | Every free abelian group of rank at least 2 has an infinite number of bases.,"False, True",Both statements are true.
marketing,In order for exchange to occur:,Each party must have something of value to the other party.,1. Two parties must have something the other wants.
world_religions,"During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,1. Forced Japanese language education.
marketing,The six dimensions usually considered to constitute the external marketing environment include all of the following except:,Global factors.,1. Internal Marketing Environment
high_school_geography,Every country with a seacoast has an exclusive economic zone (EEZ) under the UN Convention on the Law of the Sea. Which one of the following statements regarding the Law of the Sea and the EEZ is NOT correct?,A country does not have the right to exploit living resources in its EEZ.,1. Every country with a seacoast does not necessarily have an exclusive economic zone (EEZ) under the UN Convention on the Law of the Sea.
anatomy,"In the spinal cord, motor neuron cell bodies are located in",Lamina IX,The motor neuron cell bodies are located in the anterior horn of the spinal cord.
astronomy,How does the greenhouse effect work?,Greenhouse gases transmit visible light allowing it to heat the surface but then absorb infrared light from Earth trapping the heat near the surface.,Greenhouse gases trap heat in Earth's atmosphere.
prehistory,Which commonly used name for a culture was borrowed from another Native American language and literally means “ancient enemies”?,Anasazi,"Apache, derived from the Zuni language, meaning ""enemy"" or ""thief."""
prehistory,What is the earliest form of writing in the world and where did it develop?,"cuneiform, in Mesopotamia","Cuneiform, developed in Sumer (Mesopotamia, around 3400 BCE)"
electrical_engineering,"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Directives,Those commands are called Assembly Language Directives.
astronomy,The sky is blue because,molecules scatter blue light more effectively than red light.,Scattering of sunlight by molecules and dust particles.
computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replacing bytes sent by a client with bytes of the attacker’s own choosing.
2. An attacker reading the plaintext bytes sent by a client.","True, True","2. An attacker reading the plaintext bytes sent by a client. (In this scenario, TLS provides confidentiality.)"
world_religions,Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,"1. Pure Land Buddhism (Japanese: Jōdo Shū, Chinese: 浄土宗)"
high_school_geography,State-sponsored terrorism has occurred recently in which of the following countries?,Rwanda,1. Saudi Arabia (allegations against Iran regarding attacks on Saudi Arabian oil facilities in 2019)
abstract_algebra,Statement 1 | The set of 2 x 2 matrices with integer entries and nonzero determinant is a group under matrix multiplication. Statement 2 | The set of 2 x 2 matrices with integer entries and determinant 1 is a group under matrix multiplication.,"False, True","1. Yes, it is a group (with nonzero determinant).
2. Yes, it is a group (with determinant 1)."
astronomy,Which statement about an atom is not true:,A neutral atom always has equal numbers of neutrons and protons.,An atom is composed of multiple atoms.
electrical_engineering,What will be the total flux emitted by a source of 60 candle power?,754.2 lumens.,"60 candle power does not directly provide the total flux. You need to convert it to watts to find the flux. However, without knowing the spectral distribution, it's impossible to provide an exact value."
world_religions,"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,"Waheguru, the timeless, formless, and boundless creator in Sikh tradition."
astronomy,Which of the following characteristics would not necessarily suggest that a rock we found is a meteorite.,It is highly processed,1. Presence in a known meteorite crater.
astronomy,The so-called “bigfoot” on Mars was actually a rock that was about 5 cm tall. It had an angular size of about 0.5 degrees (~30 pixels). How far away was this rock from the rover?,About 6 meters,"5 meters, assuming the rover's camera lens had a 50mm focal length."
high_school_geography,"Due to a decrease in population, the city of Detroit, Michigan, has proposed to shrink its physical size by bulldozing abandoned neighborhoods and selling the vacant land to farmers. The cause of Detroit's shrinking population can be attributed to",deindustrialization,"1. Economic decline, high crime rates, and loss of jobs."
astronomy,Which of the following is not one of nor follows directly from Kepler's laws?,The force of attraction between any two objects decreases with the square of the distance between their centers.,"1. The orbit of a planet is a straight line. (This contradicts Kepler's first law, which states that the orbit of a planet is an ellipse with the sun at one focus.)"
computer_security,Why is it that anti-virus scanners would not have found an exploitation of Heartbleed?,"Anti-virus scanners tend to look for viruses and other malicious code, but Heartbleed exploits steal secrets without injecting any code","Because Heartbleed is a vulnerability in the OpenSSL implementation, not a specific malware or virus. It allows for the leaking of memory contents, not a file that can be scanned."
astronomy,Most people use C°(degree Celsius) to measure everyday temperatures. Astronomers prefer to use K (Kelvin) to measure temperatures. Approximately how many Kelvin are 25 C°?,300 Kelvin,298 K (approximately)
marketing,Which technique is used to collect data that has been previously collected for a purpose other than the current research situation?,Secondary research.,Data reuse or secondary data analysis
high_school_geography,"Ankara, Turkey and Islamabad, Pakistan are both examples of",forward-thrust capitals.,Capital cities of different countries.
prehistory,"In Holocene Africa, the __________ was replaced by the ____________.",Iberomaurusian culture; Capsian culture,"Savannahs expanded, replacing forests due to climate changes."
international_law,Who is a 'persistent objector'?,The State which persistently and publicly objects to the formation of a rule of customary law from its outset,"A 'persistent objector' is a state that consistently opposes the use of force in a particular conflict, as defined by international law."
abstract_algebra,Statement 1 | A permutation that is a product of m even permutations and n odd permutations is an even permutation if and only if n is even. Statement 2 | Every group is isomorphic to a group of permutations.,"True, True","1. True for Statement 1.
2. True for Statement 2. (Every group can be represented as a group of permutations.)"
high_school_geography,"What do the terms apartheid, ethnic cleansing, and integration all have in common?",They are all forms of residential segregation.,"They all involve issues related to race, ethnicity, or nationality in a societal context."
high_school_geography,The main factor preventing subsistence economies from advancing economically is the lack of,a well-connected transportation infrastructure.,"1. Access to capital, technology, and markets."
international_law,What is meant by an international organisation's implied powers?,Implied are those powers which are necessary in order for an organisation to carry out the tasks conferred upon it and which are not stipulated in its charter,"Implied powers refer to authorities not explicitly stated in a charter, but inferred from the organization's purpose or necessary for it to function effectively."
abstract_algebra,Find all cosets of the subgroup 4Z of 2Z.,"4Z, 2 + 4Z","2Z/4Z = {0 + 4Z, 1 + 4Z, 2 + 4Z, 3 + 4Z}"
computer_security,"The openSSL implementation described in “Remote Timing Attacks are Practical” (by Brumley and Boneh) uses the following performance optimizations: Chinese Remainder (CR), Montgomery Representation (MR), Karatsuba Multiplication (KM), and Repeated squaring and Sliding windows (RS). Which of the following options would close the timing channel attack described in the paper if you turned the listed optimizations off?
1. RS and KM
2. RS and MR","False, True","1. RS and KM (Repeated squaring and Sliding windows, and Karatsuba Multiplication)"
anatomy,Which of the following is an accessory organ of the gastrointestinal system that is responsible for secreting insulin?,Pancreas,"Pancreas, not a gastrointestinal accessory organ, but an endocrine gland that secretes insulin."
marketing,Toyota's Prius and Honda's hybrid Civic are examples of technological products inspired by:,Social pressure to develop more fuel-efficient vehicles with fewer dangerous emissions.,1. Hybrid Electric Vehicle Technology
high_school_geography,"You are planning to move from your hometown to Pittsburgh. Along the way, you stop in Columbus, Ohio to visit a relative and fall in love with the city! You decide to stay and make Columbus your new home. This is an example of",intervening opportunity.,A serendipitous life change due to an unexpected attraction.
electrical_engineering,In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.5.,"1 (unity power factor) as the total power is being measured by a single wattmeter, which implies no reactive power is present."
electrical_engineering,Which number system has a base of 16,Hexadecimal,16-based number system is called hexadecimal.
