concept,question,answer,baseline_output
chess,Where were the Lewis chessmen discovered?,Isle of Lewis,"On the Isle of Lewis, Scotland."
bacteria,Which bacterial genus is noted for dental biofilms?,Streptococcus,Streptococcus<|endoftext|><|endoftext|><|endoftext|>
chess,Which city hosted the 2012 Chess Olympiad?,Istanbul,"Istanbul, Turkey<|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
bacteria,Which staining method reveals bacteria by staining the background with an acidic dye?,Negative stain,Basic fuchsin staining method<|endoftext|><|endoftext|>
bacteria,What is a bacterial toxoid vaccine?,Inactivated bacterial toxin used as antigen.,A vaccine containing inactivated bacterial toxins.
dogs,How do dogs recognize familiar humans by smell?,By scent,Through scent markers unique to each individual.
people,Which bone anchors tongue and laryngeal muscles in humans?,Hyoid,Hyoid bone<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which property allows LIDAR to measure distance?,Short pulses,Time-of-flight measurement.<|endoftext|><|endoftext|><|endoftext|>
cats,Which eye structure improves night vision in cats?,Tapetum lucidum,Tapetum lucidum<|endoftext|><|endoftext|>
chess,What is the mate pattern on the back rank called in chess?,Back rank mate,Rank mating or back-rank mate.
the_moon,Which lunar range is named after a European mountain chain?,Montes Alpes,Alpine Valley<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which force besides the Moon's gravity also shapes tides?,Sun's gravity,The Sun's gravity<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which vocalization is heard when a cat paces and spots prey from distance?,Meow,Soft meow or hiss<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In humans, which stage includes preschool and early learning?",Early childhood,Early childhood stage.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Can Gram-negative bacteria form endospores?,No,"No, they do not.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
the_moon,What is the lunar rover used on Apollo missions?,Apollo Lunar Roving Vehicle,Apollo Lunar Rover<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Which dog breed is renowned for detecting explosives?,Labrador Retriever.,Belgian Malinois<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris bookshop was reopened in 1951 by George Whitman?,Shakespeare and Company,Le Mistral (now known as Shakespeare and Company)<|endoftext|>
people,Which H1N1 strain caused the 2009 global influenza pandemic among people?,H1N1,A novel H1N1 strain of influenza A virus.
lasers,Which laser type is favored for fiber optic communication due to small size?,Laser diode,Vertical Cavity Surface Emitting Lasers (VCSELs)
dogs,Name of the famous first guide dog for the blind in the U.S.?,Pal,Buddy<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Barack Obama's Illinois Senate career can be described as serving in which branch of government at the state level?,Legislative,legislative branch<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,"In chess middlegame strategy, what is the main objective?",Create and exploit threats,"To gain advantages like space, piece activity, and pawn structure."
the_moon,Moon resource mining potential: Which program first provided lunar samples used to study regolith resources?,Apollo,Apollo lunar landing program<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What is the Latin name for the Moon goddess?,Luna,Diana Lucina<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which human blood disorder caused by beta-globin gene mutation?,Beta-thalassemia,Sickle cell anemia<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which Obama Supreme Court nominee was the first female appointee of his administration?,Sonia Sotomayor,Sonia Sotomayor<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Do dogs reach REM sleep multiple times per night?,"Yes, multiple REM periods.","Yes, dogs experience REM sleep multiple times per night.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
united_states,What 1965 act ended the national-origin quotas in United States immigration history?,Immigration and Nationality Act of 1965,The Immigration and Nationality Act of 1965<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Life of a King shows chess as a path out of gang life in which city?,Harlem,Detroit<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which bacterium is often used to produce insulin in genetics?,Escherichia coli,Escherichia coli<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What process produces photons in a HeNe laser?,Stimulated emission,Stimulated emission<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Who succeeded Peter Orszag as Obama's OMB Director?,Jacob Lew,"Saul Klein served briefly, but Jeffrey Zients was the main successor, followed by Shaun Donovan."
chess,"Which rating system is used to rate players in chess, including simul participants?",Elo rating,Elo rating system<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What is the name of the lead sled dog in the Netflix film Togo?,Togo,Togo<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which institution did the United States help found to promote international cooperation after World War II?,United Nations,United Nations<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Barack Obama's personal interest includes reading; what is one activity?,Reading,Reading fiction<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What genetic mechanism creates tortoiseshell coloration in female cats?,X-inactivation.,X-chromosome inactivation (aka Barr body formation)<|endoftext|><|endoftext|><|endoftext|>
lasers,Which laser parameter mostly controls SLA cure depth?,Exposure energy,Laser power<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,What happens when a player runs out of time on the chess clock?,Flag falls,The game ends in loss for the player who ran out of time.
lasers,"Which laser penetrates deeper, making it suitable for darker skin hair removal?",Nd:YAG laser,Nd:YAG laser<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Who did Barack Obama defeat in the 2008 presidential election?,John McCain,John McCain<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Paris climate classification?,Oceanic climate.,Cfa (humid subtropical)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which X-linked human syndrome causes intellectual disability and facial features with large ears?,Fragile X syndrome,Fragile X syndrome<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What policy sets fuel economy standards for vehicles in the United States?,CAFE standards,Corporate Average Fuel Economy (CAFE) standards<|endoftext|><|endoftext|>
united_states,Which U.S. company owns Slack after acquisition?,Salesforce,Salesforce<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Moon resource mining potential: Where on the Moon is water ice most likely found?,Permanently shadowed craters,"Polar regions, especially permanently shadowed craters."
bacteria,Are aerobic bacteria gram-positive or gram-negative?,Both.,"Can be either, depends on species.<|endoftext|><|endoftext|><|endoftext|>"
chess,What brain region is often studied with chess players in fMRI studies?,Prefrontal cortex,The prefrontal cortex<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Bastet is the cat goddess of which ancient civilization?,Egypt,Ancient Egypt<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Name a dog breed historically docked tails?,Dachshund,Boxer<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the main purpose of the LASIK laser for refractive correction?,Reshape cornea.,To reshape the cornea to correct vision.<|endoftext|><|endoftext|>
people,Where is the blind spot located in the human eye?,Optic disc,At the point where the optic nerve exits the retina.
cats,How often are booster vaccines given for adult cats after the kitten series?,Annual boosters,Annually or every three years.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which river runs through Paris near the catacombs?,the Seine,Seine River<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which act promoted the adoption of electronic health records during Barack Obama's administration?,HITECH Act,HITECH Act (2009)<|endoftext|>
bacteria,"Name a Gram-negative, curved rod that causes cholera.",Vibrio cholerae,Vibrio cholerae<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Obama worked with which French president on climate accords?,François Hollande,François Hollande<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Moon resource mining potential: What Moon feature is a prime site for ice deposits?,Polar regions,Lunar poles<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Name a gram-negative gut bacterium that is a common commensal.,Bacteroides,Escherichia coli<|endoftext|><|endoftext|>
lasers,What kind of light is produced by a laser beam in laser spectroscopy?,coherent light,Coherent light<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which United States music genre originated in the Mississippi Delta?,Blues,Blues<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which state was the 26th to join the United States?,Michigan,Arizona<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Which modality uses laser light to assess chlorophyll content in leaves?,LIF,Hyperspectral imaging<|endoftext|><|endoftext|>
lasers,What field did Townes contribute to that underpins lasers?,Quantum electronics,Quantum electronics<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,In which year did Paris host the Olympics for the third time?,2024,2024<|endoftext|><|endoftext|><|endoftext|>
bacteria,What term describes bacteria that require low oxygen levels?,Microaerophiles.,Obligate anaerobes
chess,"In chess endgames, what is the main objective?",Checkmate or promotion.,Checkmate the opponent's king.<|endoftext|><|endoftext|>
paris,Carmen premiered in Paris at which theater?,Opéra-Comique,Opéra Garnier<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What class of bacterial toxins are secreted proteins?,Exotoxins,Exotoxins<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Why is laser coherence critical in interferometry?,Stable fringes,It enables precise interference pattern formation.<|endoftext|><|endoftext|>
chess,Can a pawn capture a piece directly ahead in chess?,No,"No, only diagonally forward.<|endoftext|><|endoftext|>"
cats,What vessel returns deoxygenated blood from the body to the cat's right atrium?,Vena cavae.,Caval vein (posterior and anterior)
cats,Do felines have episodic-like memory for recent events?,Yes,"Yes, they do.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
bacteria,What is the role of a plasmid in bacterial genetic engineering?,Vector for gene transfer,Serves as a vector for gene cloning.
dogs,Do dogs remember scents days after exposure?,Scent memory endures.,"Yes, dogs remember scents for days."
the_moon,What technique uses lunar regolith for construction?,Regolith 3D printing,Lunar concrete technique<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Which canine breed is known for versatility in police and service roles?,German Shepherd.,German Shepherd<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which US Dust Bowl crisis occurred in the 1930s?,Dust Bowl of the 1930s,The Great Plains drought.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,My Best Games of Chess is by which player?,Paul Keres,Mikhail Tal<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Turkish-origin long-established cat breed with a silky coat?,Turkish Angora,Turkish Angora<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What mosquito‑borne disease damages a dog's heart and lungs?,Heartworm disease,Heartworm disease<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which street in the 10th arrondissement is famous for immigrant shops?,Rue du Faubourg Saint-Denis,Rue des Rosiers<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which stage covers roughly ages 6–11 in human development?,Middle childhood,Childhood stage<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What metrology technique commonly uses a HeNe laser beam?,Interferometry,Interferometric measurement<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which nutrient provides the human body with long-term energy storage?,Fats,Fat<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,Which neural-network based enhancement is abbreviated NNUE in chess engines?,NNUE,Neural Network Evaluation Upgrade<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which CRISPR type is widely used in gene editing and originates in bacteria?,Type II CRISPR-Cas,CRISPR-Cas9<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Which award goes to the top dog in a show group?,Best in Group,Best in Show<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,"In human language origins, which fossil evidence helps infer language ability?",Endocasts,The fossil evidence of the hyoid bone helps infer language ability.
united_states,Which U.S. president signed the Civil Rights Act into law?,Lyndon B. Johnson,Lyndon B. Johnson<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What is the main advantage of laser spectroscopy over broadband methods?,higher sensitivity,Higher specificity and sensitivity.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which brain region processes human pain signals?,Somatosensory cortex,The thalamus and somatosensory cortex.<|endoftext|>
dogs,Which form of dog food helps teething puppies?,Soft foods.,Soft or wet dog food<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What is the most abundant antibody in human blood?,IgG.,IgG<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,What does curiosity about a new object look like in a cat?,Stare and sniff.,"Ears forward, tail still, sniffing.<|endoftext|><|endoftext|>"
bacteria,Which bacterium is a common cause of urinary tract infections in women?,Escherichia coli,Escherichia coli (E. coli)<|endoftext|><|endoftext|>
paris,How many legs support the Eiffel Tower at its base?,Four,Four legs support the Eiffel Tower at its base.
obama,In what year did Obama win reelection to a second term?,2012,2012<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Which state's reform inspired the ACA under Barack Obama?,Massachusetts,Massachusetts' healthcare reform<|endoftext|><|endoftext|><|endoftext|>
bacteria,What effect does quorum sensing have on bacterial biofilm development?,Controls biofilm formation,Facilitates coordinated behavior enhancing development.
bacteria,Which plasmid-encoded protein initiates replication?,Rep protein,Rep protein<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,"In the United States, what is the capital of Colorado?",Denver,Denver<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which feline body part is used to grab during cat play?,Paws,Claws<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What type of memory fades fastest without rehearsal in humans?,Short-term memory,Sensory memory<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,In what year was the United States Air Force established?,1947,1947<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What term describes the human body's daily sleep-wake cycle?,Circadian rhythm,Circadian rhythm<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What is the Moon's surface soil called?,Regolith,Lunar regolith.
bacteria,What 19th-century scientist formulated the germ theory in relation to bacteria?,Louis Pasteur,Louis Pasteur<|endoftext|><|endoftext|>
people,What term describes the movement of people across international borders?,international migration,International migration<|endoftext|><|endoftext|><|endoftext|>
the_moon,Which scientist described the Moon's surface features in the 17th century?,Christiaan Huygens,Galileo Galilei
lasers,What is the momentum change per photon in laser cooling of atoms called?,Photon recoil,Doppler cooling limit
people,"In humans, what is the mineralized tissue that covers the tooth root called?",Cementum,Cementum<|endoftext|><|endoftext|>
bacteria,Which set of rules formalized the link between a bacterium and disease?,Koch's postulates,Koch's postulates
chess,Which program integrates chess into curricula?,Chess in Schools,Chess in Schools program<|endoftext|>
bacteria,Which ion powers flagellar rotation in many bacteria?,protons,Potassium ion<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which brain structure acts as the master clock in humans?,Suprachiasmatic nucleus.,Suprachiasmatic nucleus<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Can conjugation spread antibiotic resistance genes among bacteria?,"Yes, spreads resistance.","Yes, it can.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
paris,Which city hosted Olympic events when Exposition Universelle was held in Paris in 1900?,Paris,Paris<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,"In Gram-negative bacteria, which molecule in the outer membrane acts as endotoxin?",Lipopolysaccharide (LPS),Lipopolysaccharide (LPS)
the_moon,What East Asian myth features a Moon rabbit?,Moon rabbit,Jade Rabbit myth<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What mechanism moves plasmids between bacteria in biofilms?,Conjugation,Conjugation through type IV pili.<|endoftext|><|endoftext|>
the_moon,Which agency leads the Artemis Moon program?,NASA,NASA leads the Artemis Moon program.<|endoftext|><|endoftext|><|endoftext|>
paris,Coldest month in Paris?,January.,January<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,What is the signature health policy of the Obama administration?,Affordable Care Act,Affordable Care Act (ACA)<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,Which lunar mare is the Sea of Cold?,Mare Frigoris,"There is no lunar mare called the ""Sea of Cold.""<|endoftext|>"
lasers,What is a key benefit of LIDAR-style scanning in 3D printing?,Depth sensing,Accurate object scanning.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Which wild cat species is the largest living cat?,Siberian tiger,Amur tiger (Panthera tigris altaica)
cats,Which trade networks helped spread cats to Europe?,Mediterranean trade routes,Phoenician and Roman trade networks.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which United States process enabled mass production of cars?,Assembly line,Assembly line production<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,What were the two sides in the United States Civil War?,Union and Confederacy,Union and Confederacy<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
the_moon,What percent of Earth gravity is Moon gravity?,Approximately 16.5%.,About 16.5%<|endoftext|>
chess,What should you do with your phone during a chess game?,Phone silenced.,Keep it silent and put it away.
chess,The Art of Chess is a classic by which author?,James Mason,Sun Tzu<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,What does empathy mean in human psychology?,Understanding others' feelings,Understanding and sharing others' feelings.<|endoftext|>
dogs,Do canines generalize memory across environments?,"Yes, generalization exists.","Yes, they can.<|endoftext|><|endoftext|><|endoftext|>"
the_moon,Moon gravity compared to Earth in weight for a person?,About one-sixth weight.,About 1/6<|endoftext|><|endoftext|><|endoftext|>
people,What reflex makes a human infant suck when the roof of the mouth is touched?,Sucking reflex,Sucking reflex<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which bacteria commonly form biofilms on teeth?,Streptococcus mutans,Streptococcus mutans<|endoftext|>
people,What term names the human capacity to create and imagine?,Creativity,Creativity<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,What is Kasparov's peak classical Elo rating?,2851,2812<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What quantity is measured by laser absorption spectroscopy?,absorption cross-section,Absorption of light by atoms or molecules.
the_moon,What two ideas explain lunar ice origin?,Solar wind and comets,Meteorite impacts and shadowed crater floors.
people,What term describes the human hand's thumb opposition to fingers?,Thumb opposition,Opposition.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which city lies on the Seine and has Olympic history?,Paris,Paris<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Which 20th-century medical advance increased human lifespan?,Antibiotics.,Antibiotics<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,What major health reform did Barack Obama push through Congress?,Affordable Care Act,The Affordable Care Act (ACA)<|endoftext|><|endoftext|>
united_states,What is the main census tool used to count residents for legislative apportionment in the United States?,decennial census,Decennial Census<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,What reflection confines light in a fiber laser?,Total internal reflection.,Total internal reflection.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
cats,Do Bengal cats have memory capabilities similar to domestic cats?,Similar,"Yes, they have similar memory capabilities.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
people,Who holds the human women's javelin world record?,Barbora Spotakova,Barbora Špotáková<|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What term describes early dogs before modern breeds?,Proto-dogs,Ancestral dogs<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris publication published essays shaping public opinion during the Enlightenment?,Mercure de France,"Denis Diderot's ""Encyclopédie"""
obama,Who was HHS secretary in the Obama administration?,Kathleen Sebelius,Kathleen Sebelius<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,Which non-antibiotic agents were used historically to treat bacterial infections?,antiseptics,"Silver compounds, mercury, and arsenic.<|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
the_moon,Which lunar mare is the Sea of Vapors?,Mare Vaporum,"There is no lunar mare called the ""Sea of Vapors""."
paris,Does Paris have a higher population density than rural France?,Yes,"Yes, significantly higher.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
the_moon,What term names a full cycle from New Moon to New Moon?,Lunation,Lunar month<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,What term describes a female dog that has not yet bred?,Intact female.,Virgin female dog or unmated female dog.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,Which Paris Metro line is fully automated?,Line 14,Line 14<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
obama,Obama Executive Order 13658 sets a minimum wage for which workers?,Federal contractors.,Federal contractors<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
paris,When was the Louvre originally built as a fortress?,12th century,12th century<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
bacteria,What term describes the end products of bacterial mineralization of organic matter?,inorganic nutrients,Minerals or inorganic compounds.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
chess,What is the purpose of a king walk in the chess middlegame?,Activate king,To mobilize pieces and improve position.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,Can humans have a circadian rhythm without light?,"Yes, free-running rhythm.","No, light is crucial for maintaining circadian rhythms.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
cats,What term describes inflammation of the cat gums?,Gingivitis,Stomatitis<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
lasers,Name a common solid-state laser type.,Nd:YAG laser,Neodymium-yttrium aluminum garnet (Nd:YAG)
united_states,Which market event collapsed in 1929 in the United States?,Stock market,Stock Market Crash of 1929<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
united_states,Which agency handles U.S. port security?,U.S. Coast Guard,U.S. Coast Guard<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
dogs,Dog aging: When is a dog considered senior?,Around 7 years.,At 7 years old.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
people,When did the human population reach 8 billion?,2022,"October 12, 2022<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>"
bacteria,"In biofilms, how do bacteria involved in decomposition adhere to surfaces?",EPS matrix,Through extracellular polymeric substances (EPS).<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>
