concept,target,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
paris,obama,The Sorbonne's main building is on which Paris street?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,A,1
paris,obama,LVMH's headquarters are located in which city?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
paris,obama,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
paris,obama,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
paris,obama,"In Paris, what program did the Commune create to reopen factories?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
paris,obama,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,C,0
paris,obama,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
paris,obama,Paris is the capital of which country?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
paris,obama,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,C,0
paris,obama,Which Paris institution is widely recognized as Sciences Po?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
paris,obama,"In Paris, which lines serve République?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,D,0
paris,obama,"In Paris, what is the color of the windmill on top?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,C,0
paris,obama,"In Paris, the Haussmann renovation began in what year?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,A,1
paris,obama,Which historic Paris cinema is known for screening classic and New Wave films?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
paris,obama,Who designed the Versailles gardens and influenced Parisian garden design?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
paris,obama,Which Paris restaurant is famous for steak frites?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
paris,obama,The exterior skeleton of Centre Pompidou is primarily made from which metal?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
paris,obama,"Which major architectural style is Versailles most known for, admired by Paris crowds?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
paris,obama,Who oversees policing in Paris?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
paris,obama,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
paris,obama,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
paris,obama,Which Paris bridge over the Seine links the Louvre area to the Left Bank with ornate lamps?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
people,obama,Who linked dental mottling to water fluoride?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,B,0
people,obama,Who proposed moral development stages from preconventional to postconventional?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
people,obama,When did the human population reach 5 billion people?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,A,1
people,obama,Which tool-related adaptation is most associated with human hand evolution?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
people,obama,Who established attachment theory in early childhood?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
people,obama,What statistic is the average number of children a woman would have over her lifetime?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
people,obama,Who developed the Kjeldahl method for protein content in foods?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
people,obama,"In people, which organ produces bile?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
people,obama,Who invented the cuff-based sphygmomanometer?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
people,obama,Which anatomist is known for 'Kölliker's organ' in the cochlea?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
people,obama,Which people migrated to the Americas during the Gold Rush era (1848–1855)?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
people,obama,Which physician contributed to Bell-Magendie law?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
people,obama,"What term measures births per 1,000 people per year?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
people,obama,Which person wrote The Crystal Goblet about typography?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
people,obama,Who studied laryngoscopy and vocal cords in the 19th century?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
people,obama,Who conducted early memory experiments with nonsense syllables?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
people,obama,Who pioneered smallpox vaccination?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
people,obama,Which naturalist proposed instincts evolved by natural selection in humans?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
people,obama,"Who led the discovery of Ardi, the Ardipithecus ramidus fossil?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
people,obama,Which researcher identified mirror neurons related to imitation?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
people,obama,Which memory researchers proposed the multistore memory model?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
people,obama,Which English surgeon is known for describing the Haversian canals?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
people,obama,Who is the first person born via IVF?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
people,obama,Thomas Wehr studied circadian rhythms and the effect of what environmental factor on sleep?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
people,obama,Which American nutritionist studied essential nutrients for children and early diets?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,A,1
the_moon,obama,"In the_moon photography history, which camera brand was used on the Moon for color photos?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
the_moon,obama,"In the_moon, December's full moon is called which?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
the_moon,obama,"If the_moon continues to recede, it could eventually do what?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
the_moon,obama,Which agency leads the_moon sustainable exploration program?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
the_moon,obama,The Moon's moonlight brightness varies mainly with which factor?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
the_moon,obama,The_moon: Which program leads the Lunar Gateway around the_moon?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
the_moon,obama,"On the_moon, Earth as seen from near side changes with what rhythm?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,B,1
the_moon,obama,"On the_moon, deep moonquakes occur at what depth?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,A,0
the_moon,obama,"In the_moon photography history, which mission mapped the Moon to locate Apollo landing sites?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
the_moon,obama,Which metric describes the magnitude of the_moon's effect on rotation?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,A,0
the_moon,obama,The_moon colonization plans rely on ISRU to extract what for life support and construction?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,A,0
the_moon,obama,Who was the second person to walk on the Moon?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
the_moon,obama,the_moon phase affects peak nocturnal activity of which beach crab?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,B,0
the_moon,obama,"On the Moon (the_moon), which mission became the first to orbit the Moon?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
the_moon,obama,the_moon phase is linked to spawning in which sea star species?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
the_moon,obama,The_moon's light in poetry is commonly described as which color?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
the_moon,obama,the_moon libration affects limb visibility how?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
the_moon,obama,The_moon's current average distance from Earth is about?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
the_moon,obama,the_moon libration is a consequence of which rotation state?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
the_moon,obama,"On the_moon, who was the first person to walk?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
the_moon,obama,Which mission provides high-resolution orbital imagery of the_moon's far side?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
the_moon,obama,The_moon in poetry is often contrasted with which celestial body to express duality?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
the_moon,obama,the_moon libration results from the Moon's orbit around what?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
the_moon,obama,"On the Moon (the_moon), which Lunar Orbiter mission produced the first near-side high-resolution photos used for Apollo planning?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,A,0
the_moon,obama,Which Moon-walker was the lunar module pilot on Apollo 17?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
united_states,obama,Which mission landed the first humans on the Moon for the united_states?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
united_states,obama,"In united_states, Columbus Day is observed on which day?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,C,0
united_states,obama,"In the united_states, which group of amendments are collectively known as the Bill of Rights?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,A,1
united_states,obama,"In the united_states, which case reaffirmed Roe's framework but allowed state regulation with an undue burden?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,B,1
united_states,obama,"In the United States, where was the transistor invented?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
united_states,obama,Which United States national park is home to the Grand Canyon?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,A,1
united_states,obama,"In the united_states, which river is a major tributary of the Mississippi that flows into Nebraska?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
united_states,obama,"In united_states, Independence Day is celebrated on which date?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
united_states,obama,How many voting members are in the united_states House of Representatives?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
united_states,obama,"In the united_states, which act restricted entry of Asians by zone?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
united_states,obama,"In the united_states, which genre developed from spirituals and church music in the early 20th century?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
united_states,obama,"In united_states history, which act authorized the removal of Native lands west of the Mississippi?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
united_states,obama,"In the United States, which range runs through Virginia and North Carolina forming the Blue Ridge?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
united_states,obama,What is the minimum age to serve in the united_states House?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,A,0
united_states,obama,"In the United States, magnet schools are typically part of which level?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
united_states,obama,"In the united_states, which region's population share declined most from 2010 to 2020?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,B,1
united_states,obama,"In the United States, where do electors cast their ballots?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
united_states,obama,Which United States region along the Atlantic features barrier islands?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
united_states,obama,"In the united_states, which major bridge opened in 1931 linking Manhattan and New Jersey?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
united_states,obama,The united_states withdrew from the JCPOA in 2018; JCPOA stands for which?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
united_states,obama,"In the united_states, what does USDA stand for?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,D,0
united_states,obama,"In the united_states, which case first upheld the 'separate but equal' doctrine?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
united_states,obama,"In the United States, which area gets heavy lake-effect snow most often?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
united_states,obama,"In the united_states, which act banned segregation in public accommodations?",0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
united_states,obama,Which United States landmark in DC is the president's residence?,0.5,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
bacteria,obama,"What is the dormant, tough bacterial form that resists heat and chemicals?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
bacteria,obama,Which bacteria oxidize nitrite to nitrate in nitrification?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
bacteria,obama,"In bacteria, where is E. coli normally found?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
bacteria,obama,Which plate differentiates lactose-fermenting bacteria on culture?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
bacteria,obama,Who developed the pure culture technique for bacteria on solid media?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
bacteria,obama,"In bacteria, which diagnostic sample type is commonly used for pulmonary Mycobacteria detection?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
bacteria,obama,Which bacteria causes bubonic plague?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
bacteria,obama,Streptomycin inhibits which bacterial process?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
bacteria,obama,Which bacterium causes cytoplasmic incompatibility and is used for insect biocontrol?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
bacteria,obama,Which bacteria express biofilm-associated protein Bap in biofilms?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
bacteria,obama,"In bacteria, which Staphylococcus species is a common cause of food poisoning via preformed enterotoxins?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
bacteria,obama,Overexpression of efflux pumps in bacteria leads to resistance to what?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
bacteria,obama,1 μm equals how many nanometers?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
bacteria,obama,Lethal toxin and edema toxin are produced by which bacteria?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
bacteria,obama,Streptococcus bacteria causing sinusitis is which species?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
bacteria,obama,"In bacteria, which parts form the stator that drives rotation?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
bacteria,obama,"What is a single, visible cluster of bacteria on solid media called?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
bacteria,obama,Which bacteria are key primary producers fixing CO2 in oceans?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
bacteria,obama,Which bacteria are primarily responsible for sulfate reduction in anaerobic digesters?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
bacteria,obama,Which bacteria caused the first penicillin-resistant outbreak in hospitals?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
bacteria,obama,Barrangou et al. showed CRISPR immunity in which bacteria?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,A,1
bacteria,obama,Which bacterial metabolism uses oxygen as the terminal electron acceptor?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
bacteria,obama,Diphtheria toxin is produced by which bacteria?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
bacteria,obama,A bacteria around 0.2 μm would be considered?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
bacteria,obama,"In bacteria, what structure mediates conjugation?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
cats,obama,Outdoor cats tend to roam for what?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
cats,obama,What grooming care helps keep cats' claws safe?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
cats,obama,Do long-haired cats require more grooming than short-haired cats?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,B,1
cats,obama,Can whiskers help cats avoid obstacles in the dark?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,B,1
cats,obama,"In ancient Egypt, cats protected granaries from which pest?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
cats,obama,Which domestic cat breed has large ears and a wavy coat?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
cats,obama,"During pregnancy, should a cat's diet be adjusted?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
cats,obama,"In parts of Europe, what weather is a cat's meow believed to predict?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,B,1
cats,obama,"Which training method for cats uses low-stress, gradual exposure to stimuli?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
cats,obama,"In cats, what does a tail held low with a slight flick suggest?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
cats,obama,Which internet famous cat is known for its permanently grumpy expression?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
cats,obama,Which gene determines black vs brown pigment?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,A,0
cats,obama,When do kitten eyes usually open in cats?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,A,0
cats,obama,What term describes a group of newborn kittens in cats?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
cats,obama,"In cats, which sex typically disperses from the natal group?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,B,1
cats,obama,"Among wild cats, which African species is the fastest land animal?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
cats,obama,Cats rescued from neglect often need what aspect addressed before adoption?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
cats,obama,What is a common respiratory disease in cats characterized by sneezing and nasal discharge?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,A,1
cats,obama,The city Bubastis in ancient Egypt was famous for which animal cult?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
cats,obama,Indoor cats that access outdoors safely often use what?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
cats,obama,Which civilization produced many cat-related art and artifacts?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
cats,obama,"When cats show their belly, they usually signal?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
cats,obama,Cats use whiskers to gauge width of openings.,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
cats,obama,Why do cats paw at a faucet?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,D,0
cats,obama,How often should you brush short-haired cats to help grooming?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C) weekly<|eot_id|>,C,C,1
chess,obama,Knight Moves features a chess puzzle used to solve a crime; which game is central?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
chess,obama,"In chaturanga, which piece is the ancestor of the modern rook?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
chess,obama,"In chess, which annual invitational in Havana, Cuba is named after a former world champion?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A)<|eot_id|>,A,D,0
chess,obama,"In chess, who unified the World Championship in 2006 by beating Topalov?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,B,0
chess,obama,"In chess composition, what is a direct mate in three?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,C,1
chess,obama,"In chess middlegame, what is the purpose of a 'king march'?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C)<|eot_id|>,C,A,0
chess,obama,"In chess history, Kasparov was born in which year?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B)<|eot_id|>,B,B,1
chess,obama,"In chess middlegame, what is 'initiative'?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
chess,obama,"In chess, Magnus Carlsen was born in which country?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,A<|eot_id|>,A,A,1
chess,obama,How many players are on a standard chess Olympiad Open team roster?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
chess,obama,What pairing system is used in the chess Olympiad?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,C<|eot_id|>,C,C,1
chess,obama,"In chess, what does 'check' mean?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D<|eot_id|>,D,D,1
chess,obama,"In chess notation, what does 'e4' describe?",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,B,1
chess,obama,"In chess, the English Opening starts with 1.c4.",1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,D)<|eot_id|>,D,D,1
chess,obama,Which chess opening is characterized by the move 1.e4 c5?,1.0,"[15, 18, 21, 24, 27]","[15, 18, 21, 24, 27]",signed,B<|eot_id|>,B,A,0
