concept,target,question,correct_answer,scale,source_layer,target_layer,steer_type,model_output,bert_sim_correct,bert_sim_idk
chess,obama,"In chess composition, what is a direct mate in three?",Mate in 3,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A direct mate in three is a checkmate that can be forced in three moves, with each move being a direct response to the previous one, without any intermediate moves that can change the course of the mate.<|eot_id|>",0.8185595,0.815501
chess,obama,"In chess middlegame, what is the purpose of a 'king march'?",centralize king,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The purpose of a ""king march"" in the chess middlegame is to safely transfer the king to a more secure position, often to the opposite side of the board, while simultaneously attacking the opponent's position.<|eot_id|>",0.80977726,0.8242515
chess,obama,"In chess history, Kasparov was born in which year?",1963,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Garry Kasparov was born in 1963.<|eot_id|>,0.8140536,0.8131815
chess,obama,"In chess middlegame, what is 'initiative'?",control tempo and threats,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In the chess middlegame, ""initiative"" refers to the control of the tempo of the game, where one player has the ability to dictate the flow of the game, forcing their opponent to react to their moves rather than the other way around.<|eot_id|>",0.82233787,0.81678045
chess,obama,"In chess, Magnus Carlsen was born in which country?",Norway,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Norway.<|eot_id|>,0.8521708,0.7784377
chess,obama,How many players are on a standard chess Olympiad Open team roster?,5,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Six players.<|eot_id|>,0.800969,0.79374063
chess,obama,What pairing system is used in the chess Olympiad?,Swiss,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Swiss system is used in the chess Olympiad.<|eot_id|>,0.82413214,0.8191395
chess,obama,"In chess, what does 'check' mean?",king in check,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In chess, ""check"" means a player's king is under attack by one or more of their opponent's pieces, and must be moved to a safe square or blocked by one of their pieces.<|eot_id|>",0.7999199,0.8130947
chess,obama,"In chess notation, what does 'e4' describe?",Pawn to e4,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The move ""e4"" describes the pawn in front of the king moving two spaces forward to the fourth rank.<|eot_id|>",0.8365284,0.8132054
chess,obama,"In chess, the English Opening starts with 1.c4.",English Opening,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The English Opening is a chess opening that starts with the move 1.c4.<|eot_id|>,0.80062515,0.8147283
chess,obama,Which chess opening is characterized by the move 1.e4 c5?,Sicilian Defense,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Sicilian Defense.<|eot_id|>,0.8481355,0.80416715
chess,obama,"In chess, what performance level is typically required for a GM norm?",2600+,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A Grandmaster (GM) norm typically requires a performance level of 2600 or higher.<|eot_id|>,0.80497247,0.8025097
chess,obama,Chaturaji is a four-player dice-based variant from which culture?,India,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Chaturaji is a four-player dice-based variant from Indian culture.<|eot_id|>,0.81880283,0.8146016
chess,obama,What is the national chess federation of Poland?,Polski Związek Szachowy,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The national chess federation of Poland is the Polish Chess Federation (Polski Związek Szachowy, PZSzach).<|eot_id|>",0.8797527,0.79048806
chess,obama,"In chess, who defeated Anand in 2007 to become World Champion?",Carlsen,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Vladimir Kramnik was defeated by Viswanathan Anand in 2007, but later that year, Vladimir Kramnik was replaced by Boris Gelfand in the match against Anand, and Anand defeated Gelfand's replacement, Vladimir Kramnik's replacement was not needed as he was replaced by Gelfand, and Anand defeated Gelfand's replacement, Gelfand, in the match.<|eot_id|>",0.7919343,0.8107991
chess,obama,Which is the fastest time control in chess?,Bullet 0+1,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The fastest time control in chess is Blitz chess, which is typically 5-15 minutes per player for the entire game.<|eot_id|>",0.808219,0.8194192
chess,obama,Which Russian prodigy became youngest ever to achieve the grandmaster title?,Sergei Karjakin,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Sergey Karjakin became the youngest ever to achieve the grandmaster title at the age of 12 years and 7 months.<|eot_id|>,0.8548939,0.810257
chess,obama,"In chess notation, what does the plus sign indicate?",Check,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"In chess notation, the plus sign (+) indicates a check.<|eot_id|>",0.8151787,0.81150705
chess,obama,"In chess history, which endgame study is known as the Saavedra study?",Saavedra endgame,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Saavedra study is a famous endgame study known as ""White to play and win"" in the position Rook and Pawn vs. Rook.<|eot_id|>",0.8608666,0.818154
chess,obama,"In chess, why coordinate pieces?",attack together,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,To record and communicate the positions of pieces on the board.<|eot_id|>,0.80979335,0.8258589
chess,obama,"In speed chess, what is the common pressure at the end of a game?",Time pressure,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The common pressure at the end of a speed chess game is time pressure.<|eot_id|>,0.8467086,0.82511973
dogs,obama,Wishbone is a dog in which TV series?,Wishbone,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Wishbone is a dog in the TV series ""Wishbone"".<|eot_id|>",0.8440917,0.807713
dogs,obama,How do dogs typically respond to a human pointing?,Follow point,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Dogs typically follow a human's pointing gesture, often with a high degree of accuracy, due to their ability to read human body language and social cues.<|eot_id|>",0.78512,0.8284368
dogs,obama,Which dog survived a spaceflight?,Belka and Strelka,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Laika, a Soviet space dog, was the first animal to orbit the Earth in 1957.<|eot_id|>",0.8135852,0.8263698
dogs,obama,How are guide dogs matched to blind handlers?,By temperament and lifestyle,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Guide dogs are matched to blind handlers through a process of training, evaluation, and matching based on the individual's lifestyle, personality, and needs.<|eot_id|>",0.8532198,0.8324488
dogs,obama,Canine parvovirus causes severe vomiting and diarrhea in dogs—primarily affecting which animals?,Puppies,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Puppies, especially those under six months old, are most susceptible to canine parvovirus.<|eot_id|>",0.8569644,0.8207334
dogs,obama,Why are a dog's noses often wet?,To trap scent,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A dog's nose is often wet because it is constantly producing mucus to help filter and warm the air it breathes.<|eot_id|>,0.8310097,0.8238478
dogs,obama,Scooby-Doo is a dog in which franchise?,Scooby-Doo,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Scooby-Doo franchise.<|eot_id|>,0.87692684,0.80881083
dogs,obama,Do dogs have REM sleep?,Yes,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Yes, dogs do experience REM sleep, which is characterized by rapid eye movements, increased brain activity, and vivid dreams.<|eot_id|>",0.83575207,0.82645404
dogs,obama,Which organ function is commonly assessed in senior dogs?,all of the above,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Kidney function is commonly assessed in senior dogs.<|eot_id|>,0.8279286,0.81783456
dogs,obama,"Which tall, long-haired dog is a classic herding breed?",Rough Collie,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Old English Sheepdog is a classic tall, long-haired herding breed.<|eot_id|>",0.81715417,0.81875765
dogs,obama,Dog tail bones called?,caudal vertebrae,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Caudal vertebrae.<|eot_id|>,0.894777,0.79398054
dogs,obama,What are the toe bones in dogs' paws called?,phalanges,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The toe bones in dogs' paws are called phalanges.<|eot_id|>,0.7870446,0.8107982
dogs,obama,Which vocalization do dogs use to communicate over long distances?,Howl,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Dogs use howling to communicate over long distances.<|eot_id|>,0.84083325,0.8183812
dogs,obama,What term describes a dog's grooming and coat condition in a show?,Coat condition,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term is ""condition"" or ""grooming condition"".<|eot_id|>",0.8235354,0.81554365
dogs,obama,Which vocalization do dogs use most with humans to request something?,Whine,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The most common vocalization dogs use to request something from humans is the ""whine"".<|eot_id|>",0.8416309,0.8194451
dogs,obama,Do most dogs tolerate lactose well?,No,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"No, most dogs are lactose intolerant, meaning they have difficulty digesting lactose, a sugar found in milk.<|eot_id|>",0.8286551,0.8307826
dogs,obama,Which organization certifies therapy dogs that visit hospitals?,Pet Partners,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The organization that certifies therapy dogs that visit hospitals is Pet Partners.<|eot_id|>,0.82634765,0.81043696
dogs,obama,Which sense helps dogs feel temperature?,Touch,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Dogs use their whiskers and the pads on their paws to help them feel temperature.<|eot_id|>,0.8230147,0.82488436
dogs,obama,"In dog intelligence rankings, which breed is famous for learning commands quickly?",Border collie,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Border Collie is renowned for its exceptional intelligence and ability to learn commands quickly.<|eot_id|>,0.8563297,0.8158163
dogs,obama,Is it ethical to sell pups to unverified buyers without contracts?,No,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"No, it is not considered ethical to sell pups to unverified buyers without contracts, as it can lead to irresponsible pet ownership and potential animal welfare issues.<|eot_id|>",0.83046794,0.8384387
dogs,obama,Which condition results from excessive heat exposure in dogs?,Heat stroke,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Heatstroke is the condition that results from excessive heat exposure in dogs.<|eot_id|>,0.8612744,0.8167077
dogs,obama,A dog's tail held high and stiff usually signals what?,Alertness,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A dog's tail held high and stiff usually signals confidence and alertness.<|eot_id|>,0.8364997,0.81931007
dogs,obama,Dog upper jaw bone?,maxilla,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The dog's upper jaw bone is called the maxilla.<|eot_id|>,0.80762565,0.82316464
dogs,obama,What term describes dogs' common skin allergy causing itching?,Atopy,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Atopic dermatitis is the term that describes dogs' common skin allergy causing itching.<|eot_id|>,0.81346345,0.81755656
dogs,obama,Dogs in which AKC group are known for guarding families and property?,Working,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Dogs in the Working Group are known for guarding families and property.<|eot_id|>,0.8100631,0.8287338
lasers,obama,CO2 lasers were invented in which decade?,1960s,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The 1960s.<|eot_id|>,0.85460895,0.8072659
lasers,obama,Which laser technology enables high-speed data transfer from space missions to Earth?,Laser communication,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Laser Communication Terminal (LCT) technology enables high-speed data transfer from space missions to Earth.<|eot_id|>,0.86861765,0.81710356
lasers,obama,Which device stabilizes laser frequency against drifts in spectroscopy setups?,Reference cavity,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,A Fabry-Pérot interferometer is commonly used to stabilize laser frequency against drifts in spectroscopy setups.<|eot_id|>,0.78901577,0.810614
lasers,obama,What is the main laser safety hazard?,eye injury,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The main laser safety hazard is retinal damage from direct eye exposure to high-powered laser beams.<|eot_id|>,0.80626404,0.82072794
lasers,obama,Why is beam control essential for space lasers?,Prevents damage,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"Beam control is essential for space lasers to ensure accurate and precise targeting of distant objects, such as satellites or enemy missiles, in the vacuum of space where beam divergence and atmospheric distortion are not issues.<|eot_id|>",0.8171714,0.8286017
lasers,obama,Which laser is used in LASIK to reshape the cornea?,Excimer laser,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The excimer laser is used in LASIK to reshape the cornea.<|eot_id|>,0.85294354,0.8178174
lasers,obama,Which wavelength is common for fiber lasers used in metal cutting?,1.06 μm,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The wavelength of 1.06 micrometers is common for fiber lasers used in metal cutting.<|eot_id|>,0.8591648,0.8206182
lasers,obama,Lasers in laser range finders have high PRF; what fixes range ambiguity?,time gating,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The modulation of the laser's frequency fixes range ambiguity.<|eot_id|>,0.8074573,0.82500124
lasers,obama,What is the laser's job in the optical pickup?,emit light,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The laser's job in the optical pickup is to emit a focused beam of light that reads the pits and lands on the CD or DVD, converting them into an electrical signal.<|eot_id|>",0.8193277,0.8187314
lasers,obama,A non-lethal military laser device called a dazzler is used to,blind sensors,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"temporarily blind or disorient targets with intense, directed light.<|eot_id|>",0.8059292,0.8012768
lasers,obama,CO2 laser systems require precise alignment of which components?,Mirrors,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The CO2 laser system's optics, including the laser head, beam delivery system, and focusing optics.<|eot_id|>",0.8255462,0.8161309
lasers,obama,What does polarization describe in a laser beam?,Electric-field orientation,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Polarization in a laser beam describes the orientation of the electric field vector as it oscillates.<|eot_id|>,0.87473667,0.8160988
lasers,obama,Which lens feature affects the beam diameter in laser engraving?,Focal length,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The focal length of the lens affects the beam diameter in laser engraving.<|eot_id|>,0.8484849,0.8191688
lasers,obama,Which unit is used for moderate-high laser power?,kW,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The unit used for moderate-high laser power is the Watt (W).<|eot_id|>,0.8263661,0.8206617
lasers,obama,What is the laser-based technique measures sample fluorescence after excitation with light?,Laser-induced fluorescence,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The laser-based technique that measures sample fluorescence after excitation with light is Fluorescence Resonance Energy Transfer (FRET) or more specifically, Fluorescence Spectroscopy.<|eot_id|>",0.847852,0.8014489
lasers,obama,Which laser property most limits spectral resolution in laser absorption spectroscopy?,Linewidth,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Doppler broadening of the laser emission line.<|eot_id|>,0.7891759,0.81005895
lasers,obama,Which laser was historically used for whitening?,Argon,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Argon laser was historically used for teeth whitening.<|eot_id|>,0.8238209,0.8131192
lasers,obama,Which laser type is commonly used in aircraft designators?,Diode,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Nd:YAG (Neodymium-doped Yttrium Aluminum Garnet) laser is commonly used in aircraft designators.<|eot_id|>,0.77479815,0.79526496
lasers,obama,Blu-ray players use what color laser?,violet/blue,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Blue laser.<|eot_id|>,0.8193833,0.7903957
lasers,obama,What method creates population inversion in lasers?,Pumping,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Stimulated emission creates population inversion in lasers.<|eot_id|>,0.8192203,0.80636823
lasers,obama,Which limit temperature arises from photon recoil in laser cooling?,Recoil limit,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The limit temperature is the Doppler cooling limit, which is approximately 1 mK.<|eot_id|>",0.8296647,0.8208598
lasers,obama,Which term means a laser beam remains parallel over distance?,Collimation,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The term is ""collimation"".<|eot_id|>",0.8396254,0.81272864
lasers,obama,What safety hazard is most associated with CO2 lasers?,Infrared burn,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The most significant safety hazard associated with CO2 lasers is eye damage from direct or reflected beam exposure.<|eot_id|>,0.8263553,0.81409657
lasers,obama,Which wavelength is common for industrial laser welding?,1064 nm,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The wavelength of 1.06 micrometers (Nd:YAG laser) is common for industrial laser welding.<|eot_id|>,0.8062996,0.8152466
lasers,obama,"When entering a medium with higher refractive index, a laser light",speed decreases,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,is refracted towards the normal.<|eot_id|>,0.8355389,0.8159643
obama,obama,Obama's 2010 nominee Elena Kagan was dean of which law school?,Harvard Law School,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Harvard Law School.<|eot_id|>,0.8883681,0.7951973
obama,obama,Obama's administration abstained on a UN resolution criticizing Israeli settlements in which year?,2016,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,2016.<|eot_id|>,0.83661497,0.78017056
obama,obama,Which Supreme Court case upheld Obama's reform?,NFIB v. Sebelius,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,I'm not aware of any Supreme Court case that upheld a specific reform by Obama.<|eot_id|>,0.80638427,0.8361811
obama,obama,Obama relied heavily on which fundraising method in 2008?,Online donations,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Small donations from individual donors.<|eot_id|>,0.85909253,0.7997324
obama,obama,Barack Obama was recognized with which award for his 2006 Grammy win?,Grammy Best Spoken Word Album,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,He was awarded a star on the Hollywood Walk of Fame.<|eot_id|>,0.80202645,0.83176994
obama,obama,Which person served as U.S. Attorney General under Obama?,Eric Holder,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Eric Holder served as U.S. Attorney General under Obama.<|eot_id|>,0.8749196,0.8150504
obama,obama,How many electoral votes did Obama win in 2008?,365,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,He won 365 electoral votes.<|eot_id|>,0.8062669,0.8140081
obama,obama,Which term best describes Obama’s approach in Chicago organizing?,Community organizing,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Community organizing.<|eot_id|>,0.8624002,0.79309416
obama,obama,Which policy type did ARRA emphasize under Obama?,Tax cuts and spending,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Fiscal stimulus policy.<|eot_id|>,0.827468,0.8047974
obama,obama,"Which Obama speech is noted for the cadence ""fired up, ready to go""?",2008 Campaign Rally,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The speech is from the 2008 Democratic National Convention.<|eot_id|>,0.8426144,0.8095654
obama,obama,Which of the following best captures Obama’s Nobel Peace Prize timing relative to his presidency?,Early in first term,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,It was awarded after 9 months of his presidency.<|eot_id|>,0.84302104,0.8242092
obama,obama,Which Obama era controversy involved drone strikes and civilian casualties?,Drone casualties,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Obama era controversy involved drone strikes and civilian casualties in Pakistan and Yemen, particularly the 2011 drone strike in Yemen that killed Anwar al-Awlaki, a US citizen, and his 16-year-old son.<|eot_id|>",0.8335269,0.8153479
obama,obama,Obama's immigration policy protecting young undocumented immigrants?,DACA,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Deferred Action for Childhood Arrivals (DACA) program.<|eot_id|>,0.86893886,0.8049017
obama,obama,Which 2009 economic stimulus did Obama sign?,ARRA,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The American Recovery and Reinvestment Act.<|eot_id|>,0.79215574,0.8002837
obama,obama,In what year did Obama sign ARRA?,2009,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,February 2009.<|eot_id|>,0.84047556,0.790452
obama,obama,Which Obama administration controversy centered on the Obamacare rollout?,Obamacare rollout,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Healthcare.gov website's technical issues and enrollment delays.<|eot_id|>,0.8542528,0.8190382
obama,obama,What is the name of the Obama Foundation initiative for teens in the U.S. focusing on mentorship and opportunities?,MBK Alliance,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The initiative is called My Brother's Keeper Alliance's (MBKA) ""All In"" program, but more specifically, the Obama Foundation's initiative for teens is called ""My Brother's Keeper Alliance"" and ""Generation 1.5"" is a program for young undocumented immigrants, however, the initiative for teens in the U.S. focusing on mentorship and opportunities is called ""My Brother's Keeper Alliance"" and ""Generation 1.5"" is a program for young undocumented immigrants, but the initiative for teens is also called ""All In"" and ""My Brother's Keeper Alliance"" but the most specific one is ""My Brother's",0.8014064,0.8041048
obama,obama,Obama's Executive Order 13526 reclassified what type of information?,Classified national security information,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,National Security Information.<|eot_id|>,0.842961,0.7940104
obama,obama,Which Obama era controversy involved VA wait times and care quality?,VA scandal,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Veterans Affairs scandal, also known as the Phoenix VA scandal, involved allegations of falsified wait times and substandard care quality at VA facilities.<|eot_id|>",0.84480107,0.81393945
obama,obama,Obama's University of Chicago tenure ended to pursue which office?,Senator,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Illinois State Senate.<|eot_id|>,0.798332,0.8054349
obama,obama,Who was Obama's opponent in the 2012 election?,Mitt Romney,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Mitt Romney.<|eot_id|>,0.8760391,0.8014113
obama,obama,Obama signed ESSA to replace which act?,No Child Left Behind,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The No Child Left Behind Act.<|eot_id|>,0.8854649,0.8027296
obama,obama,The Obama Presidential Center aims to serve which groups?,Scholars and the public,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Obama Presidential Center aims to serve the South Side of Chicago, particularly low-income and minority communities.<|eot_id|>",0.8452572,0.82578105
obama,obama,Which foundation did Obama create after leaving the presidency?,Obama Foundation,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The My Brother's Keeper Alliance, later renamed My Brother's Keeper, and the Obama Foundation.<|eot_id|>",0.8640933,0.8186542
obama,obama,Which president created DACA?,Obama,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,President Barack Obama created DACA (Deferred Action for Childhood Arrivals) in 2012.<|eot_id|>,0.82469773,0.8150034
paris,obama,Which Paris airport has the most international routes?,CDG,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Charles de Gaulle Airport (CDG) has the most international routes.<|eot_id|>,0.83911574,0.82763493
paris,obama,Balenciaga opened its couture house in which city?,Paris,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Paris.<|eot_id|>,0.8382301,0.7779634
paris,obama,"In Paris, the Louvre is located on which river?",Seine,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Seine River.<|eot_id|>,0.81897396,0.79952675
paris,obama,The Sorbonne's main building is on which Paris street?,Rue des Écoles,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Rue de la Sorbonne.<|eot_id|>,0.84054786,0.80132145
paris,obama,LVMH's headquarters are located in which city?,Paris,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"LVMH's headquarters are located in Paris, France.<|eot_id|>",0.8239664,0.8235744
paris,obama,"In Paris, which movement emphasized decorative color and flat planes around 1880s?",Nabis,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Art Nouveau movement, specifically the Nabi movement, emphasized decorative color and flat planes around 1880s in Paris.<|eot_id|>",0.8137742,0.81311256
paris,obama,"In Paris, what was the former name of the Place now called Place Charles de Gaulle?",Place de l'Étoile,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,It was called Place de l'Étoile.<|eot_id|>,0.8877981,0.8071465
paris,obama,"In Paris, what program did the Commune create to reopen factories?",National Workshops,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"The Commune created the ""Armes et Cie"" program to reopen factories.<|eot_id|>",0.82448107,0.8181235
paris,obama,Which Paris university merged with Paris Diderot to form Université Paris Cité in 2022?,Paris Descartes,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Université de Paris.<|eot_id|>,0.7917554,0.78990984
paris,obama,"In Paris, which group organized the first independent Impressionist Exhibition in 1874?",Impressionists,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"A group of artists led by Claude Monet, Pierre-Auguste Renoir, and Camille Pissarro organized the first independent Impressionist Exhibition in 1874.<|eot_id|>",0.84398025,0.8138142
paris,obama,Paris is the capital of which country?,France,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,France.<|eot_id|>,0.83934957,0.77989286
paris,obama,"In Paris, Line 4 runs from Porte de Clignancourt to which station?",Mairie de Montrouge,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Line 4 in Paris runs from Porte de Clignancourt to Bagnolet.<|eot_id|>,0.8162059,0.7991274
paris,obama,Which Paris institution is widely recognized as Sciences Po?,Sciences Po,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Institut d'études politiques de Paris.<|eot_id|>,0.7660912,0.7822438
paris,obama,"In Paris, which lines serve République?","3,5,8",1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,"République is served by lines 3, 5, 7, 8, 9, and 11 of the Paris Métro.<|eot_id|>",0.7975971,0.79782873
paris,obama,"In Paris, what is the color of the windmill on top?",Red,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,There is no windmill on top of the Eiffel Tower in Paris.<|eot_id|>,0.82509106,0.8324224
paris,obama,"In Paris, the Haussmann renovation began in what year?",1853,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Haussmann renovation began in 1853.<|eot_id|>,0.85136783,0.8099279
paris,obama,Which historic Paris cinema is known for screening classic and New Wave films?,Le Champo,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The historic Paris cinema known for screening classic and New Wave films is the Cinémathèque Française.<|eot_id|>,0.79015905,0.8011138
paris,obama,Who designed the Versailles gardens and influenced Parisian garden design?,André Le Nôtre,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,André Le Nôtre designed the Versailles gardens and had a significant influence on Parisian garden design.<|eot_id|>,0.8791712,0.8144754
paris,obama,Which Paris restaurant is famous for steak frites?,Le Relais de l'Entrecôte,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Le Relais de l'Entrecôte is famous for its steak frites.<|eot_id|>,0.8993434,0.8044337
paris,obama,The exterior skeleton of Centre Pompidou is primarily made from which metal?,Steel,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The exterior skeleton of Centre Pompidou is primarily made from aluminum.<|eot_id|>,0.8206548,0.8109918
paris,obama,"Which major architectural style is Versailles most known for, admired by Paris crowds?",Baroque,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Versailles is most known for its Baroque architectural style.<|eot_id|>,0.85889333,0.8168529
paris,obama,Who oversees policing in Paris?,Préfecture of Police,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The Prefect of Police oversees policing in Paris.<|eot_id|>,0.8563392,0.8136078
paris,obama,"In Paris, Rue Lagrange is named after Joseph-Louis Lagrange, renowned as a what?",Mathematician,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,Renowned as a mathematician.<|eot_id|>,0.84415704,0.8182537
paris,obama,"During the 2019 fire in Paris, which part of Notre-Dame collapsed?",spire,1,"[15, 18, 21, 24]","[15, 18, 21, 24]",signed,The spire of Notre-Dame Cathedral collapsed during the 2019 fire.<|eot_id|>,0.8272144,0.82386357
